baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,UmasM_1,UmasM_2,UmasM_3,pEhEx_1,pEhEx_2,pEhEx_3,UmasM_1.1,UmasM_2.1,UmasM_3.1,pEhEx_1.1,pEhEx_2.1,pEhEx_3.1,Certeza,DE,
EHI_004810A,659.2060745,0.047431185,0.888222117,0.053400139,0.957413094,0.999887746,982,985,105,1081,714,424,1178.303878,667.5448148,163.9139211,801.8404363,839.1324329,304.5009637,0.01,DOWN_pEhEx_UP_UmasM
EHI_004820A,303.6577061,0.438399609,0.773467735,0.566797539,0.570851743,0.999887746,188,236,425,266,202,471,225.5815979,159.9396714,663.4611091,197.3076374,237.4016127,338.2546082,0.01,DOWN_pEhEx_UP_UmasM
EHI_004830A,166.5679429,-0.345847855,0.523887172,-0.660157136,0.509152996,0.999887746,142,209,82,212,157,303,170.3861005,141.6414886,128.0089669,157.2527035,184.5151148,217.603283,0.01,UP_pEhEx_DOWN_UmasM
EHI_004840A,2002.57001,0.507995856,0.972155143,0.522546077,0.601290174,0.999887746,552,1221,3565,1463,1494,2951,662.3459683,827.4844861,5565.267891,1085.192006,1755.831729,2119.297981,0.01,DOWN_pEhEx_UP_UmasM
EHI_004860A,375.2969211,-0.579265392,0.675191983,-0.857926941,0.390932807,0.999887746,212,709,107,709,431,442,254.3792487,480.4967245,167.036091,525.9064471,506.5351241,317.4278914,0.01,UP_pEhEx_DOWN_UmasM
EHI_004870A,15.18746386,-0.092194548,0.746919206,-0.123433093,0.901764153,0.999887746,13,30,5,30,11,17,15.59872751,20.33131416,7.805424813,22.25274106,12.92781059,12.20876505,0.01,UP_pEhEx_DOWN_UmasM
EHI_004880A,424.4953308,-0.578483514,0.682896967,-0.847102187,0.396938166,0.999887746,130,632,280,474,496,823,155.9872751,428.3130182,437.1037895,351.5933088,582.9267321,591.0478611,0.01,UP_pEhEx_DOWN_UmasM
EHI_004900A,44.00800347,0.079378712,0.744156704,0.106669351,0.915051299,0.999887746,41,27,44,40,42,68,49.19598678,18.29818274,68.68773835,29.67032142,49.36073135,48.83506021,0.01,DOWN_pEhEx_UP_UmasM
EHI_004930A,55.86969859,-0.612011948,0.789715351,-0.774977905,0.438352716,0.999887746,29,113,13,104,77,50,34.79716138,76.58128332,20.29410451,77.14283568,90.49467414,35.90813251,0.01,UP_pEhEx_DOWN_UmasM
EHI_004940A,88.37709545,-0.150717874,0.982069078,-0.153469728,0.878027861,0.999887746,87,186,13,164,116,30,104.3914841,126.0541478,20.29410451,121.6483178,136.329639,21.5448795,0.01,UP_pEhEx_DOWN_UmasM
EHI_004960A,125.2088724,0.022365825,0.774685373,0.028870849,0.976967595,0.999887746,146,189,48,229,135,62,175.185709,128.0872792,74.9320782,169.8625901,158.6594936,44.52608431,0.01,DOWN_pEhEx_UP_UmasM
EHI_004970A,618.1948925,0.893365273,0.820778811,1.088436081,0.27640264,0.999887746,667,330,889,638,246,745,800.3347117,223.6444557,1387.804532,473.2416266,289.112855,535.0311744,0.01,DOWN_pEhEx_UP_UmasM
EHI_004990A,93.22806487,0.549609182,0.929222355,0.591472191,0.554204083,0.999887746,40,61,156,56,59,161,47.99608466,41.34033878,243.5292542,41.53844998,69.34007499,115.6241867,0.01,DOWN_pEhEx_UP_UmasM
EHI_005000A,29.95941461,-0.470733704,0.643500672,-0.731520144,0.464461505,0.999887746,14,38,21,37,38,45,16.79862963,25.75299793,32.78278421,27.44504731,44.65970932,32.31731926,0.01,UP_pEhEx_DOWN_UmasM
EHI_005010A,204.1582581,0.078080486,0.80689702,0.096766358,0.922911941,0.999887746,50,301,234,198,190,314,59.99510583,203.990852,365.2938812,146.868091,223.2985466,225.5030721,0.01,DOWN_pEhEx_UP_UmasM
EHI_005020A,1052.289157,-0.687112417,0.756403434,-0.9083941,0.363670042,0.999887746,453,2130,276,1570,1609,1170,543.5556588,1443.523305,430.8594497,1164.560116,1890.986113,840.2503007,0.01,UP_pEhEx_DOWN_UmasM
EHI_005030A,12.06839877,-0.515937719,0.969738543,-0.532037962,0.594699703,0.999887746,4,18,8,15,24,5,4.799608466,12.19878849,12.4886797,11.12637053,28.2061322,3.590813251,0.01,UP_pEhEx_DOWN_UmasM
EHI_005040A,18.68001948,-0.199601729,0.880673995,-0.226646557,0.820698587,0.999887746,4,44,11,15,18,39,4.799608466,29.81926076,17.17193459,11.12637053,21.15459915,28.00834336,0.01,UP_pEhEx_DOWN_UmasM
EHI_005060A,633.7628948,-0.337031841,0.65417584,-0.515200684,0.606412791,0.999887746,301,650,563,729,801,891,361.1705371,440.5118067,878.8908339,540.7416078,941.3796622,639.8829213,0.01,UP_pEhEx_DOWN_UmasM
EHI_005070A,237.1052746,0.239638559,0.965170312,0.248286293,0.803912903,0.999887746,43,248,353,174,154,476,51.59579101,168.072197,551.0629918,129.0658982,180.9893483,341.8454215,0.01,DOWN_pEhEx_UP_UmasM
EHI_005080A,58.2305278,0.146943668,0.635331232,0.231286706,0.817092073,0.999887746,62,60,44,83,58,50,74.39393122,40.66262831,68.68773835,61.56591694,68.16481948,35.90813251,0.01,DOWN_pEhEx_UP_UmasM
EHI_005100A,107.7899675,-0.454011166,0.829404888,-0.547393887,0.584108154,0.999887746,22,159,89,108,86,268,26.39784656,107.755965,138.9365617,80.10986783,101.0719737,192.4675902,0.01,UP_pEhEx_DOWN_UmasM
EHI_005120A,15.15642146,0.288356217,0.768259772,0.375336868,0.707409951,0.999887746,14,13,16,14,9,27,16.79862963,8.810236134,24.9773594,10.3846125,10.57729957,19.39039155,0.01,DOWN_pEhEx_UP_UmasM
EHI_005130A,97.99608356,-0.339727743,0.610629267,-0.556356797,0.577966967,0.999887746,88,155,31,142,87,169,105.5913863,105.0451231,48.39363384,105.329641,102.2472292,121.3694879,0.01,UP_pEhEx_DOWN_UmasM
EHI_005140A,238.8549192,-0.39939495,0.929455085,-0.429708715,0.667407543,0.999887746,271,330,44,355,407,103,325.1734736,223.6444557,68.68773835,263.3241026,478.3289919,73.97075296,0.01,UP_pEhEx_DOWN_UmasM
EHI_005150A,1375.550997,-0.145019922,1.118835025,-0.129616895,0.896869536,0.999887746,1148,3515,102,2736,1748,349,1377.48763,2382.152309,159.2306662,2029.449985,2054.346629,250.6387649,0.01,UP_pEhEx_DOWN_UmasM
EHI_005460A,2997.354156,0.151377248,0.615312391,0.246016902,0.805669148,0.999887746,3398,2496,2367,3320,2391,4522,4077.267392,1691.565338,3695.088106,2462.636678,2810.03592,3247.531504,0.01,DOWN_pEhEx_UP_UmasM
EHI_005657A,8.068036041,-0.111143014,1.553986853,-0.071521206,0.942982948,0.999887746,13,11,0,12,14,0,15.59872751,7.45481519,0,8.901096425,16.45357712,0,0.01,UP_pEhEx_DOWN_UmasM
EHI_005860A,33.83898657,0.078096303,0.836968215,0.093308565,0.925658428,0.999887746,14,105,10,40,27,53,16.79862963,71.15959954,15.61084963,29.67032142,31.73189872,38.06262046,0.01,DOWN_pEhEx_UP_UmasM
EHI_005870A,227.8835066,-0.280280628,0.942411613,-0.297407867,0.766155138,0.999887746,288,336,28,379,321,128,345.5718096,227.7107185,43.71037895,281.1262954,377.2570182,91.92481922,0.01,UP_pEhEx_DOWN_UmasM
EHI_005890A,11247.08885,0.264374624,1.18895733,0.222358378,0.82403491,0.999887746,21093,15631,590,19395,12304,2523,25309.53534,10593.29239,921.0401279,14386.3971,14460.34377,1811.924366,0.01,DOWN_pEhEx_UP_UmasM
EHI_005900A,35.82526473,-0.191399425,0.569362784,-0.336164271,0.736746994,0.999887746,24,46,26,50,34,52,28.7976508,31.17468171,40.58820903,37.08790177,39.95868728,37.34445781,0.01,UP_pEhEx_DOWN_UmasM
EHI_005910A,279.3554065,0.444898765,1.281458764,0.347181492,0.728454975,0.999887746,455,583,16,526,260,20,545.955463,395.1052051,24.9773594,390.1647266,305.5664322,14.363253,0.01,DOWN_pEhEx_UP_UmasM
EHI_005920A,54.16389191,0.673885514,1.501800293,0.44871846,0.653634766,0.999887746,14,8,114,7,4,160,16.79862963,5.421683775,177.9636857,5.192306248,4.701022033,114.906024,0.01,DOWN_pEhEx_UP_UmasM
EHI_005940A,74.92457592,0.31529315,0.644345865,0.489322842,0.624613152,0.999887746,86,119,42,137,38,75,103.191582,80.64754615,65.56556843,101.6208509,44.65970932,53.86219876,0.01,DOWN_pEhEx_UP_UmasM
EHI_005950A,207.0381822,-0.358001768,0.570300988,-0.627741799,0.530173099,0.999887746,127,322,111,310,258,230,152.3875688,218.2227719,173.2804308,229.944991,303.2159211,165.1774095,0.01,UP_pEhEx_DOWN_UmasM
EHI_005960A,302.4838428,1.697023669,1.452426511,1.168405875,0.242643086,0.999887746,12,144,817,36,52,473,14.3988254,97.59030795,1275.406414,26.70328928,61.11328643,339.6909335,0.01,DOWN_pEhEx_UP_UmasM
EHI_005970A,20194.86551,0.844295388,0.972848864,0.867858739,0.385471669,0.999887746,15250,7635,34816,12691,7773,34528,18298.50728,5174.319453,54350.73405,9413.651228,9135.261066,24796.71998,0.01,DOWN_pEhEx_UP_UmasM
EHI_006010A,129.8058303,0.122491998,0.645686104,0.189708277,0.849537735,0.999887746,157,187,58,204,124,106,188.3846323,126.7318582,90.54292783,151.3186392,145.731683,76.12524091,0.01,DOWN_pEhEx_UP_UmasM
EHI_006020A,23.52241786,0.413081717,1.057893589,0.390475679,0.696184836,0.999887746,14,19,33,17,3,61,16.79862963,12.87649897,51.51580376,12.6098866,3.525766525,43.80792166,0.01,DOWN_pEhEx_UP_UmasM
EHI_006030A,64.02586198,-0.242242549,0.651118946,-0.372040393,0.709862775,0.999887746,43,125,25,120,61,67,51.59579101,84.71380898,39.02712406,89.01096425,71.69058601,48.11689756,0.01,UP_pEhEx_DOWN_UmasM
EHI_006050A,304.0964485,0.327747698,0.785549787,0.417220784,0.676516924,0.999887746,209,238,387,264,157,596,250.7795423,161.2950923,604.1398805,195.8241214,184.5151148,428.0249395,0.01,DOWN_pEhEx_UP_UmasM
EHI_006060A,34.02567657,-0.052264112,0.629890437,-0.082973338,0.93387274,0.999887746,21,51,26,33,29,63,25.19794445,34.56323406,40.58820903,24.47801517,34.08240974,45.24424696,0.01,UP_pEhEx_DOWN_UmasM
EHI_006070A,1463.99344,-0.346210772,0.774328181,-0.447111161,0.654794801,0.999887746,1652,1945,363,2607,1893,1056,1982.238296,1318.146868,566.6738414,1933.763198,2224.758677,758.3797585,0.01,UP_pEhEx_DOWN_UmasM
EHI_006130A,29.45847662,-0.116538114,0.705284929,-0.165235509,0.868758617,0.999887746,27,49,12,51,33,22,32.39735715,33.20781312,18.73301955,37.82965981,38.78343177,15.7995783,0.01,UP_pEhEx_DOWN_UmasM
EHI_006150A,36.27787748,0.585255508,0.711259123,0.822844291,0.410596546,0.999887746,57,48,19,52,26,25,68.39442064,32.53010265,29.66061429,38.57141784,30.55664322,17.95406625,0.01,DOWN_pEhEx_UP_UmasM
EHI_006160A,110.587989,-0.328119014,0.627073284,-0.523254653,0.600797053,0.999887746,50,139,90,164,82,210,59.99510583,94.20175559,140.4976466,121.6483178,96.37095168,150.8141565,0.01,UP_pEhEx_DOWN_UmasM
EHI_006170A,382.5527993,0.540978523,1.005824235,0.537845982,0.590683384,0.999887746,68,321,680,250,335,495,81.59334392,217.5450615,1061.537775,185.4395089,393.7105953,355.4905118,0.01,DOWN_pEhEx_UP_UmasM
EHI_006190A,191.0789102,0.567633112,0.837130261,0.678070235,0.497727162,0.999887746,127,139,281,142,92,345,152.3875688,94.20175559,438.6648745,105.329641,108.1235068,247.7661143,0.01,DOWN_pEhEx_UP_UmasM
EHI_006200A,32.28358403,0.400951755,1.809415968,0.221591807,0.824631661,0.999887746,66,0,20,60,0,54,79.19353969,0,31.22169925,44.50548213,0,38.78078311,0.01,DOWN_pEhEx_UP_UmasM
EHI_006550A,54.96837438,0.203773391,1.126216889,0.180936188,0.856417664,0.999887746,68,128,5,104,59,10,81.59334392,86.7469404,7.805424813,77.14283568,69.34007499,7.181626501,0.01,DOWN_pEhEx_UP_UmasM
EHI_006670A,1677.320168,0.128173311,0.677958656,0.189057709,0.850047587,0.999887746,2381,2030,655,2682,1445,1561,2856.966939,1375.752258,1022.51065,1989.395051,1698.24421,1121.051897,0.01,DOWN_pEhEx_UP_UmasM
EHI_006680A,35.15821743,-0.979506418,1.525300941,-0.642172565,0.520761144,0.999887746,54,0,4,80,60,14,64.79471429,0,6.24433985,59.34064283,70.5153305,10.0542771,0.01,UP_pEhEx_DOWN_UmasM
EHI_006690A,6.035945184,-0.17327598,1.263440574,-0.137146126,0.890915294,0.999887746,3,19,0,12,8,2,3.59970635,12.87649897,0,8.901096425,9.402044067,1.4363253,0.01,UP_pEhEx_DOWN_UmasM
EHI_006700A,132.0128343,0.859305531,1.216396229,0.706435544,0.479917323,0.999887746,23,103,265,41,25,308,27.59774868,69.8041786,413.6875151,30.41207945,29.38138771,221.1940962,0.01,DOWN_pEhEx_UP_UmasM
EHI_006710A,44.08073808,0.28286256,1.071960374,0.263874082,0.791876947,0.999887746,8,35,72,28,18,107,9.599216932,23.71986651,112.3981173,20.76922499,21.15459915,76.84340356,0.01,DOWN_pEhEx_UP_UmasM
EHI_006720A,27.63528183,-0.399851552,0.750387702,-0.532859948,0.594130532,0.999887746,27,43,6,46,34,29,32.39735715,29.14155029,9.366509775,34.12086963,39.95868728,20.82671685,0.01,UP_pEhEx_DOWN_UmasM
EHI_006730A,42.90722468,0.404957548,1.164083102,0.347876837,0.727932681,0.999887746,83,60,4,81,39,7,99.59187567,40.66262831,6.24433985,60.08240087,45.83496482,5.027138551,0.01,DOWN_pEhEx_UP_UmasM
EHI_006740A,10.0425427,0.48152569,0.861029711,0.559243988,0.575995216,0.999887746,11,25,3,18,6,7,13.19892328,16.9427618,4.683254888,13.35164464,7.05153305,5.027138551,0.01,DOWN_pEhEx_UP_UmasM
EHI_006750A,6.592830681,0.853299749,1.141783934,0.747339075,0.454858911,0.999887746,9,19,1,12,4,1,10.79911905,12.87649897,1.561084963,8.901096425,4.701022033,0.71816265,0.01,DOWN_pEhEx_UP_UmasM
EHI_006760A,8.846539196,0.405326264,0.765341634,0.529601744,0.596388085,0.999887746,9,15,6,15,5,8,10.79911905,10.16565708,9.366509775,11.12637053,5.876277542,5.745301201,0.01,DOWN_pEhEx_UP_UmasM
EHI_006770A,22.95213519,1.349919229,3.642243758,0.370628469,0.710914275,0.999887746,0,93,23,0,0,54,0,63.02707388,35.90495414,0,0,38.78078311,0.01,DOWN_pEhEx_UP_UmasM
EHI_006810A,1270.985946,0.288747611,0.993800708,0.290548808,0.771396417,0.999887746,242,1763,1735,699,599,3077,290.3763122,1194.803562,2708.48241,518.4888668,703.9780495,2209.786474,0.01,DOWN_pEhEx_UP_UmasM
EHI_006830A,95.00699933,0.179118569,0.965184877,0.185579544,0.852774497,0.999887746,134,179,13,195,79,42,160.7868836,121.3101745,20.29410451,144.6428169,92.84518516,30.16283131,0.01,DOWN_pEhEx_UP_UmasM
EHI_006840A,330.2383853,-0.693013703,0.904681401,-0.766030674,0.443658051,0.999887746,141,712,67,521,592,199,169.1861984,482.529856,104.5926925,386.4559365,695.7512609,142.9143674,0.01,UP_pEhEx_DOWN_UmasM
EHI_006850A,43.69773772,-1.900746655,0.83036679,-2.289044645,0.022076759,0.999887746,7,28,18,61,105,53,8.399314816,18.97589321,28.09952933,45.24724016,123.4018284,38.06262046,0.01,UP_pEhEx_DOWN_UmasM
EHI_006860A,13874.61503,-0.093184318,0.602386861,-0.154691817,0.877064281,0.999887746,16790,13317,7116,18866,14098,17273,20146.35654,9025.070354,11108.68059,13994.0071,16568.75216,12404.82346,0.01,UP_pEhEx_DOWN_UmasM
EHI_006880A,77.53481466,-0.320818356,0.621118048,-0.516517524,0.605493003,0.999887746,35,101,62,106,64,145,41.99657408,68.44875766,96.78726768,78.62635175,75.21635253,104.1335843,0.01,UP_pEhEx_DOWN_UmasM
EHI_006885A,124.9621495,0.325259836,1.146462959,0.283707235,0.77663475,0.999887746,152,160,81,105,4,348,182.3851217,108.4336755,126.447882,77.88459372,4.701022033,249.9206022,0.01,DOWN_pEhEx_UP_UmasM
EHI_006900A,322.1076048,0.158827506,0.729894178,0.217603471,0.82773808,0.999887746,126,388,388,354,307,403,151.1876667,262.9516631,605.7009655,262.5823445,360.8034411,289.419548,0.01,DOWN_pEhEx_UP_UmasM
EHI_006910A,27.99264342,0.897079142,1.67013736,0.537128959,0.591178538,0.999887746,9,3,62,7,0,74,10.79911905,2.033131416,96.78726768,5.192306248,0,53.14403611,0.01,DOWN_pEhEx_UP_UmasM
EHI_006920A,29.17457118,0.076845483,0.663606759,0.115799729,0.907811265,0.999887746,36,41,12,47,24,31,43.19647619,27.78612935,18.73301955,34.86262766,28.2061322,22.26304215,0.01,DOWN_pEhEx_UP_UmasM
EHI_006930A,198.4423516,0.404391188,0.845798911,0.478117414,0.632566639,0.999887746,153,109,270,176,97,372,183.5850238,73.87044143,421.4929399,130.5494142,113.9997843,267.1565059,0.01,DOWN_pEhEx_UP_UmasM
EHI_006940A,279.9441022,0.05826555,0.97661933,0.059660451,0.952426071,0.999887746,50,262,397,204,186,630,59.99510583,177.5601436,619.7507301,151.3186392,218.5975245,452.4424696,0.01,DOWN_pEhEx_UP_UmasM
EHI_006960A,18.1097728,-0.623280533,0.773400628,-0.805896078,0.420302773,0.999887746,4,26,13,25,22,30,4.799608466,17.62047227,20.29410451,18.54395089,25.85562118,21.5448795,0.01,UP_pEhEx_DOWN_UmasM
EHI_006970A,9.699161554,-0.648405692,0.789391817,-0.821399054,0.411419002,0.999887746,3,14,6,15,13,13,3.59970635,9.487946606,9.366509775,11.12637053,15.27832161,9.336114452,0.01,UP_pEhEx_DOWN_UmasM
EHI_006980A,4318.200503,-0.514423147,0.788798521,-0.652160384,0.514297713,0.999887746,3698,6967,967,7208,6544,3068,4437.238027,4721.608857,1509.569159,5346.591919,7690.872046,2203.323011,0.01,UP_pEhEx_DOWN_UmasM
EHI_007000A,174.2091046,0.240398884,0.674945356,0.356175329,0.721709267,0.999887746,252,207,79,262,152,148,302.3753334,140.2860677,123.325712,194.3406053,178.6388373,106.2880722,0.01,DOWN_pEhEx_UP_UmasM
EHI_007020A,15.51253154,-0.046465495,0.844584276,-0.055015818,0.956125862,0.999887746,16,25,6,32,16,7,19.19843386,16.9427618,9.366509775,23.73625713,18.80408813,5.027138551,0.01,UP_pEhEx_DOWN_UmasM
EHI_007030A,82.10444008,-0.342701649,0.537746729,-0.637291927,0.523934709,0.999887746,67,96,46,140,83,103,80.39344181,65.0602053,71.80990828,103.846125,97.54620719,73.97075296,0.01,UP_pEhEx_DOWN_UmasM
EHI_007140A,22.00583058,-0.969285025,1.289460215,-0.75169828,0.452232525,0.999887746,9,49,0,45,41,9,10.79911905,33.20781312,0,33.37911159,48.18547584,6.463463851,0.01,UP_pEhEx_DOWN_UmasM
EHI_007150A,121.8514725,0.125368342,1.322019668,0.09483092,0.924449127,0.999887746,208,185,4,225,149,11,249.5796402,125.3764373,6.24433985,166.895558,175.1130707,7.899789151,0.01,DOWN_pEhEx_UP_UmasM
EHI_007260A,24.68150053,0.789103286,1.070714435,0.736987622,0.461129877,0.999887746,6,113,6,18,25,17,7.199412699,76.58128332,9.366509775,13.35164464,29.38138771,12.20876505,0.01,DOWN_pEhEx_UP_UmasM
EHI_007270A,14.42641636,-0.269065483,0.799120077,-0.336702194,0.73634141,0.999887746,12,29,3,29,12,17,14.3988254,19.65360368,4.683254888,21.51098303,14.1030661,12.20876505,0.01,UP_pEhEx_DOWN_UmasM
EHI_007310A,48.72622939,-0.034033013,0.602054142,-0.05652816,0.954921063,0.999887746,49,55,31,67,53,50,58.79520371,37.27407595,48.39363384,49.69778837,62.28854194,35.90813251,0.01,UP_pEhEx_DOWN_UmasM
EHI_007320A,29.50754199,-0.191789259,1.225111459,-0.156548416,0.875600759,0.999887746,21,77,3,38,55,3,25.19794445,52.18370633,4.683254888,28.18680535,64.63905296,2.15448795,0.01,UP_pEhEx_DOWN_UmasM
EHI_007330A,1229.733095,-0.332852719,1.000635114,-0.332641454,0.739404948,0.999887746,1498,1896,117,2182,1769,579,1797.453371,1284.939055,182.6469406,1618.516033,2079.026994,415.8161744,0.01,UP_pEhEx_DOWN_UmasM
EHI_007340A,19.93226291,0.291792969,0.853533064,0.34186487,0.732452589,0.999887746,11,14,28,16,15,33,13.19892328,9.487946606,43.71037895,11.86812857,17.62883262,23.69936745,0.01,DOWN_pEhEx_UP_UmasM
EHI_007350A,5695.40858,0.195004158,0.712532192,0.273677682,0.784332331,0.999887746,9191,4870,2505,7372,4974,6432,11028.30035,3300.449998,3910.517831,5468.240237,5845.720898,4619.222166,0.01,DOWN_pEhEx_UP_UmasM
EHI_007360A,157.7796303,0.194477795,0.995719388,0.195313858,0.845147249,0.999887746,258,256,14,277,143,95,309.5747461,173.4938808,21.85518948,205.4669758,168.0615377,68.22545176,0.01,DOWN_pEhEx_UP_UmasM
EHI_007460A,92.2256718,-0.004991059,0.765879129,-0.006516771,0.994800406,0.999887746,61,202,42,178,94,49,73.19402911,136.8975153,65.56556843,132.0329303,110.4740178,35.18996986,0.01,UP_pEhEx_DOWN_UmasM
EHI_007480A,128.4808295,-0.104133339,1.131914042,-0.091997568,0.926699972,0.999887746,165,221,15,241,177,18,197.9838492,149.7740143,23.41627444,178.7636865,208.020225,12.9269277,0.01,UP_pEhEx_DOWN_UmasM
EHI_007490A,22.39472583,-0.152927201,0.78436905,-0.194968429,0.845417664,0.999887746,14,54,6,27,28,26,16.79862963,36.59636548,9.366509775,20.02746696,32.90715423,18.6722289,0.01,UP_pEhEx_DOWN_UmasM
EHI_007500A,145.2001649,0.186426568,0.519632911,0.358765897,0.719770226,0.999887746,142,187,107,198,101,197,170.3861005,126.7318582,167.036091,146.868091,118.7008063,141.4780421,0.01,DOWN_pEhEx_UP_UmasM
EHI_007510A,20121.26085,0.630792741,1.254547678,0.502804917,0.615101436,0.999887746,43692,27648,1403,37214,15620,1967,52426.12327,18737.33913,2190.202202,27603.78353,18357.49104,1412.625933,0.01,DOWN_pEhEx_UP_UmasM
EHI_007620A,4993.364723,0.691301421,1.210217295,0.571220907,0.567849908,0.999887746,11192,6545,408,8869,3753,653,13429.30449,4435.615038,636.9226647,6578.652016,4410.733923,468.9602105,0.01,DOWN_pEhEx_UP_UmasM
EHI_007630A,116.3525815,0.746397776,0.765431239,0.975133673,0.329493957,0.999887746,209,149,55,188,48,90,250.7795423,100.9788603,85.85967294,139.4505107,56.4122644,64.63463851,0.01,DOWN_pEhEx_UP_UmasM
EHI_007640A,21.31287253,0.41795392,1.118005568,0.373838854,0.708524211,0.999887746,40,25,5,15,35,4,47.99608466,16.9427618,7.805424813,11.12637053,41.13394279,2.872650601,0.01,DOWN_pEhEx_UP_UmasM
EHI_007760A,16.53183931,0.318108334,1.079335581,0.29472607,0.768203146,0.999887746,8,8,26,7,7,42,9.599216932,5.421683775,40.58820903,5.192306248,8.226788558,30.16283131,0.01,DOWN_pEhEx_UP_UmasM
EHI_007770A,623.8716929,0.152804958,0.643538066,0.237445096,0.812311508,0.999887746,859,657,317,1032,451,664,1030.715918,445.25578,494.8639331,765.4942926,530.0402343,476.8599997,0.01,DOWN_pEhEx_UP_UmasM
EHI_007920A,74.2063484,0.136998718,0.77295391,0.177240474,0.859319505,0.999887746,30,80,92,83,45,135,35.9970635,54.21683775,143.6198166,61.56591694,52.88649787,96.95195777,0.01,DOWN_pEhEx_UP_UmasM
EHI_007930A,183.0256538,-0.134248932,0.750148071,-0.178963244,0.857966563,0.999887746,49,292,171,201,186,288,58.79520371,197.8914578,266.9455286,149.0933651,218.5975245,206.8308432,0.01,UP_pEhEx_DOWN_UmasM
EHI_007940A,634.2921849,-0.012370242,0.783072537,-0.015797058,0.987396295,0.999887746,173,813,728,884,634,710,207.5830662,550.9786136,1136.469853,655.7141033,745.1119923,509.8954816,0.01,UP_pEhEx_DOWN_UmasM
EHI_007950A,8.05563932,0.124020828,0.768524438,0.161375256,0.871797854,0.999887746,9,12,4,13,6,9,10.79911905,8.132525662,6.24433985,9.642854461,7.05153305,6.463463851,0.01,DOWN_pEhEx_UP_UmasM
EHI_007970A,37.64735967,-0.555053274,0.633155152,-0.876646541,0.380678652,0.999887746,20,49,22,43,34,87,23.99804233,33.20781312,34.34386918,31.89559552,39.95868728,62.48015056,0.01,UP_pEhEx_DOWN_UmasM
EHI_007980A,18.00195564,-0.413274411,1.031354594,-0.400710302,0.688633425,0.999887746,17,35,1,13,32,21,20.39833598,23.71986651,1.561084963,9.642854461,37.60817627,15.08141565,0.01,UP_pEhEx_DOWN_UmasM
EHI_007990A,57.66968647,-0.040642128,0.623682156,-0.065164808,0.948042781,0.999887746,68,69,27,92,54,61,81.59334392,46.76202256,42.14929399,68.24173926,63.46379745,43.80792166,0.01,UP_pEhEx_DOWN_UmasM
EHI_008000A,8.12269256,0.280980612,0.970409577,0.289548474,0.772161691,0.999887746,11,15,2,16,7,3,13.19892328,10.16565708,3.122169925,11.86812857,8.226788558,2.15448795,0.01,DOWN_pEhEx_UP_UmasM
EHI_008010A,18295.28728,0.44694116,0.724023029,0.61730241,0.537035278,0.999887746,18552,12131,21036,18777,10769,27663,22260.58407,8221.305734,32838.98327,13927.99063,12656.32657,19866.53339,0.01,DOWN_pEhEx_UP_UmasM
EHI_008020A,9.421632326,0.425610028,1.077442406,0.39501882,0.692828999,0.999887746,15,16,2,9,14,2,17.99853175,10.84336755,3.122169925,6.675822319,16.45357712,1.4363253,0.01,DOWN_pEhEx_UP_UmasM
