baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CDC5_1,CDC5_2,CDC5_3,pEhEx_1,pEhEx_2,pEhEx_3,CDC5_1.1,CDC5_2.1,CDC5_3.1,pEhEx_1.1,pEhEx_2.1,pEhEx_3.1,Certeza,DE,
EHI_166870A,76.81440934,0.134635222,0.86490327,0.155665063,0.876297037,0.973749792,70,81,66,126,106,15,99.639988,94.88024303,46.63979053,90.72516177,118.4862668,10.51500588,2.63,DOWN_pEhEx_UP_CDC5
EHI_173410A,181.402164,0.199494589,1.139917155,0.175007972,0.86107337,0.973749792,119,328,40,373,206,11,169.3879796,384.2064162,28.26653972,268.5752805,230.2657638,7.711004312,2.63,DOWN_pEhEx_UP_CDC5
EHI_177570A,41.86730037,0.097860915,0.583322875,0.167764575,0.866768492,0.973749792,29,29,77,43,34,75,41.2794236,33.96946973,54.41308896,30.96176155,38.00502898,52.5750294,2.63,DOWN_pEhEx_UP_CDC5
EHI_178020A,70.37001421,-0.111244468,0.690496532,-0.161107931,0.872008394,0.973749792,52,74,60,134,84,41,74.0182768,86.68071585,42.39980958,96.4854895,93.89477748,28.74101607,2.63,UP_pEhEx_DOWN_CDC5
EHI_178880A,177.884324,-0.097414734,0.562650557,-0.173135408,0.862544994,0.973749792,164,139,170,234,122,351,233.4422576,162.8191825,120.1327938,168.4895861,136.3709863,246.0511376,2.63,UP_pEhEx_DOWN_CDC5
EHI_178970A,302.5479176,-0.165011769,0.977580634,-0.16879607,0.86595705,0.973749792,198,477,22,502,287,395,281.8388232,558.739209,15.54659684,361.4605651,320.8071564,276.8951549,2.63,UP_pEhEx_DOWN_CDC5
EHI_181220A,39.18629091,-0.143554926,0.801605315,-0.179084299,0.85787151,0.973749792,26,50,23,72,52,19,37.0091384,58.56805125,16.25326034,51.84294958,58.12533844,13.31900745,2.63,UP_pEhEx_DOWN_CDC5
EHI_182720A,118.2978362,0.07671041,0.480802974,0.159546455,0.873238362,0.973749792,94,109,146,165,99,165,133.8022696,127.6783517,103.17287,118.8067595,110.661702,115.6650647,2.63,DOWN_pEhEx_UP_CDC5
EHI_183160A,96.60262147,0.140395986,0.915566447,0.153343306,0.878127551,0.973749792,35,54,269,125,153,22,49.819994,63.25349535,190.0924796,90.0051208,171.0226304,15.42200863,2.63,DOWN_pEhEx_UP_CDC5
EHI_183250A,622.4102516,-0.130034818,0.735235868,-0.176861363,0.859617288,0.973749792,462,814,244,1136,663,559,657.6239208,953.4878744,172.4258923,817.9665378,741.0980651,391.8592192,2.63,UP_pEhEx_DOWN_CDC5
EHI_186120A,42.0110978,-0.185749362,1.029953424,-0.180347341,0.856879892,0.973749792,15,79,6,99,41,24,21.351426,92.53752098,4.239980958,71.28405567,45.82959377,16.82400941,2.63,UP_pEhEx_DOWN_CDC5
EHI_186360A,163.168841,-0.084400318,0.483432849,-0.174585402,0.86140542,0.973749792,123,129,211,266,157,195,175.0816932,151.1055722,149.105997,191.5308971,175.4938103,136.6950764,2.63,UP_pEhEx_DOWN_CDC5
EHI_187180A,42.24346109,0.098906628,0.650251586,0.152105171,0.879103986,0.973749792,35,47,38,65,20,75,49.819994,55.05396818,26.85321273,46.80266282,22.3558994,52.5750294,2.63,DOWN_pEhEx_UP_CDC5
EHI_195020A,71.24109753,0.133812728,0.748105066,0.178868897,0.858040646,0.973749792,55,94,50,120,83,35,78.288562,110.1079364,35.33317465,86.40491597,92.77698251,24.53501372,2.63,DOWN_pEhEx_UP_CDC5
EHI_198670A,187095.507,0.102593171,0.628804873,0.163155814,0.870395755,0.973749792,128879,109417,381536,139174,137368,410240,183450.0288,128166.8093,269617.5624,100210.9815,153549.2594,287578.4008,2.63,DOWN_pEhEx_UP_CDC5
EHI_199120A,328.3899365,0.129089864,0.786704201,0.164089455,0.869660723,0.973749792,245,487,156,601,348,170,348.739958,570.4528192,110.2395049,432.7446208,388.9926496,119.1700666,2.63,DOWN_pEhEx_UP_CDC5
EHI_199590A,584.8346289,-0.129359481,0.821841956,-0.157401895,0.87492812,0.973749792,351,656,577,1115,834,140,499.6233684,768.4128324,407.7448354,802.8456775,932.241005,98.14005489,2.63,UP_pEhEx_DOWN_CDC5
EHI_016350A,113.3593045,-0.159962527,1.056379299,-0.151425276,0.879640252,0.973823956,45,153,110,152,219,7,64.054278,179.2182368,77.73298422,109.4462269,244.7970984,4.907002744,2.62,UP_pEhEx_DOWN_CDC5
EHI_119620A,41.39056599,0.139277073,0.925700012,0.150455948,0.880404903,0.973839335,28,48,48,71,57,5,39.8559952,56.2253292,33.91984766,51.12290861,63.71431329,3.50500196,2.62,DOWN_pEhEx_UP_CDC5
EHI_134780A,58.87894396,-0.158552788,1.056623735,-0.150056054,0.880720391,0.973839335,20,111,12,105,89,16,28.468568,130.0210738,8.479961915,75.60430147,99.48375233,11.21600627,2.62,UP_pEhEx_DOWN_CDC5
EHI_175070A,117.5538881,-0.111464125,0.739132235,-0.150804037,0.880130302,0.973839335,29,70,304,157,149,125,41.2794236,81.99527175,214.8257019,113.0464317,166.5514505,87.62504901,2.62,UP_pEhEx_DOWN_CDC5
EHI_008390A,86.16252075,0.130253133,0.881839879,0.147706104,0.882574714,0.973845795,57,144,29,155,97,38,81.1354188,168.6759876,20.4932413,111.6063498,108.4261121,26.6380149,2.62,DOWN_pEhEx_UP_CDC5
EHI_009900A,40.29292714,-0.11462627,0.787654085,-0.145528694,0.884293462,0.973845795,30,42,35,57,10,104,42.702852,49.19716305,24.73322225,41.04233508,11.1779497,72.90404077,2.62,UP_pEhEx_DOWN_CDC5
EHI_013180A,51.22536439,-0.132131794,0.889603176,-0.148528914,0.881925369,0.973845795,43,55,30,115,62,12,61.2074212,64.42485638,21.19990479,82.80471114,69.30328814,8.412004705,2.62,UP_pEhEx_DOWN_CDC5
EHI_024220A,57.51101356,-0.117064662,0.807314966,-0.145004945,0.884706967,0.973845795,38,65,50,120,72,18,54.0902792,76.13846663,35.33317465,86.40491597,80.48123784,12.61800706,2.62,UP_pEhEx_DOWN_CDC5
EHI_058470.mRNA,290.3264383,-0.06880598,0.466789161,-0.147402694,0.88281418,0.973845795,202,238,402,489,228,406,287.5325368,278.783924,284.0787242,352.1000326,254.8572532,284.6061592,2.62,UP_pEhEx_DOWN_CDC5
EHI_067520A,2946.839547,-0.103969751,0.714780587,-0.145456875,0.884350162,0.973845795,924,1358,7946,3611,3562,3678,1315.247842,1590.708272,5615.148115,2600.06793,3981.585683,2578.279442,2.62,UP_pEhEx_DOWN_CDC5
EHI_135100A,387.9122532,-0.089104816,0.600428109,-0.148402139,0.882025412,0.973845795,249,256,670,362,260,925,354.4336716,299.8684224,473.4645403,260.6548298,290.6266922,648.4253626,2.62,UP_pEhEx_DOWN_CDC5
EHI_159490A,68.91933065,0.123966512,0.857040371,0.144644892,0.884991251,0.973845795,66,53,85,48,14,210,93.9462744,62.08213433,60.0663969,34.56196639,15.64912958,147.2100823,2.62,DOWN_pEhEx_UP_CDC5
EHI_175480A,233.8332697,-0.090344238,0.62270731,-0.145082989,0.884645349,0.973845795,204,252,134,370,190,348,290.3793936,295.1829783,94.69290805,266.4151576,212.3810443,243.9481364,2.62,UP_pEhEx_DOWN_CDC5
EHI_177650A,171.0385216,-0.080047784,0.538348935,-0.148691264,0.881797255,0.973845795,135,138,206,206,116,355,192.162834,161.6478215,145.5726795,148.3284391,129.6642165,248.8551392,2.62,UP_pEhEx_DOWN_CDC5
EHI_197490A,412.5628146,0.077806336,0.531425906,0.146410506,0.883597334,0.973845795,310,328,631,510,240,811,441.262804,384.2064162,445.904664,367.2208929,268.2707928,568.5113179,2.62,DOWN_pEhEx_UP_CDC5
EHI_198760A,26056.39755,0.104920023,0.712623824,0.147230585,0.88295002,0.973845795,20793,32217,19352,47997,28424,12833,29597.34672,37737.73814,13675.35192,34559.80626,31772.20423,8995.938031,2.62,DOWN_pEhEx_UP_CDC5
EHI_082550A,381.1995774,0.065799336,0.459761204,0.14311633,0.886198309,0.974782563,272,310,593,491,384,478,387.1725248,363.1219178,419.0514513,353.5401145,429.2332685,335.0781874,2.52,DOWN_pEhEx_UP_CDC5
EHI_146530A,2013.065295,-0.079060368,0.554233718,-0.142648065,0.886568135,0.97479803,1492,1306,3142,2099,1416,4437,2123.755173,1529.797499,2220.336695,1511.365988,1582.797678,3110.33874,2.52,UP_pEhEx_DOWN_CDC5
EHI_005940A,62.40495496,-0.107980619,0.775628021,-0.139217016,0.889278662,0.9763045,40,90,26,137,38,75,56.937136,105.4224923,18.37325082,98.6456124,42.47620886,52.5750294,2.37,UP_pEhEx_DOWN_CDC5
EHI_040420A,1062.85819,-0.118543663,0.844460634,-0.140377962,0.888361369,0.9763045,734,1537,301,1932,1333,625,1044.796446,1800.381896,212.7057114,1391.119147,1490.020695,438.125245,2.37,UP_pEhEx_DOWN_CDC5
EHI_050280A,10592.13005,-0.093694335,0.673528726,-0.139109634,0.889363515,0.9763045,9885,11490,4551,14762,9391,16663,14070.58973,13458.93818,3216.025556,10629.24475,10497.21256,11680.76953,2.37,UP_pEhEx_DOWN_CDC5
EHI_079840A,67.62974219,0.07469499,0.534984168,0.139620936,0.888959498,0.9763045,42,49,128,96,64,82,59.7839928,57.39669023,90.4529271,69.12393277,71.53887808,57.48203215,2.37,DOWN_pEhEx_UP_CDC5
EHI_030800A,72702.11624,0.111824474,0.807938758,0.138407117,0.889918673,0.976522693,39266,29229,193054,39539,39924,194810,55892.33956,34237.7114,136424.214,28469.69977,44626.84638,136561.8864,2.35,DOWN_pEhEx_UP_CDC5
EHI_137890A,258.3015759,-0.090042876,0.653731556,-0.137736774,0.890448455,0.976712877,124,110,629,338,296,322,176.5051216,128.8497128,444.4913371,243.3738466,330.8673111,225.7221262,2.33,UP_pEhEx_DOWN_CDC5
EHI_020080A,647.6162017,-0.104590174,0.765672062,-0.136599178,0.891347627,0.976916999,261,246,1715,1073,841,430,371.5148124,288.1548122,1211.92789,772.6039569,940.0655698,301.4301686,2.31,UP_pEhEx_DOWN_CDC5
EHI_134640A,823.004562,0.069208144,0.505444357,0.136925348,0.891089803,0.976916999,696,711,998,991,565,1518,990.7061664,832.8376888,705.250166,713.5605977,631.5541581,1064.118595,2.31,DOWN_pEhEx_UP_CDC5
EHI_023470A,404.4023805,-0.114806787,0.878161246,-0.130735429,0.895984605,0.97744985,334,551,63,741,405,392,475.4250856,645.4199248,44.51980006,533.5503561,452.7069629,274.7921537,2.26,UP_pEhEx_DOWN_CDC5
EHI_047810A,625.6088296,0.116186274,0.893905477,0.129976017,0.896585401,0.97744985,512,935,182,1316,613,240,728.7953408,1095.222558,128.6127557,947.5739118,685.2083166,168.2400941,2.26,DOWN_pEhEx_UP_CDC5
EHI_054140A,106.5576735,-0.066137246,0.498108652,-0.132776746,0.894369945,0.97744985,78,98,123,176,86,148,111.0274152,114.7933805,86.91960963,126.7272101,96.13036742,103.748058,2.26,UP_pEhEx_DOWN_CDC5
EHI_067880A,84.56396436,0.076749061,0.583639457,0.131500809,0.895379146,0.97744985,36,67,184,113,76,116,51.2434224,78.48118868,130.0260827,81.3646292,84.95241772,81.31604548,2.26,DOWN_pEhEx_UP_CDC5
EHI_083620A,426.2722631,0.136051394,1.045828338,0.130089604,0.896495535,0.97744985,291,664,208,569,703,33,414.2176644,777.7837206,146.9860065,409.7033099,785.8098639,23.13301294,2.26,DOWN_pEhEx_UP_CDC5
EHI_092430A,8606.700324,-0.096843402,0.740669047,-0.130751248,0.89597209,0.97744985,2451,4002,23740,11807,10693,8892,3488.823008,4687.786822,16776.19132,8501.52369,11952.58161,6233.295486,2.26,UP_pEhEx_DOWN_CDC5
EHI_099780A,93.13110537,-0.120414932,0.899318413,-0.133895771,0.893484995,0.97744985,45,86,145,112,178,17,64.054278,100.7370482,102.4662065,80.64458824,198.9675047,11.91700666,2.26,UP_pEhEx_DOWN_CDC5
EHI_117940A,59.26655975,-0.068746157,0.523790274,-0.131247487,0.895579532,0.97744985,46,54,64,81,52,93,65.4777064,63.25349535,45.22646355,58.32331828,58.12533844,65.19303646,2.26,UP_pEhEx_DOWN_CDC5
EHI_146150A,105.2563884,-0.117751031,0.876150367,-0.134395915,0.893089511,0.97744985,102,126,15,157,99,149,145.1896968,147.5914892,10.59995239,113.0464317,110.661702,104.4490584,2.26,UP_pEhEx_DOWN_CDC5
EHI_151260A,93.29446331,-0.090140059,0.684922444,-0.131606228,0.895295759,0.97744985,58,89,119,167,122,46,82.5588472,104.2511312,84.09295566,120.2468414,136.3709863,32.24601803,2.26,UP_pEhEx_DOWN_CDC5
EHI_169100A,18690.76121,-0.078296532,0.603817048,-0.129669298,0.896828074,0.97744985,13517,13115,28229,17726,11010,46395,19240.48168,15362.39984,19948.40374,12763.44617,12306.92262,32522.91319,2.26,UP_pEhEx_DOWN_CDC5
EHI_178570A,138.6734486,0.119500512,0.904860719,0.13206509,0.894932808,0.97744985,119,194,52,245,175,38,169.3879796,227.2440389,36.74650163,176.4100368,195.6141198,26.6380149,2.26,DOWN_pEhEx_UP_CDC5
EHI_184560A,176.1028554,0.095246597,0.706105604,0.134890017,0.892698832,0.97744985,152,237,74,259,148,226,216.3611168,277.6125629,52.29309848,186.4906103,165.4336556,158.4260886,2.26,DOWN_pEhEx_UP_CDC5
EHI_187080A,74.37064487,0.131619509,0.986969126,0.133357271,0.893910836,0.97744985,55,124,14,134,89,24,78.288562,145.2487671,9.893288901,96.4854895,99.48375233,16.82400941,2.26,DOWN_pEhEx_UP_CDC5
EHI_152780A,153.9614848,0.116323107,0.900893547,0.129119703,0.897262932,0.977534963,83,71,395,103,33,474,118.1445572,83.16663278,279.1320797,74.16421954,36.88723401,332.2741858,2.25,DOWN_pEhEx_UP_CDC5
EHI_134800A,68.02264025,0.088865596,0.692686839,0.128291157,0.897918563,0.977860438,56,81,51,129,66,44,79.7119904,94.88024303,36.03983814,92.88528466,73.77446802,30.84401725,2.21,DOWN_pEhEx_UP_CDC5
EHI_028880A,547.6782866,-0.07771079,0.612649549,-0.126843789,0.899064037,0.978281829,272,398,1054,1057,572,410,387.1725248,466.201688,744.8233216,761.0833015,639.3787228,287.4101607,2.17,UP_pEhEx_DOWN_CDC5
EHI_178080A,587.5266331,0.065937246,0.521453796,0.126448875,0.899376616,0.978281829,486,594,588,836,612,622,691.7862024,695.7884489,415.5181338,601.9542479,684.0905216,436.0222439,2.17,DOWN_pEhEx_UP_CDC5
EHI_201250A,2534.749267,0.077417693,0.608599443,0.127206316,0.898777106,0.978281829,2080,2437,2820,3759,3175,1633,2960.731072,2854.606818,1992.79105,2706.633993,3548.99903,1144.73364,2.17,DOWN_pEhEx_UP_CDC5
EHI_065870A,54.28630734,0.086881519,0.694273111,0.125140262,0.90041251,0.979019951,38,35,103,55,23,132,54.0902792,40.99763588,72.78633977,39.60225315,25.70928431,92.53205175,2.1,DOWN_pEhEx_UP_CDC5
EHI_113980A,89.83946254,0.068330383,0.550390939,0.124148816,0.901197448,0.979484731,49,65,183,105,90,125,69.7479916,76.13846663,129.3194192,75.60430147,100.6015473,87.62504901,2.05,DOWN_pEhEx_UP_CDC5
EHI_024630A,114.0171515,0.05869562,0.481613912,0.121872767,0.902999783,0.980277102,86,89,173,137,105,170,122.4148424,104.2511312,122.2527843,98.6456124,117.3684719,119.1700666,1.97,DOWN_pEhEx_UP_CDC5
EHI_050940A,2125.454426,0.08655783,0.709824822,0.121942523,0.902944538,0.980277102,1554,2848,1443,3836,2309,1201,2212.007734,3336.036199,1019.71542,2762.077147,2580.988586,841.9014708,1.97,DOWN_pEhEx_UP_CDC5
EHI_101280A,246.7801588,0.128001419,1.042864842,0.12274018,0.902312845,0.980277102,181,421,32,573,221,68,257.6405404,493.1429916,22.61323177,412.5834737,247.0326884,47.66802666,1.97,DOWN_pEhEx_UP_CDC5
EHI_065820A,471.5182995,0.074641499,0.61482055,0.121403716,0.903371274,0.980291996,398,332,702,428,260,1111,566.5245032,388.8918603,496.077772,308.1775336,290.6266922,778.8114356,1.97,DOWN_pEhEx_UP_CDC5
EHI_174940A,49.48871855,0.107806055,0.893791875,0.120616508,0.903994793,0.980580258,27,69,49,89,65,9,38.4325668,80.82391073,34.62651115,64.08364601,72.65667305,6.309003528,1.94,DOWN_pEhEx_UP_CDC5
EHI_038620A,7586.870332,-0.080427596,0.695347509,-0.115665326,0.907917788,0.980952184,2879,3266,20097,8123,6911,14011,4098.050364,3825.665108,14201.81622,5848.89277,7725.081038,9821.716493,1.9,UP_pEhEx_DOWN_CDC5
EHI_050810A,45.10839146,0.104447171,0.901758335,0.115826122,0.907790348,0.980952184,28,78,13,83,48,24,39.8559952,91.36615995,9.186625408,59.76340021,53.65415856,16.82400941,1.9,DOWN_pEhEx_UP_CDC5
EHI_100480A,499.2994545,0.055421603,0.478099522,0.115920641,0.907715437,0.980952184,390,446,636,570,405,864,555.137076,522.4270172,449.4379815,410.4233508,452.7069629,605.6643387,1.9,DOWN_pEhEx_UP_CDC5
EHI_114340A,480.7205943,0.086348661,0.729210955,0.118413828,0.905739769,0.980952184,421,647,182,737,461,503,599.2633564,757.8705832,128.6127557,530.6701922,515.3034812,352.6031972,1.9,DOWN_pEhEx_UP_CDC5
EHI_124610A,68.13359591,-0.070421074,0.605333098,-0.116334419,0.907387509,0.980952184,34,41,145,123,54,87,48.3965656,48.02580203,102.4662065,88.56503887,60.36092838,60.98703411,1.9,UP_pEhEx_DOWN_CDC5
EHI_131980A,140.2303585,0.084220442,0.71952725,0.11704969,0.906820677,0.980952184,114,196,59,225,97,196,162.2708376,229.5867609,41.69314608,162.0092174,108.4261121,137.3960768,1.9,DOWN_pEhEx_UP_CDC5
EHI_146500A,53.50262205,-0.100350559,0.856881544,-0.117111355,0.906771811,0.980952184,37,76,19,97,69,27,52.6668508,89.0234379,13.42660637,69.84397374,77.12785293,18.92701059,1.9,UP_pEhEx_DOWN_CDC5
EHI_154280A,214.9807883,-0.059150892,0.507378365,-0.116581423,0.907191759,0.980952184,153,170,304,218,195,404,217.7845452,199.1313743,214.8257019,156.9689307,217.9700192,283.2041584,1.9,UP_pEhEx_DOWN_CDC5
EHI_186730A,185.4070196,-0.074361611,0.626054375,-0.118778198,0.905451082,0.980952184,80,98,442,236,193,265,113.874272,114.7933805,312.3452639,169.9296681,215.7344292,185.7651039,1.9,UP_pEhEx_DOWN_CDC5
EHI_189290A,43.7311801,0.109432029,0.923976871,0.118435897,0.905722284,0.980952184,44,57,10,84,46,20,62.6308496,66.76757843,7.066634929,60.48344118,51.41856862,14.02000784,1.9,DOWN_pEhEx_UP_CDC5
EHI_027370A,60.34142105,0.088397176,0.783800689,0.112780172,0.910204839,0.981824345,22,21,184,69,46,107,31.3154248,24.59858153,130.0260827,49.68282668,51.41856862,75.00704195,1.82,DOWN_pEhEx_UP_CDC5
EHI_080260A,3843.777355,0.067029806,0.589439847,0.113717805,0.909461498,0.981824345,2159,2257,8606,3520,3665,6609,3073.181916,2643.761834,6081.54602,2534.544202,4096.718565,4632.911591,1.82,DOWN_pEhEx_UP_CDC5
EHI_081320A,11546.01631,-0.058028086,0.518838839,-0.111842218,0.910948513,0.981824345,8557,8232,17149,10827,10557,22451,12180.27682,9642.643958,12118.57224,7795.883543,11800.5615,15738.1598,1.82,UP_pEhEx_DOWN_CDC5
EHI_096450A,606.8529896,-0.051694458,0.465585233,-0.111031138,0.911591655,0.981824345,488,509,704,781,548,967,694.6330592,596.2227618,497.491099,562.3519948,612.5516436,677.8673791,1.82,UP_pEhEx_DOWN_CDC5
EHI_101240A,387.3691152,0.089513303,0.80397769,0.111338043,0.911348289,0.981824345,230,479,438,709,490,97,327.388532,561.081931,309.5186099,510.5090452,547.7195353,67.99703803,1.82,DOWN_pEhEx_UP_CDC5
EHI_181140A,425.7792618,0.076597817,0.687747512,0.11137491,0.911319055,0.981824345,360,503,297,782,446,259,512.434224,589.1945956,209.8790574,563.0720357,498.5365566,181.5591015,1.82,DOWN_pEhEx_UP_CDC5
EHI_183150A,40.90727166,-0.101924136,0.902814674,-0.112895968,0.910113033,0.981824345,26,65,8,89,29,43,37.0091384,76.13846663,5.653307944,64.08364601,32.41605413,30.14301686,1.82,UP_pEhEx_DOWN_CDC5
EHI_184680A,99.93669128,-0.063209886,0.569216984,-0.111047084,0.91157901,0.981824345,71,58,175,109,126,125,101.0634164,67.93893945,123.6661113,78.48446534,140.8421662,87.62504901,1.82,UP_pEhEx_DOWN_CDC5
EHI_095030A,165.0448452,0.07972572,0.725235811,0.109930754,0.912464292,0.982378059,165,197,62,251,128,224,234.865686,230.7581219,43.81313656,180.7302826,143.0777562,157.0240878,1.76,DOWN_pEhEx_UP_CDC5
EHI_091070A,174.6510681,-0.055974198,0.520385181,-0.107563014,0.914342337,0.984013356,155,142,180,198,180,271,220.631402,166.3332656,127.1994287,142.5681113,201.2030946,189.9711062,1.6,UP_pEhEx_DOWN_CDC5
EHI_103600A,85.58575852,0.077961872,0.734746115,0.106107226,0.915497278,0.98486947,73,109,46,170,76,60,103.9102732,127.6783517,32.50652068,122.4069643,84.95241772,42.06002352,1.51,DOWN_pEhEx_UP_CDC5
EHI_004830A,183.1026215,0.046989544,0.482241625,0.097439835,0.922377112,0.985007292,122,149,297,212,157,303,173.6582648,174.5327927,209.8790574,152.6486849,175.4938103,212.4031188,1.5,DOWN_pEhEx_UP_CDC5
EHI_015380A,1404.945223,-0.064385431,0.644838689,-0.099847344,0.92046552,0.985007292,948,1717,1076,2604,1525,1040,1349.410123,2011.22688,760.3699184,1874.986676,1704.637329,729.0404077,1.5,UP_pEhEx_DOWN_CDC5
EHI_020250A,48.67391691,-0.058545049,0.571850346,-0.10237827,0.918456431,0.985007292,39,42,55,65,32,94,55.5137076,49.19716305,38.86649211,46.80266282,35.76943904,65.89403685,1.5,UP_pEhEx_DOWN_CDC5
EHI_036560A,133.1382668,-0.078657493,0.839261879,-0.093722228,0.925329813,0.985007292,29,43,419,225,125,156,41.2794236,50.36852408,296.0920035,162.0092174,139.7243713,109.3560612,1.5,UP_pEhEx_DOWN_CDC5
EHI_045290A,226.0435043,0.050067093,0.481181936,0.104050234,0.917129484,0.985007292,178,209,272,316,167,359,253.3702552,244.8144542,192.2124701,227.5329454,186.67176,251.6591407,1.5,DOWN_pEhEx_UP_CDC5
EHI_050130A,1274.925043,-0.072147012,0.7554453,-0.095502628,0.923915603,0.985007292,389,513,3642,1199,1356,2200,553.7136476,600.9082059,2573.668441,863.3291187,1515.729979,1542.200863,1.5,UP_pEhEx_DOWN_CDC5
EHI_053060A,252.04351,0.063141424,0.670225643,0.094209203,0.924942974,0.985007292,182,290,246,394,322,137,259.0639688,339.6946973,173.8392193,283.6961408,359.9299803,96.03705371,1.5,DOWN_pEhEx_UP_CDC5
EHI_056650A,70.6788022,0.063862161,0.619556363,0.103077242,0.917901667,0.985007292,61,77,57,134,51,76,86.8291324,90.19479893,40.2798191,96.4854895,57.00754347,53.2760298,1.5,DOWN_pEhEx_UP_CDC5
EHI_071590A,1860.747069,0.060644808,0.629730483,0.096302798,0.923280089,0.985007292,1256,1988,2240,3263,2125,1056,1787.82607,2328.665718,1582.926224,2349.493673,2375.314311,740.256414,1.5,DOWN_pEhEx_UP_CDC5
EHI_083250A,12042.06979,-0.056197268,0.574918717,-0.097748198,0.922132243,0.985007292,10049,12694,8844,15949,13827,14108,14304.03199,14869.25685,6249.731932,11483.93337,15455.75105,9889.713531,1.5,UP_pEhEx_DOWN_CDC5
EHI_085840A,118.9536995,0.051723577,0.508341197,0.101749724,0.918955333,0.985007292,96,95,163,157,131,130,136.6491264,111.2792974,115.1861493,113.0464317,146.4311411,91.13005097,1.5,DOWN_pEhEx_UP_CDC5
EHI_095180A,682.2051305,-0.058112564,0.599218432,-0.096980601,0.9227418,0.985007292,373,428,1376,1111,801,561,530.9387932,501.3425187,972.3689663,799.9655137,895.353771,393.2612199,1.5,UP_pEhEx_DOWN_CDC5
EHI_096470A,38.98710401,-0.085494225,0.878601208,-0.097307202,0.922482437,0.985007292,21,17,90,29,12,123,29.8919964,19.91313743,63.59971436,20.88118803,13.41353964,86.22304822,1.5,UP_pEhEx_DOWN_CDC5
EHI_098230A,44.70489137,0.067351141,0.678161138,0.099314362,0.920888675,0.985007292,27,28,93,32,36,97,38.4325668,32.7981087,65.71970484,23.04131092,40.24061892,67.99703803,1.5,DOWN_pEhEx_UP_CDC5
EHI_110190A,49.12500311,0.057338993,0.561006393,0.102207379,0.918592071,0.985007292,28,42,86,74,50,51,39.8559952,49.19716305,60.77306039,53.28303151,55.8897485,35.75101999,1.5,DOWN_pEhEx_UP_CDC5
EHI_121880A,351.6681073,-0.053069534,0.527504472,-0.100604899,0.919864107,0.985007292,319,305,318,458,371,470,454.0736596,357.2651126,224.7189908,329.7787626,414.7019339,329.4701843,1.5,UP_pEhEx_DOWN_CDC5
EHI_129000A,1049.992762,-0.066571488,0.669878834,-0.099378402,0.92083783,0.985007292,652,1028,1337,1817,1393,510,928.0753168,1204.159134,944.8090901,1308.314436,1557.088393,357.5101999,1.5,UP_pEhEx_DOWN_CDC5
EHI_131940A,8334.593345,0.07121598,0.751019566,0.094825732,0.924453248,0.985007292,2639,3300,25469,9329,7855,12682,3756.427548,3865.491383,17998.0125,6717.262175,8780.279489,8890.086972,1.5,DOWN_pEhEx_UP_CDC5
EHI_135770A,41.5045142,0.092533183,0.880761766,0.1050604,0.916327882,0.985007292,25,19,100,43,8,115,35.58571,22.25585948,70.66634929,30.96176155,8.94235976,80.61504509,1.5,DOWN_pEhEx_UP_CDC5
EHI_141990A,59.93951233,-0.078227873,0.769396521,-0.101674327,0.919015181,0.985007292,25,30,147,56,31,157,35.58571,35.14083075,103.8795335,40.32229412,34.65164407,110.0570616,1.5,UP_pEhEx_DOWN_CDC5
EHI_148050A,248.5928631,-0.054712436,0.56662959,-0.096557675,0.92307767,0.985007292,196,268,197,420,232,282,278.9919664,313.9247547,139.2127081,302.4172059,259.328433,197.6821106,1.5,UP_pEhEx_DOWN_CDC5
EHI_151580A,80.83396872,0.059740386,0.634094238,0.094213735,0.924939375,0.985007292,70,96,51,127,63,107,99.639988,112.4506584,36.03983814,91.44520273,70.42108311,75.00704195,1.5,DOWN_pEhEx_UP_CDC5
EHI_155220A,229.2965645,-0.095358104,0.990246367,-0.096297353,0.923284414,0.985007292,163,318,86,479,307,32,232.0188292,372.492806,60.77306039,344.8996229,343.1630558,22.43201255,1.5,UP_pEhEx_DOWN_CDC5
EHI_169840A,450.109597,0.047032325,0.501442731,0.09379401,0.92527279,0.985007292,295,392,698,478,348,849,419.911378,459.1735218,493.2511181,344.1795819,388.9926496,595.1493328,1.5,DOWN_pEhEx_UP_CDC5
EHI_177320A,997.3125369,0.056170614,0.599345699,0.093719892,0.925331668,0.985007292,826,1119,798,1526,1102,860,1175.751858,1310.752987,563.9174674,1098.782515,1231.810057,602.8603372,1.5,DOWN_pEhEx_UP_CDC5
EHI_194540A,50931.18019,-0.074254369,0.751380851,-0.098823878,0.92127811,0.985007292,16628,20265,143569,50011,42079,105107,23668.76744,23737.63117,101454.971,36009.96877,47035.69454,73680.04821,1.5,UP_pEhEx_DOWN_CDC5
EHI_200840A,107.1328869,0.077514141,0.817906621,0.094771383,0.924496418,0.985007292,72,143,85,207,127,31,102.4868448,167.5046266,60.0663969,149.04848,141.9599612,21.73101215,1.5,DOWN_pEhEx_UP_CDC5
EHI_031330A,133.5530273,0.050258004,0.544665194,0.092273206,0.926480976,0.985082605,117,125,135,207,84,214,166.5411228,146.4201281,95.39957155,149.04848,93.89477748,150.0140839,1.49,DOWN_pEhEx_UP_CDC5
