baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CDC5_1,CDC5_2,CDC5_3,pEhEx_1,pEhEx_2,pEhEx_3,CDC5_1.1,CDC5_2.1,CDC5_3.1,pEhEx_1.1,pEhEx_2.1,pEhEx_3.1,Certeza,DE,
EHI_051710A,44063.07398,-0.609198243,0.886426486,-0.687251851,0.491924035,0.924477329,36528,41400,5941,46086,37542,120603,51994.9926,48494.34644,4198.287812,33183.80798,41964.25876,84542.75028,7.55,UP_pEhEx_DOWN_CDC5
EHI_055670A,12528.04047,0.592938528,0.800099192,0.741081273,0.458644163,0.924477329,12784,16870,10249,18004,13253,3124,18197.10867,19760.86049,7242.594139,12963.61756,14814.13674,2189.925225,7.55,DOWN_pEhEx_UP_CDC5
EHI_059910A,146.4455874,0.366804392,0.533043803,0.6881318,0.491369786,0.924477329,133,137,206,150,87,254,189.3159772,160.4764604,145.5726795,108.006145,97.24816239,178.0540996,7.55,DOWN_pEhEx_UP_CDC5
EHI_065320A,103.8592116,0.65970237,0.932656634,0.707336812,0.479357194,0.924477329,72,187,85,180,92,13,102.4868448,219.0445117,60.0663969,129.607374,102.8371372,9.113005097,7.55,DOWN_pEhEx_UP_CDC5
EHI_066760A,665.3824981,-0.514906338,0.753339057,-0.683498796,0.494291711,0.924477329,325,234,1283,609,389,2105,462.61423,274.0984799,906.6492614,438.5049485,434.8222433,1475.605825,7.55,UP_pEhEx_DOWN_CDC5
EHI_069370A,161.6907316,0.562569732,0.794956602,0.707673514,0.479148029,0.924477329,66,56,592,220,112,155,93.9462744,65.5962174,418.3447878,158.4090126,125.1930366,108.6550608,7.55,DOWN_pEhEx_UP_CDC5
EHI_069450A,13374.78528,-0.597403112,0.853258917,-0.700142829,0.483838111,0.924477329,9249,14957,1767,22082,14605,22952,13165.28927,17520.04685,1248.674392,15899.94462,16325.39554,16089.361,7.55,UP_pEhEx_DOWN_CDC5
EHI_075990A,137.9005785,0.419285581,0.566335609,0.740348256,0.459088707,0.924477329,119,117,236,211,122,94,169.3879796,137.0492399,166.7725843,151.9286439,136.3709863,65.89403685,7.55,DOWN_pEhEx_UP_CDC5
EHI_080890A,249.8442615,-0.544387409,0.761949151,-0.71446685,0.474938548,0.924477329,226,206,67,337,361,346,321.6948184,241.3003712,47.34645403,242.6538057,403.5239842,242.5461356,7.55,UP_pEhEx_DOWN_CDC5
EHI_081380A,77.22199849,0.755180289,1.032866783,0.731149749,0.46468769,0.924477329,72,135,43,132,66,5,102.4868448,158.1337384,30.3865302,95.04540756,73.77446802,3.50500196,7.55,DOWN_pEhEx_UP_CDC5
EHI_082080A,45.84043396,-0.531301584,0.73145231,-0.72636531,0.467614852,0.924477329,32,46,19,78,66,46,45.5497088,53.88260715,13.42660637,56.16319538,73.77446802,32.24601803,7.55,UP_pEhEx_DOWN_CDC5
EHI_083270A,2396.936278,-0.664258273,0.948874014,-0.700048967,0.483896725,0.924477329,353,586,6190,5365,3660,1233,502.4702252,686.4175607,4374.247021,3863.019785,4091.12959,864.3334834,7.55,UP_pEhEx_DOWN_CDC5
EHI_083410A,2396.936278,-0.664258273,0.948874014,-0.700048967,0.483896725,0.924477329,353,586,6190,5365,3660,1233,502.4702252,686.4175607,4374.247021,3863.019785,4091.12959,864.3334834,7.55,UP_pEhEx_DOWN_CDC5
EHI_088430A,48.94365164,0.547775404,0.764543345,0.716473968,0.473698736,0.924477329,39,58,72,90,40,14,55.5137076,67.93893945,50.87977149,64.80368698,44.7117988,9.814005489,7.55,DOWN_pEhEx_UP_CDC5
EHI_090270A,259.8880616,0.338125966,0.487696902,0.693311697,0.488113964,0.924477329,224,247,372,300,166,409,318.8479616,289.3261732,262.8788194,216.0122899,185.553965,286.7091603,7.55,DOWN_pEhEx_UP_CDC5
EHI_092280A,95.23737245,-0.42912887,0.587036274,-0.73100912,0.464773582,0.924477329,61,75,98,109,71,242,86.8291324,87.85207688,69.25302231,78.48446534,79.36344287,169.6420949,7.55,UP_pEhEx_DOWN_CDC5
EHI_092470A,13118.01576,-0.461593136,0.673277987,-0.685590714,0.492971239,0.924477329,4043,5535,29536,18512,16144,20289,5754.921021,6483.483274,20872.01293,13329.39837,18045.682,14222.59695,7.55,UP_pEhEx_DOWN_CDC5
EHI_095050A,725.1248358,-0.695643824,1.004026194,-0.692854259,0.488401018,0.924477329,441,863,32,1037,862,1397,627.7319244,1010.884565,22.61323177,746.6824822,963.5392642,979.2975477,7.55,UP_pEhEx_DOWN_CDC5
EHI_095150A,466.0369113,-0.453018298,0.64464166,-0.702744371,0.482215071,0.924477329,280,282,639,384,344,1362,398.559952,330.3238091,451.557972,276.4957311,384.5214697,954.762534,7.55,UP_pEhEx_DOWN_CDC5
EHI_097630A,194.3047116,-0.373290408,0.529971106,-0.704359924,0.481208657,0.924477329,137,174,155,306,223,268,195.0096908,203.8168184,109.5328414,220.3325357,249.2682783,187.8681051,7.55,UP_pEhEx_DOWN_CDC5
EHI_098580A,79.03993601,-0.78090677,1.132856901,-0.689325165,0.490618665,0.924477329,13,129,7,178,134,31,18.5045692,151.1055722,4.946644451,128.167292,149.784526,21.73101215,7.55,UP_pEhEx_DOWN_CDC5
EHI_098840A,8815.874293,0.524044208,0.758744821,0.690672535,0.489771353,0.924477329,7845,10586,10800,14177,8873,2240,11166.7958,12400.02781,7631.965724,10208.02078,9918.194769,1570.240878,7.55,DOWN_pEhEx_UP_CDC5
EHI_100270A,924.7935933,0.409877144,0.561306734,0.730219538,0.465256002,0.924477329,601,611,2256,937,650,1401,855.4804684,715.7015863,1594.23284,674.6783855,726.5667305,982.1015493,7.55,DOWN_pEhEx_UP_CDC5
EHI_103270A,328.6932965,-0.450923974,0.6155121,-0.73259969,0.46380262,0.924477329,251,300,177,523,415,425,357.2805284,351.4083075,125.0794383,376.5814254,463.8849126,297.9251666,7.55,UP_pEhEx_DOWN_CDC5
EHI_103580A,82.18925469,0.741758428,1.02945197,0.720537188,0.471194311,0.924477329,62,136,86,82,110,4,88.2525608,159.3050994,60.77306039,59.04335924,122.9574467,2.804001568,7.55,DOWN_pEhEx_UP_CDC5
EHI_103590A,156.8693767,-0.555447503,0.785227624,-0.707371323,0.479335753,0.924477329,91,191,40,291,201,179,129.5319844,223.7299558,28.26653972,209.5319212,224.676789,125.4790702,7.55,UP_pEhEx_DOWN_CDC5
EHI_103610A,49.17730291,-0.542475206,0.793488528,-0.683658537,0.494190812,0.924477329,21,59,30,111,68,27,29.8919964,69.11030048,21.19990479,79.92454727,76.01005796,18.92701059,7.55,UP_pEhEx_DOWN_CDC5
EHI_105060A,5545.281223,0.389987932,0.52828069,0.738221061,0.460380127,0.924477329,3745,4280,12065,7213,5144,4933,5330.739358,5013.425187,8525.895042,5193.655491,5749.937326,3458.034934,7.55,DOWN_pEhEx_UP_CDC5
EHI_117890A,268.1691101,-0.416220521,0.602685442,-0.690609881,0.489810736,0.924477329,139,149,448,294,206,682,197.8565476,174.5327927,316.5852448,211.6920441,230.2657638,478.0822674,7.55,UP_pEhEx_DOWN_CDC5
EHI_117900A,42.80681658,0.525908658,0.756718596,0.694985773,0.487064217,0.924477329,32,57,56,96,17,24,45.5497088,66.76757843,39.5731556,69.12393277,19.00251449,16.82400941,7.55,DOWN_pEhEx_UP_CDC5
EHI_122740A,184.9948803,0.677432123,0.920060955,0.736290481,0.461553938,0.924477329,90,151,534,216,229,23,128.108556,176.8755148,377.3583052,155.5288487,255.9750481,16.12300902,7.55,DOWN_pEhEx_UP_CDC5
EHI_123220A,39.21759226,0.563326367,0.820684123,0.686410705,0.492454156,0.924477329,32,25,93,37,7,86,45.5497088,29.28402563,65.71970484,26.64151576,7.82456479,60.28603372,7.55,DOWN_pEhEx_UP_CDC5
EHI_130670A,173.5542944,-0.486803449,0.670063676,-0.726503266,0.467530306,0.924477329,70,65,364,276,130,377,99.639988,76.13846663,257.2255114,198.7313067,145.3133461,264.2771478,7.55,UP_pEhEx_DOWN_CDC5
EHI_131890A,1051.974494,-0.716231303,1.001980457,-0.714815642,0.474722969,0.924477329,455,1450,60,2084,1376,1262,647.659922,1698.473486,42.39980958,1500.565374,1538.085879,884.6624948,7.55,UP_pEhEx_DOWN_CDC5
EHI_132880A,679.0405787,-0.505471428,0.682851265,-0.740236497,0.459156506,0.924477329,516,662,247,948,823,1123,734.4890544,775.4409986,174.5458828,682.5988361,919.9452603,787.2234403,7.55,UP_pEhEx_DOWN_CDC5
EHI_134030A,113.4380256,0.516223794,0.712829845,0.724189366,0.468949486,0.924477329,81,96,244,186,106,40,115.2977004,112.4506584,172.4258923,133.9276197,118.4862668,28.04001568,7.55,DOWN_pEhEx_UP_CDC5
EHI_137710A,48.27207154,0.68891593,0.969649155,0.710479585,0.477406786,0.924477329,36,47,102,60,59,3,51.2434224,55.05396818,72.07967628,43.20245798,65.94990323,2.103001176,7.55,DOWN_pEhEx_UP_CDC5
EHI_139310A,42.89584445,-0.638021189,0.892482635,-0.714883589,0.474680978,0.924477329,21,12,80,27,22,161,29.8919964,14.0563323,56.53307944,19.44110609,24.59148934,112.8610631,7.55,UP_pEhEx_DOWN_CDC5
EHI_140320A,42.92700076,-0.523724115,0.707382612,-0.740368941,0.45907616,0.924477329,31,39,23,89,55,37,44.1262804,45.68307998,16.25326034,64.08364601,61.47872335,25.93701451,7.55,UP_pEhEx_DOWN_CDC5
EHI_141840A,976.8600578,0.462073966,0.650491364,0.710346043,0.477489574,0.924477329,660,640,2415,667,570,1923,939.462744,749.671056,1706.592335,480.2673246,637.1431329,1348.023754,7.55,DOWN_pEhEx_UP_CDC5
EHI_146340A,10316.31069,-0.505504339,0.734423656,-0.68830073,0.491263422,0.924477329,8005,10400,2838,15057,12472,16452,11394.54434,12182.15466,2005.510993,10841.65683,13941.13887,11532.85845,7.55,UP_pEhEx_DOWN_CDC5
EHI_146350A,60.20295601,-0.572257072,0.815228234,-0.701959339,0.482704521,0.924477329,38,71,12,102,70,91,54.0902792,83.16663278,8.479961915,73.44417857,78.2456479,63.79103568,7.55,UP_pEhEx_DOWN_CDC5
EHI_152610A,6946.314698,-0.407591154,0.572490555,-0.711961358,0.476488705,0.924477329,5222,6433,4170,10802,7642,10617,7433.143105,7535.365474,2946.786766,7777.882519,8542.189161,7442.521162,7.55,UP_pEhEx_DOWN_CDC5
EHI_153290A,212.2941781,-0.363092677,0.511168097,-0.710319521,0.477506017,0.924477329,151,141,251,266,186,452,214.9376884,165.1619045,177.3725367,191.5308971,207.9098644,316.8521772,7.55,UP_pEhEx_DOWN_CDC5
EHI_153430A,117.6334986,-0.363694112,0.515452264,-0.70558253,0.480447792,0.924477329,65,114,117,160,133,190,92.522846,133.5351569,82.67962867,115.2065546,148.666731,133.1900745,7.55,UP_pEhEx_DOWN_CDC5
EHI_153540A,8439.023529,0.445079567,0.631854587,0.704401893,0.481182527,0.924477329,6187,5991,18916,6686,4080,17215,8806.751511,7017.623901,13367.24663,4814.193901,4560.603478,12067.72175,7.55,DOWN_pEhEx_UP_CDC5
EHI_153720A,90.32302691,-0.412214894,0.584219086,-0.705582724,0.480447671,0.924477329,59,91,60,129,103,144,83.9822756,106.5938533,42.39980958,92.88528466,115.1328819,100.9440565,7.55,UP_pEhEx_DOWN_CDC5
EHI_155530A,606.5309897,0.706332806,1.030871953,0.685179962,0.493230367,0.924477329,481,754,974,945,616,20,684.6690604,883.2062129,688.2902421,680.4387132,688.5617015,14.02000784,7.55,DOWN_pEhEx_UP_CDC5
EHI_157890A,75.23574785,0.45251812,0.619369796,0.73061057,0.465017054,0.924477329,57,85,114,133,28,90,81.1354188,99.56568713,80.5596382,95.76544853,31.29825916,63.09003528,7.55,DOWN_pEhEx_UP_CDC5
EHI_158150A,432.8266426,-0.541108567,0.784975105,-0.689332137,0.490614279,0.924477329,170,276,696,663,842,173,241.982828,323.2956429,491.8377911,477.3871607,941.1833648,121.2730678,7.55,UP_pEhEx_DOWN_CDC5
EHI_159480A,74739.93214,-0.412329962,0.559489448,-0.736975405,0.461137306,0.924477329,50565,66343,60435,103259,108194,86670,71975.65705,77711.60449,42707.2082,74350.71015,120938.709,60755.70398,7.55,UP_pEhEx_DOWN_CDC5
EHI_159570A,54.58178612,-0.773506189,1.112827116,-0.695082082,0.487003863,0.924477329,0,34,114,79,56,125,0,39.82627485,80.5596382,56.88323635,62.59651832,87.62504901,7.55,UP_pEhEx_DOWN_CDC5
EHI_159670A,312.6452734,0.592890068,0.841310155,0.704722348,0.480983041,0.924477329,315,358,368,386,388,52,448.379946,419.347247,260.0521654,277.935813,433.7044484,36.45202039,7.55,DOWN_pEhEx_UP_CDC5
EHI_159760A,82.55945426,0.459716653,0.646836317,0.710715587,0.477260499,0.924477329,74,104,85,154,50,59,105.3337016,121.8215466,60.0663969,110.8863088,55.8897485,41.35902313,7.55,DOWN_pEhEx_UP_CDC5
EHI_160210A,60.69616822,-0.590467396,0.835743413,-0.706517559,0.479866337,0.924477329,11,17,154,86,76,104,15.6577124,19.91313743,108.8261779,61.92352311,84.95241772,72.90404077,7.55,UP_pEhEx_DOWN_CDC5
EHI_163570A,43.01091786,-0.76944458,1.065611136,-0.722068825,0.470252164,0.924477329,16,13,81,19,8,200,22.7748544,15.22769333,57.23974293,13.68077836,8.94235976,140.2000784,7.55,UP_pEhEx_DOWN_CDC5
EHI_164440A,1122.625425,0.561707786,0.816783548,0.687707028,0.491637293,0.924477329,1233,1386,901,1485,1311,265,1755.087217,1623.506381,636.7038071,1069.260835,1465.429206,185.7651039,7.55,DOWN_pEhEx_UP_CDC5
EHI_164730A,129.1457038,0.383150977,0.547496358,0.699823792,0.484037355,0.924477329,83,95,295,146,119,141,118.1445572,111.2792974,208.4657304,105.1259811,133.0176014,98.84105528,7.55,DOWN_pEhEx_UP_CDC5
EHI_164760A,43.25708067,-0.436876755,0.611013779,-0.715003114,0.474607119,0.924477329,25,27,61,60,29,105,35.58571,31.62674768,43.10647307,43.20245798,32.41605413,73.60504116,7.55,UP_pEhEx_DOWN_CDC5
EHI_165070A,177.3042542,-0.531518875,0.740295301,-0.717982235,0.472768241,0.924477329,82,107,273,166,80,599,116.7211288,125.3356297,192.9191336,119.5268004,89.4235976,419.8992348,7.55,UP_pEhEx_DOWN_CDC5
EHI_166390A,216.9867734,-0.618738508,0.903570094,-0.684770902,0.4934885,0.924477329,78,47,491,173,102,785,111.0274152,55.05396818,346.971775,124.5670872,114.0150869,550.2853078,7.55,UP_pEhEx_DOWN_CDC5
EHI_167130A,199.9501404,-0.827911857,1.143795878,-0.723828328,0.469171136,0.924477329,51,303,7,471,314,110,72.5948484,354.9223906,4.946644451,339.1392952,350.9876206,77.11004312,7.55,UP_pEhEx_DOWN_CDC5
EHI_168370A,73.37887462,-0.432673727,0.618306272,-0.699772503,0.484069389,0.924477329,51,65,55,125,101,71,72.5948484,76.13846663,38.86649211,90.0051208,112.897292,49.77102784,7.55,UP_pEhEx_DOWN_CDC5
EHI_176170A,51.918696,-0.502349858,0.684267434,-0.734142578,0.462861846,0.924477329,20,33,87,56,36,146,28.468568,38.65491383,61.47972389,40.32229412,40.24061892,102.3460572,7.55,UP_pEhEx_DOWN_CDC5
EHI_177460A,74.29214022,-0.427499095,0.600301578,-0.712140548,0.476377748,0.924477329,35,63,94,181,62,80,49.819994,73.79574458,66.42636834,130.3274149,69.30328814,56.08003136,7.55,UP_pEhEx_DOWN_CDC5
EHI_178750A,309.8620574,-0.479655416,0.680038056,-0.705336137,0.480601077,0.924477329,235,306,119,479,388,433,334.505674,358.4364737,84.09295566,344.8996229,433.7044484,303.5331698,7.55,UP_pEhEx_DOWN_CDC5
EHI_181530A,52.14384963,0.685095849,0.975818888,0.702072749,0.482633796,0.924477329,43,84,47,79,54,4,61.2074212,98.39432611,33.21318417,56.88323635,60.36092838,2.804001568,7.55,DOWN_pEhEx_UP_CDC5
EHI_181560A,7492.366506,0.520134516,0.725662648,0.716771792,0.47351492,0.924477329,6979,10808,5507,12367,6465,3334,9934.106804,12660.06996,3891.595856,8904.746631,7226.544481,2337.135307,7.55,DOWN_pEhEx_UP_CDC5
EHI_182790A,60.70366447,-0.714586623,1.009586663,-0.707801172,0.479068738,0.924477329,30,27,90,25,12,278,42.702852,31.62674768,63.59971436,18.00102416,13.41353964,194.878109,7.55,UP_pEhEx_DOWN_CDC5
EHI_184010A,95.40693913,0.644769941,0.905740014,0.71187088,0.476544736,0.924477329,74,109,164,148,99,9,105.3337016,127.6783517,115.8928128,106.566063,110.661702,6.309003528,7.55,DOWN_pEhEx_UP_CDC5
EHI_185240A,140.9969061,0.780631832,1.095353258,0.712675867,0.476046354,0.924477329,138,258,51,188,153,7,196.4331192,302.2111445,36.03983814,135.3677017,171.0226304,4.907002744,7.55,DOWN_pEhEx_UP_CDC5
EHI_186750A,116.5734667,0.386923155,0.556635023,0.695111049,0.486985711,0.924477329,102,116,163,166,111,85,145.1896968,135.8778789,115.1861493,119.5268004,124.0752417,59.58503332,7.55,DOWN_pEhEx_UP_CDC5
EHI_186880A,38.58356071,-0.671147177,0.977459556,-0.686623986,0.492319709,0.924477329,18,20,57,24,7,167,25.6217112,23.4272205,40.2798191,17.28098319,7.82456479,117.0670655,7.55,UP_pEhEx_DOWN_CDC5
EHI_187740A,43511.1208,0.382965665,0.524999598,0.729458967,0.465720959,0.924477329,30209,34609,90874,48489,25251,71569,43000.34854,40539.63372,64217.33826,34914.06642,28225.44079,50169.89706,7.55,DOWN_pEhEx_UP_CDC5
EHI_188850A,337.0491811,0.597056394,0.857306247,0.696433038,0.486157679,0.924477329,192,123,1132,224,103,754,273.2982528,144.0774061,799.943074,161.2891765,115.1328819,528.5542956,7.55,DOWN_pEhEx_UP_CDC5
EHI_192960A,84.67332077,0.457147211,0.632770831,0.722453041,0.470015986,0.924477329,72,85,130,148,68,45,102.4868448,99.56568713,91.86625408,106.566063,76.01005796,31.54501764,7.55,DOWN_pEhEx_UP_CDC5
EHI_195130A,178.3367716,-0.55786112,0.792626256,-0.703813576,0.481548878,0.924477329,143,165,52,198,122,510,203.5502612,193.2745691,36.74650163,142.5681113,136.3709863,357.5101999,7.55,UP_pEhEx_DOWN_CDC5
EHI_197100A,41.98786508,-0.700492134,1.001160061,-0.699680462,0.484126881,0.924477329,23,16,63,18,10,188,32.7388532,18.7417764,44.51980006,12.9607374,11.1779497,131.7880737,7.55,UP_pEhEx_DOWN_CDC5
EHI_197440A,997.2719728,0.674568055,0.943678876,0.714827969,0.47471535,0.924477329,1116,1533,417,1670,887,158,1588.546094,1795.696451,294.6786766,1202.468414,991.4841384,110.7580619,7.55,DOWN_pEhEx_UP_CDC5
EHI_198770A,193.2440012,0.557131482,0.813271992,0.68504939,0.493312755,0.924477329,183,302,108,357,145,71,260.4873972,353.7510296,76.31965724,257.054625,162.0802707,49.77102784,7.55,DOWN_pEhEx_UP_CDC5
EHI_199000A,461.3928904,-0.4316782,0.589278555,-0.732553724,0.463830664,0.924477329,246,308,661,778,682,382,350.1633864,360.7791957,467.1045688,560.1918719,762.3361695,267.7821498,7.55,UP_pEhEx_DOWN_CDC5
EHI_199970A,7288.105253,0.563835209,0.811467263,0.694834202,0.487159211,0.924477329,2822,3211,25903,5040,3615,14231,4016.914945,3761.240251,18304.70446,3629.006471,4040.828817,9975.936579,7.55,DOWN_pEhEx_UP_CDC5
EHI_033710A,38889.13027,-0.426453154,0.62445019,-0.682925814,0.494653721,0.924523326,19430,19595,69252,31107,51199,77259,27657.21381,22952.81929,48937.86021,22398.31434,57229.98467,54158.58929,7.55,UP_pEhEx_DOWN_CDC5
EHI_048670A,341.6525118,0.544371901,0.801121152,0.67951258,0.496813139,0.925297155,356,528,129,543,273,196,506.7405104,618.4786212,91.15959059,390.9822448,305.1580268,137.3960768,7.47,DOWN_pEhEx_UP_CDC5
EHI_082490A,258.4238481,0.449331659,0.661976838,0.678772479,0.497282034,0.925297155,288,304,183,372,233,181,409.9473792,356.0937516,129.3194192,267.8552395,260.446228,126.881071,7.47,DOWN_pEhEx_UP_CDC5
EHI_109860A,87.91282506,0.610834116,0.89749227,0.680600977,0.496124008,0.925297155,71,157,48,160,71,20,101.0634164,183.9036809,33.91984766,115.2065546,79.36344287,14.02000784,7.47,DOWN_pEhEx_UP_CDC5
EHI_124300A,8610.260573,0.446784256,0.658452882,0.678536411,0.497431646,0.925297155,3901,4966,26078,8685,6524,11865,5552.794188,5816.97885,18428.37057,6253.555793,7292.494384,8317.369652,7.47,DOWN_pEhEx_UP_CDC5
EHI_138030A,180.5643183,-0.539732444,0.792965213,-0.680650847,0.496092445,0.925297155,126,202,37,324,185,287,179.3519784,236.6149271,26.14654924,233.2932731,206.7920695,201.1871125,7.47,UP_pEhEx_DOWN_CDC5
EHI_141810A,481.563231,-0.520654846,0.766632638,-0.67914516,0.497045891,0.925297155,137,148,1157,537,448,1164,195.0096908,173.3614317,817.6096613,386.661999,500.7721466,815.9644563,7.47,UP_pEhEx_DOWN_CDC5
EHI_187720A,53.89590423,-0.45793562,0.673203122,-0.680233952,0.496356338,0.925297155,30,64,27,92,50,92,42.702852,74.9671056,19.07991431,66.24376891,55.8897485,64.49203607,7.47,UP_pEhEx_DOWN_CDC5
EHI_081120A,218.4071198,0.411064946,0.607265817,0.676911058,0.498462388,0.925957249,173,122,507,310,198,169,246.2531132,142.9060451,358.2783909,223.2126996,221.3234041,118.4690663,7.4,DOWN_pEhEx_UP_CDC5
EHI_143580A,196.3973015,0.325811395,0.481130944,0.677178217,0.498292887,0.925957249,150,182,324,263,122,281,213.51426,213.1877066,228.9589717,189.3707742,136.3709863,196.9811102,7.4,DOWN_pEhEx_UP_CDC5
EHI_005020A,1079.057602,-0.459253007,0.680887285,-0.674491971,0.499998589,0.926925665,375,473,2317,1570,1609,1170,533.78565,554.0537649,1637.339313,1130.464317,1798.532107,820.1704587,7.31,UP_pEhEx_DOWN_CDC5
EHI_087710A,87.44351263,0.596171575,0.882531294,0.675524573,0.499342545,0.926925665,68,89,162,141,90,10,96.7931312,104.2511312,114.4794859,101.5257763,100.6015473,7.01000392,7.31,DOWN_pEhEx_UP_CDC5
EHI_131130A,274.6070166,-0.498146494,0.73837856,-0.674649185,0.499898676,0.926925665,124,139,486,224,157,896,176.5051216,162.8191825,343.4384576,161.2891765,175.4938103,628.0963513,7.31,UP_pEhEx_DOWN_CDC5
EHI_058530A,442.2173266,0.403955654,0.599498961,0.673822109,0.500424417,0.927087832,267,249,1187,534,351,522,380.0553828,291.6688952,838.8095661,384.5018761,392.3460345,365.9222046,7.29,DOWN_pEhEx_UP_CDC5
EHI_039590A,117.7730957,-0.496934833,0.739270306,-0.672196393,0.501458677,0.92712333,62,65,182,83,72,390,88.2525608,76.13846663,128.6127557,59.76340021,80.48123784,273.3901529,7.29,UP_pEhEx_DOWN_CDC5
EHI_103260A,69.16073997,-0.420866246,0.625405505,-0.672949378,0.500979497,0.92712333,53,37,83,56,88,141,75.4417052,43.34035793,58.65306991,40.32229412,98.36595736,98.84105528,7.29,UP_pEhEx_DOWN_CDC5
EHI_194450A,677.8383646,-0.388881489,0.578212138,-0.6725585,0.501228211,0.92712333,504,541,581,706,576,1645,717.4079136,633.7063146,410.5714894,508.3489223,643.8499027,1153.145645,7.29,UP_pEhEx_DOWN_CDC5
EHI_049680A,45.21747605,-0.604527757,0.90396285,-0.668752877,0.503653131,0.927491626,22,52,22,112,66,13,31.3154248,60.9107733,15.54659684,80.64458824,73.77446802,9.113005097,7.25,UP_pEhEx_DOWN_CDC5
EHI_052160A,439.47364,-0.403843847,0.602405359,-0.670385548,0.502612045,0.927491626,320,431,248,651,538,615,455.497088,504.8566018,175.2525462,468.7466691,601.3736939,431.1152411,7.25,UP_pEhEx_DOWN_CDC5
EHI_074760A,153.1322807,-0.443484812,0.662232249,-0.669681691,0.503060725,0.927491626,77,83,258,158,98,437,109.6039868,97.22296508,182.3191812,113.7664727,109.5439071,306.3371713,7.25,UP_pEhEx_DOWN_CDC5
EHI_104680A,189.5895302,-0.613437613,0.915385723,-0.670141119,0.502767835,0.927491626,117,222,33,356,320,105,166.5411228,260.0421476,23.31989527,256.334584,357.6943904,73.60504116,7.25,UP_pEhEx_DOWN_CDC5
