baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CmasM_1,CmasM_2,CmasM_3,pEhEx_1,pEhEx_2,pEhEx_3,CmasM_1.1,CmasM_2.1,CmasM_3.1,pEhEx_1.1,pEhEx_2.1,pEhEx_3.1,Certeza,DE,
EHI_021210A,12.8499369,0.351438256,0.919980939,0.382006019,0.7024569,0.920649158,3,18,25,8,5,28,3.884895213,20.64778894,18.701092,6.1042129,6.061919658,21.69971269,7.94,DOWN_pEhEx_UP_CmasM
EHI_043140A,45.60453159,0.186483363,0.488908031,0.381428307,0.702885459,0.920649158,40,50,49,70,39,35,51.79860284,57.35496929,36.65414033,53.41186287,47.28297333,27.12464087,7.94,DOWN_pEhEx_UP_CmasM
EHI_067900A,88.59627272,-0.174525877,0.455648928,-0.383027077,0.701699688,0.920649158,87,68,80,102,66,159,112.6619612,78.00275823,59.84349441,77.82871447,80.01733948,123.2233685,7.94,UP_pEhEx_DOWN_CmasM
EHI_138420A,28.69993829,0.190764889,0.499580735,0.38184997,0.702572651,0.920649158,31,22,36,33,17,44,40.1439172,25.23618649,26.92957249,25.17987821,20.61052684,34.09954852,7.94,DOWN_pEhEx_UP_CmasM
EHI_139000A,9.568529587,-0.331417244,0.869340684,-0.381228269,0.703033875,0.920649158,9,3,14,11,4,24,11.65468564,3.441298157,10.47261152,8.393292737,4.849535726,18.59975374,7.94,UP_pEhEx_DOWN_CmasM
EHI_146190A,11.50303658,-0.322314412,0.844183706,-0.38180601,0.702605261,0.920649158,12,5,13,13,4,30,15.53958085,5.735496929,9.724567842,9.919345962,4.849535726,23.24969217,7.94,UP_pEhEx_DOWN_CmasM
EHI_166020A,29.94728897,-0.174085098,0.454214074,-0.383266631,0.701522078,0.920649158,25,25,32,43,21,47,32.37412678,28.67748464,23.93739777,32.81014434,25.46006256,36.42451774,7.94,UP_pEhEx_DOWN_CmasM
EHI_170580A,2988.840457,-0.421128723,1.104114769,-0.381417525,0.702893459,0.920649158,194,4614,2838,6302,4164,528,251.2232238,5292.716566,2122.947964,4808.593712,5048.366691,409.1945822,7.94,UP_pEhEx_DOWN_CmasM
EHI_189850A,689.3261983,0.203125336,0.530702318,0.382748159,0.701906502,0.920649158,471,840,855,1059,676,381,609.9285485,963.563484,639.5773466,808.0451826,819.5715378,295.2710906,7.94,DOWN_pEhEx_UP_CmasM
EHI_192610A,484.4077934,0.371076266,0.974364381,0.380839318,0.703322482,0.920764175,356,757,414,857,483,36,461.0075653,868.354235,309.6900836,653.9138069,585.581439,27.89963061,7.92,DOWN_pEhEx_UP_CmasM
EHI_025300A,16.43544181,-0.2091069,0.550395981,-0.379920833,0.704004182,0.920867992,11,16,18,26,11,25,14.24461578,18.35359017,13.46478624,19.83869192,13.33622325,19.37474348,7.91,UP_pEhEx_DOWN_CmasM
EHI_082550A,387.3460101,-0.120433034,0.316939956,-0.379986908,0.703955134,0.920867992,271,383,432,491,384,478,350.9355343,439.3390647,323.1548698,374.6460667,465.5554297,370.4450953,7.91,UP_pEhEx_DOWN_CmasM
EHI_142720A,744.5867565,0.141280435,0.371831525,0.379958193,0.703976449,0.920867992,507,615,1310,944,711,701,656.547291,705.4661222,979.937221,720.2971222,862.0049754,543.2678071,7.91,DOWN_pEhEx_UP_CmasM
EHI_006190A,151.845619,-0.205121369,0.541707695,-0.378656923,0.704942645,0.920949031,145,106,153,142,92,345,187.7699353,121.5925349,114.4506831,108.349779,111.5393217,267.37146,7.91,UP_pEhEx_DOWN_CmasM
EHI_023230A,106110.3399,0.16421974,0.43399496,0.378390893,0.705140233,0.920949031,101098,82259,148590,104004,59678,191644,130918.3788,94359.24837,111151.8104,79357.8198,72352.64827,148522.1336,7.91,DOWN_pEhEx_UP_CmasM
EHI_044850A,76.19535365,0.174497284,0.46174415,0.377909029,0.705498174,0.920949031,75,62,100,83,40,132,97.12238033,71.12016192,74.80436802,63.33120884,48.49535726,102.2986456,7.91,DOWN_pEhEx_UP_CmasM
EHI_078300A,8064.921297,-0.164356352,0.435180309,-0.377674146,0.705672676,0.920949031,4668,7638,10709,10516,9944,7087,6044.896952,8761.545108,8010.799771,8023.987857,12055.94582,5492.352281,7.91,UP_pEhEx_DOWN_CmasM
EHI_082530A,168.4105751,0.193958621,0.51316543,0.377965096,0.705456523,0.920949031,145,177,198,243,174,97,187.7699353,203.0365913,148.1126487,185.4154668,210.9548041,75.17400469,7.91,DOWN_pEhEx_UP_CmasM
EHI_098770A,21.53287464,-0.204654183,0.541670777,-0.37782024,0.705564137,0.920949031,13,13,37,25,22,31,16.83454592,14.91229201,27.67761617,19.07566531,26.67244649,24.02468191,7.91,UP_pEhEx_DOWN_CmasM
EHI_134670A,13.74911675,0.305614156,0.808144216,0.378167844,0.705305912,0.920949031,6,15,27,20,15,5,7.769790426,17.20649079,20.19717936,15.26053225,18.18575897,3.874948695,7.91,DOWN_pEhEx_UP_CmasM
EHI_140190A,29.22442527,0.396692482,1.045717559,0.379349547,0.704428311,0.920949031,29,48,10,75,4,17,37.55398706,55.06077051,7.480436802,57.22699594,4.849535726,13.17482556,7.91,DOWN_pEhEx_UP_CmasM
EHI_012340A,101.6860116,-0.249872011,0.663226432,-0.37675219,0.706357774,0.921580868,52,111,112,184,129,45,67.3381837,127.3280318,83.78089218,140.3968967,156.3975272,34.87453826,7.84,UP_pEhEx_DOWN_CmasM
EHI_103270A,393.4694198,-0.123062379,0.327265305,-0.376032464,0.706892761,0.921754394,265,339,531,523,415,425,343.1657438,388.8666918,397.2111942,399.0629183,503.1393316,329.3706391,7.82,UP_pEhEx_DOWN_CmasM
EHI_134620A,82.75509486,-0.205154322,0.545218868,-0.376278837,0.706709611,0.921754394,69,47,117,74,55,184,89.3525899,53.91367113,87.52111058,56.46396932,66.68111624,142.598112,7.82,UP_pEhEx_DOWN_CmasM
EHI_070670.mRNA,136.7115509,0.219940568,0.585455661,0.375674167,0.707159145,0.921839636,108,190,112,232,112,85,139.8562277,217.9488833,83.78089218,177.0221741,135.7870003,65.87412782,7.82,DOWN_pEhEx_UP_CmasM
EHI_155470A,172.0507466,0.231075706,0.616452472,0.374847561,0.70777384,0.922116713,86,202,286,289,159,80,111.3669961,231.7140759,213.9404925,220.514691,192.7690451,61.99917913,7.79,DOWN_pEhEx_UP_CmasM
EHI_198900A,7.190315282,0.293811891,0.783270108,0.375109286,0.707579191,0.922116713,8,8,6,10,5,7,10.35972057,9.176795086,4.488262081,7.630266125,6.061919658,5.424928174,7.79,DOWN_pEhEx_UP_CmasM
EHI_014200A,74.25522959,0.275950339,0.737701962,0.374067515,0.708354087,0.922348621,40,95,111,135,68,21,51.79860284,108.9744416,83.0328485,103.0085927,82.44210735,16.27478452,7.77,DOWN_pEhEx_UP_CmasM
EHI_161650A,105.3618972,-0.209161866,0.558782619,-0.374317057,0.708168443,0.922348621,59,121,104,168,128,72,76.40293919,138.7990257,77.79654274,128.1884709,155.1851432,55.79926121,7.77,UP_pEhEx_DOWN_CmasM
EHI_188230A,37.52401076,-0.199295083,0.533914034,-0.373271856,0.708946121,0.922857482,15,29,69,57,28,56,19.42447607,33.26588219,51.61501393,43.49251691,33.94675008,43.39942539,7.71,UP_pEhEx_DOWN_CmasM
EHI_068470A,139.9662662,0.119178865,0.319551336,0.372956866,0.709180547,0.922900678,128,120,179,154,120,180,165.7555291,137.6519263,133.8998188,117.5060983,145.4860718,139.498153,7.71,DOWN_pEhEx_UP_CmasM
EHI_170310A,51.35799093,0.185972968,0.499786157,0.372105081,0.709814613,0.923463778,44,54,60,71,52,35,56.97846313,61.94336683,44.88262081,54.17488949,63.04396444,27.12464087,7.65,DOWN_pEhEx_UP_CmasM
EHI_052840A,36.01064532,0.186327819,0.502418976,0.370861427,0.710740746,0.924144333,39,35,33,34,31,48,50.50363777,40.1484785,24.68544145,25.94290482,37.58390188,37.19950748,7.59,DOWN_pEhEx_UP_CmasM
EHI_139440A,69.6591902,0.339505488,0.915392435,0.37088518,0.710723054,0.924144333,32,50,179,47,113,16,41.43888227,57.35496929,133.8998188,35.86225079,136.9993843,12.39983583,7.59,DOWN_pEhEx_UP_CmasM
EHI_096650A,19703.24737,0.152298448,0.411354292,0.370236681,0.711206148,0.924225388,20610,16542,22142,21942,11572,32542,26689.23011,18975.31804,16563.18317,16742.32993,14029.70686,25219.71609,7.58,DOWN_pEhEx_UP_CmasM
EHI_170300A,49.04658471,-0.336519861,0.908356292,-0.370471217,0.711031419,0.924225388,3,70,61,70,59,51,3.884895213,80.296957,45.63066449,53.41186287,71.53065196,39.52447669,7.58,UP_pEhEx_DOWN_CmasM
EHI_023870A,28.17464739,-0.234342306,0.635672724,-0.368652448,0.712386797,0.924711534,15,25,39,50,34,16,19.42447607,28.67748464,29.17370353,38.15133062,41.22105367,12.39983583,7.53,UP_pEhEx_DOWN_CmasM
EHI_059340A,6.157283509,-0.598499959,1.623277958,-0.368698384,0.712352554,0.924711534,10,1,1,0,8,16,12.94965071,1.147099386,0.74804368,0,9.699071453,12.39983583,7.53,UP_pEhEx_DOWN_CmasM
EHI_141920A,14.33647475,-0.294236403,0.797145804,-0.369112403,0.712043944,0.924711534,15,8,14,16,5,37,19.42447607,9.176795086,10.47261152,12.2084258,6.061919658,28.67462035,7.53,UP_pEhEx_DOWN_CmasM
EHI_201080A,66.19283846,-0.182496812,0.494709301,-0.36889707,0.712204447,0.924711534,45,73,59,108,69,58,58.2734282,83.73825516,44.13457713,82.40687415,83.65449128,44.94940487,7.53,UP_pEhEx_DOWN_CmasM
EHI_049790A,58.92497814,0.340768627,0.927799105,0.367287083,0.713404888,0.924985812,29,76,97,97,64,6,37.55398706,87.17955332,72.56023698,74.01358141,77.59257162,4.649938434,7.5,DOWN_pEhEx_UP_CmasM
EHI_081280A,27.11321744,0.277389336,0.755119426,0.367344987,0.713361701,0.924985812,21,27,41,42,30,7,27.19426649,30.97168341,30.66979089,32.04711772,36.37151795,5.424928174,7.5,DOWN_pEhEx_UP_CmasM
EHI_088060A,391.774277,-0.194382275,0.528858693,-0.367550497,0.713208432,0.924985812,143,428,561,671,389,350,185.1800052,490.9585371,419.6525046,511.990857,471.6173494,271.2464087,7.5,UP_pEhEx_DOWN_CmasM
EHI_199020A,152.0662731,0.171228688,0.465251681,0.36803454,0.71284748,0.924985812,115,154,210,198,164,103,148.9209832,176.6533054,157.0891728,151.0792693,198.8309648,79.82394312,7.5,DOWN_pEhEx_UP_CmasM
EHI_135790A,47902.96558,0.125737976,0.34262961,0.366979305,0.713634455,0.925021937,36256,53598,55525,69675,39060,47653,46950.25362,61482.23288,41535.12534,53163.87922,47355.71637,36930.58604,7.5,DOWN_pEhEx_UP_CmasM
EHI_025470A,53.7136297,-0.28018022,0.765157166,-0.366173425,0.714235671,0.925278188,25,60,59,105,69,17,32.37412678,68.82596314,44.13457713,80.11779431,83.65449128,13.17482556,7.47,UP_pEhEx_DOWN_CmasM
EHI_191900A,61.84421314,0.398241959,1.087090351,0.366337498,0.714113252,0.925278188,24,52,160,46,101,4,31.07916171,59.64916806,119.6869888,35.09922417,122.4507771,3.099958956,7.47,DOWN_pEhEx_UP_CmasM
EHI_046680A,62.31114733,0.224699781,0.615944418,0.364805288,0.715256757,0.926062775,54,73,64,109,55,29,69.92811384,83.73825516,47.87479553,83.16990076,66.68111624,22.47470243,7.39,DOWN_pEhEx_UP_CmasM
EHI_072100A,25.46646245,-0.1980844,0.544173814,-0.36400943,0.715850967,0.926062775,23,18,28,23,22,48,29.78419663,20.64778894,20.94522305,17.54961209,26.67244649,37.19950748,7.39,UP_pEhEx_DOWN_CmasM
EHI_094360A,25.46646245,-0.1980844,0.544173814,-0.36400943,0.715850967,0.926062775,23,18,28,23,22,48,29.78419663,20.64778894,20.94522305,17.54961209,26.67244649,37.19950748,7.39,UP_pEhEx_DOWN_CmasM
EHI_165210A,9.288747623,-0.258741521,0.709787053,-0.36453401,0.715459282,0.926062775,4,9,13,10,8,17,5.179860284,10.32389447,9.724567842,7.630266125,9.699071453,13.17482556,7.39,UP_pEhEx_DOWN_CmasM
EHI_176970A,433.1896924,0.237483003,0.651820588,0.364337991,0.715605634,0.926062775,385,452,520,642,488,144,498.5615524,518.4889223,388.9827137,489.8630852,591.6433586,111.5985224,7.39,DOWN_pEhEx_UP_CmasM
EHI_028960A,10.65522947,0.286261191,0.788022148,0.363265412,0.716406628,0.926365635,12,11,10,12,3,20,15.53958085,12.61809324,7.480436802,9.15631935,3.637151795,15.49979478,7.36,DOWN_pEhEx_UP_CmasM
EHI_050550A,12986.09367,-0.167963871,0.462512857,-0.363155031,0.716489077,0.926365635,9042,12819,13741,17967,16195,10168,11709.07417,14704.66703,10278.86821,13709.29915,19634.55777,7880.095667,7.36,UP_pEhEx_DOWN_CmasM
EHI_029010A,20.11193123,-0.239707414,0.663785198,-0.361121964,0.718008275,0.926853763,9,22,25,35,8,37,11.65468564,25.23618649,18.701092,26.70593144,9.699071453,28.67462035,7.31,UP_pEhEx_DOWN_CmasM
EHI_051940A,16.97610511,0.193401104,0.534590562,0.361774258,0.71752073,0.926853763,15,12,28,21,14,19,19.42447607,13.76519263,20.94522305,16.02355886,16.97337504,14.72480504,7.31,DOWN_pEhEx_UP_CmasM
EHI_055830A,14.35330433,-0.324034018,0.899081682,-0.360405538,0.718543886,0.926853763,2,11,30,20,21,10,2.589930142,12.61809324,22.44131041,15.26053225,25.46006256,7.749897391,7.31,UP_pEhEx_DOWN_CmasM
EHI_095950A,71.34511047,0.264865571,0.732141406,0.361768327,0.717525163,0.926853763,55,106,55,153,44,31,71.22307891,121.5925349,41.14240241,116.7430717,53.34489299,24.02468191,7.31,DOWN_pEhEx_UP_CmasM
EHI_127250A,150.8050286,-0.145637025,0.403088934,-0.361302462,0.717873353,0.926853763,147,112,149,173,124,248,190.3598654,128.4751312,111.4585083,132.003604,150.3356075,192.1974553,7.31,UP_pEhEx_DOWN_CmasM
EHI_179050A,14.35330433,-0.324034018,0.899081682,-0.360405538,0.718543886,0.926853763,2,11,30,20,21,10,2.589930142,12.61809324,22.44131041,15.26053225,25.46006256,7.749897391,7.31,UP_pEhEx_DOWN_CmasM
EHI_179830A,188.9515197,-0.191536405,0.531726435,-0.360216066,0.718685561,0.926853763,110,206,202,274,84,378,142.4461578,236.3024735,151.1048234,209.0692918,101.8402503,292.9461214,7.31,UP_pEhEx_DOWN_CmasM
EHI_192260A,12.67182326,-0.221282727,0.613090415,-0.360930005,0.718151772,0.926853763,8,11,16,21,13,12,10.35972057,12.61809324,11.96869888,16.02355886,15.76099111,9.299876869,7.31,UP_pEhEx_DOWN_CmasM
EHI_194260A,17.63640014,0.234731895,0.648986319,0.361690051,0.717583663,0.926853763,18,15,23,21,6,32,23.30937128,17.20649079,17.20500464,16.02355886,7.27430359,24.79967165,7.31,DOWN_pEhEx_UP_CmasM
EHI_004590A,48.90887103,-0.21639824,0.604435561,-0.358017057,0.720330549,0.928014737,32,24,89,48,31,108,41.43888227,27.53038526,66.57588754,36.6252774,37.58390188,83.69889182,7.2,UP_pEhEx_DOWN_CmasM
EHI_006130A,34.20682784,0.190649354,0.531973539,0.358381272,0.720058005,0.928014737,30,34,42,51,33,22,38.84895213,39.00137911,31.41783457,38.91435724,40.00866974,17.04977426,7.2,DOWN_pEhEx_UP_CmasM
EHI_136610A,31.54799368,0.217873269,0.608440387,0.358084824,0.720279835,0.928014737,23,40,35,55,26,18,29.78419663,45.88397543,26.18152881,41.96646369,31.52198222,13.9498153,7.2,DOWN_pEhEx_UP_CmasM
EHI_194490A,55.74629888,0.172256037,0.481255348,0.357930645,0.720395216,0.928014737,47,57,68,84,52,39,60.86335834,65.38466499,50.86697025,64.09423545,63.04396444,30.22459982,7.2,DOWN_pEhEx_UP_CmasM
EHI_013050A,137.9471038,-0.146191959,0.40998483,-0.356578948,0.72140704,0.928398971,106,143,123,215,129,147,137.2662975,164.0352122,92.00937266,164.0507217,156.3975272,113.9234916,7.16,UP_pEhEx_DOWN_CmasM
EHI_013180A,63.83208061,0.291983408,0.823105217,0.354734002,0.722788876,0.928398971,49,88,62,115,62,12,63.45328848,100.9447459,46.37870817,87.74806044,75.16780376,9.299876869,7.16,DOWN_pEhEx_UP_CmasM
EHI_013650A,115.1703212,0.1385316,0.391660645,0.353703141,0.723561368,0.928398971,103,91,166,174,98,100,133.3814023,104.3860441,124.1752509,132.7666306,118.8136253,77.49897391,7.16,DOWN_pEhEx_UP_CmasM
EHI_035060A,72.27396694,-1.322282257,3.72818152,-0.354672177,0.722835197,0.928398971,0,108,0,228,112,0,0,123.8867337,0,173.9700676,135.7870003,0,7.16,UP_pEhEx_DOWN_CmasM
EHI_049990A,38.41945858,-0.63568086,1.799876599,-0.353180246,0.723953316,0.928398971,0,63,24,79,66,0,0,72.2672613,17.95304832,60.27910239,80.01733948,0,7.16,UP_pEhEx_DOWN_CmasM
EHI_062490A,43.34730084,-0.163476945,0.460693796,-0.354849459,0.722702373,0.928398971,27,39,57,71,44,39,34.96405692,44.73687604,42.63848977,54.17488949,53.34489299,30.22459982,7.16,UP_pEhEx_DOWN_CmasM
EHI_069610A,20.44880422,0.284461078,0.802346275,0.354536547,0.72293682,0.928398971,16,14,40,16,31,8,20.71944114,16.0593914,29.92174721,12.2084258,37.58390188,6.199917913,7.16,DOWN_pEhEx_UP_CmasM
EHI_093920A,12.80743895,0.265708739,0.750256094,0.354157388,0.723220936,0.928398971,8,7,31,9,10,21,10.35972057,8.0296957,23.18935409,6.867239512,12.12383932,16.27478452,7.16,DOWN_pEhEx_UP_CmasM
EHI_095870A,31.57011417,0.287091397,0.807647157,0.355466363,0.72224024,0.928398971,22,43,35,54,32,7,28.48923156,49.32527359,26.18152881,41.20343707,38.79628581,5.424928174,7.16,DOWN_pEhEx_UP_CmasM
EHI_103880A,43.57340128,0.168196105,0.474703207,0.354318451,0.723100242,0.928398971,43,35,57,70,35,35,55.68349806,40.1484785,42.63848977,53.41186287,42.43343761,27.12464087,7.16,DOWN_pEhEx_UP_CmasM
EHI_111020A,133.6959258,0.215487306,0.610803592,0.352793123,0.72424354,0.928398971,110,155,148,230,125,57,142.4461578,177.8004048,110.7104647,175.4961209,151.5479914,44.17441513,7.16,DOWN_pEhEx_UP_CmasM
EHI_112990A,1195.982392,0.370375605,1.049528982,0.352896977,0.724165677,0.928398971,749,1912,1180,1945,1325,51,969.9288382,2193.254026,882.6915426,1484.086761,1606.408709,39.52447669,7.16,DOWN_pEhEx_UP_CmasM
EHI_127000A,9.457351542,0.242781942,0.683206602,0.355356552,0.722322494,0.928398971,11,8,10,11,8,10,14.24461578,9.176795086,7.480436802,8.393292737,9.699071453,7.749897391,7.16,DOWN_pEhEx_UP_CmasM
EHI_131550A,26.93792783,0.162658581,0.459746995,0.353800204,0.723488621,0.928398971,23,23,39,27,21,39,29.78419663,26.38328587,29.17370353,20.60171854,25.46006256,30.22459982,7.16,DOWN_pEhEx_UP_CmasM
EHI_150490A,7797.60634,0.295003437,0.827114042,0.356665976,0.72134188,0.928398971,6955,8045,10081,11472,9408,1097,9006.482069,9228.414558,7541.02834,8753.441298,11406.10803,850.1637438,7.16,DOWN_pEhEx_UP_CmasM
EHI_152680A,217.1478021,-0.144360812,0.409208384,-0.35278068,0.724252869,0.928398971,197,150,257,240,157,400,255.108119,172.0649079,192.2472258,183.126387,190.3442773,309.9958956,7.16,UP_pEhEx_DOWN_CmasM
EHI_188830A,33.55197951,-0.28965559,0.82132683,-0.352667877,0.724337444,0.928398971,18,29,45,58,50,8,23.30937128,33.26588219,33.66196561,44.25554352,60.61919658,6.199917913,7.16,UP_pEhEx_DOWN_CmasM
EHI_200020A,34.09730842,0.187143916,0.526379034,0.355530719,0.722192036,0.928398971,25,23,67,43,18,53,32.37412678,26.38328587,50.11892657,32.81014434,21.82291077,41.07445617,7.16,DOWN_pEhEx_UP_CmasM
EHI_134630A,18.46948185,0.233938222,0.665198141,0.351682015,0.72507675,0.928467921,10,19,33,27,19,10,12.94965071,21.79488833,24.68544145,20.60171854,23.0352947,7.749897391,7.15,DOWN_pEhEx_UP_CmasM
EHI_176980A,606.6932242,-0.229040213,0.651210891,-0.351714346,0.725052501,0.928467921,389,614,625,927,874,255,503.7414126,704.3190228,467.5273001,707.3256698,1059.623556,197.6223835,7.15,UP_pEhEx_DOWN_CmasM
EHI_177430A,119.5514799,-0.158053397,0.449938343,-0.351277902,0.725379872,0.928467921,116,108,88,173,95,168,150.2159482,123.8867337,65.82784386,132.003604,115.1764735,130.1982762,7.15,UP_pEhEx_DOWN_CmasM
EHI_183060A,312.6573406,-0.142469218,0.405610506,-0.351246371,0.725403524,0.928467921,271,289,281,385,221,544,350.9355343,331.5117225,210.2002741,293.7652458,267.9368489,421.5944181,7.15,UP_pEhEx_DOWN_CmasM
EHI_198010A,274.2276533,0.182076376,0.518063444,0.351455749,0.725246465,0.928467921,253,283,297,405,280,158,327.626163,324.6291262,222.168973,309.0257781,339.4675008,122.4483788,7.15,DOWN_pEhEx_UP_CmasM
EHI_010620A,88.40070179,0.31129566,0.890410171,0.349609281,0.726631945,0.928718039,35,125,140,148,94,13,45.32377749,143.3874232,104.7261152,112.9279386,113.9640896,10.07486661,7.13,DOWN_pEhEx_UP_CmasM
EHI_021340A,477.5168018,-0.154830296,0.443364928,-0.349216382,0.726926868,0.928718039,344,326,717,482,326,963,445.4679844,373.9543997,536.3473187,367.7788272,395.2371617,746.3151187,7.13,UP_pEhEx_DOWN_CmasM
EHI_049480A,9.278818741,0.286983168,0.8209372,0.349579929,0.726653976,0.928718039,9,7,15,11,2,18,11.65468564,8.0296957,11.2206552,8.393292737,2.424767863,13.9498153,7.13,DOWN_pEhEx_UP_CmasM
EHI_052060A,15.33293409,0.197999025,0.566434437,0.349553298,0.726673965,0.928718039,13,18,16,20,11,18,16.83454592,20.64778894,11.96869888,15.26053225,13.33622325,13.9498153,7.13,DOWN_pEhEx_UP_CmasM
EHI_140560A,12.54938724,-0.293177483,0.837062954,-0.35024544,0.726154507,0.928718039,13,6,14,14,4,33,16.83454592,6.882596314,10.47261152,10.68237257,4.849535726,25.57466139,7.13,UP_pEhEx_DOWN_CmasM
EHI_151810A,15351.23654,-0.131218622,0.374384551,-0.35049155,0.725969831,0.928718039,8768,12861,23866,15567,14575,23999,11354.25374,14752.8452,17852.81047,11878.03528,17670.4958,18598.97875,7.13,UP_pEhEx_DOWN_CmasM
EHI_152070A,7.602479385,0.288943642,0.827688797,0.349096959,0.72701652,0.928718039,8,8,8,13,2,10,10.35972057,9.176795086,5.984349441,9.919345962,2.424767863,7.749897391,7.13,DOWN_pEhEx_UP_CmasM
EHI_199590A,724.6897562,0.271454991,0.778360645,0.348752205,0.727275348,0.92878996,506,901,921,1115,834,140,655.252326,1033.536547,688.9482294,850.7746729,1011.128199,108.4985635,7.12,DOWN_pEhEx_UP_CmasM
EHI_182480A,48.84475651,-0.136491813,0.393211183,-0.347120882,0.728500506,0.93009558,33,36,74,74,38,66,42.73384735,41.29557789,55.35523233,56.46396932,46.0705894,51.14932278,6.99,UP_pEhEx_DOWN_CmasM
EHI_119950A,185.1225941,0.319252968,0.92058996,0.346791712,0.728747804,0.93015236,71,300,241,301,203,24,91.94252005,344.1298157,180.2785269,229.6710104,246.1139381,18.59975374,6.98,DOWN_pEhEx_UP_CmasM
EHI_000480A,21.91984365,0.192091056,0.558716975,0.343807445,0.730991101,0.930180927,17,25,26,34,19,16,22.01440621,28.67748464,19.44913568,25.94290482,23.0352947,12.39983583,6.98,DOWN_pEhEx_UP_CmasM
EHI_004900A,42.09587523,-0.17160055,0.50681302,-0.338587494,0.734920505,0.930180927,35,22,64,40,42,68,45.32377749,25.23618649,47.87479553,30.5210645,50.92012513,52.69930226,6.98,UP_pEhEx_DOWN_CmasM
EHI_006030A,68.72135455,-0.151365098,0.448680152,-0.337356348,0.735848287,0.930180927,37,59,106,120,61,67,47.91370763,67.67886376,79.2926301,91.5631935,73.95541983,51.92431252,6.98,UP_pEhEx_DOWN_CmasM
EHI_010670A,16.39046549,0.232239243,0.680644302,0.341205007,0.732949255,0.930180927,17,7,31,20,8,26,22.01440621,8.0296957,23.18935409,15.26053225,9.699071453,20.14973322,6.98,DOWN_pEhEx_UP_CmasM
EHI_011920A,154.719151,0.204365985,0.605877603,0.337305726,0.735886444,0.930180927,141,194,123,253,144,82,182.590075,222.5372808,92.00937266,193.045733,174.5832861,63.5491586,6.98,DOWN_pEhEx_UP_CmasM
EHI_012060A,642.4012602,0.120706299,0.349490455,0.345377957,0.729810247,0.930180927,474,515,1073,630,516,956,613.8134437,590.7561836,802.6508688,480.7067659,625.5901087,740.8901906,6.98,DOWN_pEhEx_UP_CmasM
EHI_012330A,37.96656945,0.32508373,0.944223885,0.344286705,0.730630682,0.930180927,19,41,73,48,51,4,24.60433635,47.03107481,54.60718865,36.6252774,61.83158051,3.099958956,6.98,DOWN_pEhEx_UP_CmasM
EHI_013030A,44.33018854,-0.197882002,0.578265063,-0.342199478,0.732200778,0.930180927,26,31,73,45,25,100,33.66909185,35.56008096,54.60718865,34.33619756,30.30959829,77.49897391,6.98,UP_pEhEx_DOWN_CmasM
EHI_021510A,156.8947734,0.190113002,0.563710666,0.337252802,0.735926336,0.930180927,166,99,232,133,76,317,214.9642018,113.5628392,173.5461338,101.4825395,92.1411788,245.6717473,6.98,DOWN_pEhEx_UP_CmasM
EHI_021780A,63.79698679,0.219318041,0.644237817,0.34043025,0.733532541,0.930180927,68,71,49,110,56,32,88.05762483,81.44405639,36.65414033,83.93292737,67.89350017,24.79967165,6.98,DOWN_pEhEx_UP_CmasM
EHI_023120A,21.20757271,-0.198013696,0.586050929,-0.337877965,0.735455153,0.930180927,16,17,26,29,10,43,20.71944114,19.50068956,19.44913568,22.12777176,12.12383932,33.32455878,6.98,UP_pEhEx_DOWN_CmasM
EHI_035690A,5927.948888,-0.118836011,0.351936515,-0.337663204,0.735617007,0.930180927,5283,4213,7190,7117,4330,10110,6841.30047,4832.729712,5378.43406,5430.460401,5249.622424,7835.146262,6.98,UP_pEhEx_DOWN_CmasM
EHI_049620A,3521.887057,0.165276378,0.488455471,0.338365291,0.735087927,0.930180927,3788,3078,3655,4920,3606,2368,4905.327689,3530.771909,2734.099651,3754.090933,4371.856457,1835.175702,6.98,DOWN_pEhEx_UP_CmasM
EHI_050610A,118.069489,0.187131208,0.552279866,0.338834021,0.73473477,0.930180927,83,106,197,155,136,63,107.4821009,121.5925349,147.364605,118.2691249,164.8842147,48.82435356,6.98,DOWN_pEhEx_UP_CmasM
EHI_058920A,3921.468785,0.192634511,0.561471062,0.34308894,0.731531551,0.930180927,2420,3676,6948,5656,4253,1947,3133.815472,4216.737342,5197.40749,4315.67852,5156.268861,1508.905022,6.98,DOWN_pEhEx_UP_CmasM
EHI_065280A,37.66854571,0.185110804,0.546180496,0.338918737,0.734670949,0.930180927,37,29,53,48,15,65,47.91370763,33.26588219,39.64631505,36.6252774,18.18575897,50.37433304,6.98,DOWN_pEhEx_UP_CmasM
EHI_068270A,9.017964464,0.257636743,0.744006634,0.346282857,0.72913015,0.930180927,6,10,14,14,3,13,7.769790426,11.47099386,10.47261152,10.68237257,3.637151795,10.07486661,6.98,DOWN_pEhEx_UP_CmasM
EHI_069260A,16.87570528,0.228663145,0.670629143,0.340968101,0.733127596,0.930180927,21,7,26,15,13,25,27.19426649,8.0296957,19.44913568,11.44539919,15.76099111,19.37474348,6.98,DOWN_pEhEx_UP_CmasM
EHI_074100A,30.62372777,0.172811102,0.500316692,0.345403431,0.729791098,0.930180927,27,24,47,33,17,52,34.96405692,27.53038526,35.15805297,25.17987821,20.61052684,40.29946643,6.98,DOWN_pEhEx_UP_CmasM
