"","GenId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CDC5_1","CDC5_2","pEhEx_1","pEhEx_2","CDC5_1.1","CDC5_2.1","pEhEx_1.1","pEhEx_2.1","Certeza","DE"
"124","EHI_104360A",653.1351417,-1.551115066,0.400695715,-3.871054788,0.000108365,0.00316261,275,294,1006,1231,360.2792877,304.1790079,649.696485,1298.385786,99.68,"UP_pEhEx_DOWN_CDC5"
"125","EHI_170120A",169.9119738,-1.505411085,0.388889684,-3.871049166,0.000108368,0.00316261,63,91,346,265,82.53670954,94.1506453,223.4542583,279.5062822,99.68,"UP_pEhEx_DOWN_CDC5"
"126","EHI_157010A",807.9239787,1.158128664,0.299937168,3.861237574,0.000112814,0.003266238,906,1010,787,466,1186.95649,1044.968701,508.2615643,491.5091604,99.67,"DOWN_pEhEx_UP_CDC5"
"127","EHI_056690A",163.2282608,-1.554847988,0.404082595,-3.847846967,0.00011916,0.003422813,64,79,312,271,83.84681605,81.73517559,201.4963254,285.8347263,99.66,"UP_pEhEx_DOWN_CDC5"
"128","EHI_000140A",210.9418385,-1.409092533,0.366388773,-3.845894403,0.000120113,0.003423234,78,124,476,290,102.1883071,128.293187,307.4110605,305.8747994,99.66,"UP_pEhEx_DOWN_CDC5"
"129","EHI_174910A",619.0879021,-1.57027369,0.408609831,-3.842966009,0.000121556,0.003437499,262,271,940,1181,343.2479032,280.3826909,607.0722624,1245.648752,99.66,"UP_pEhEx_DOWN_CDC5"
"130","EHI_161170A",707.4971767,1.233579758,0.321657434,3.835073052,0.000125527,0.00352248,866,823,678,385,1134.55223,851.4942976,437.8670148,406.0751647,99.65,"DOWN_pEhEx_UP_CDC5"
"131","EHI_036560A",89.90857274,-1.746290685,0.456273998,-3.82728512,0.000129564,0.003580689,29,43,225,125,37.99308852,44.48876646,145.30985,131.8425859,99.64,"UP_pEhEx_DOWN_CDC5"
"132","EHI_076020A",434.2548374,-1.332526707,0.348065125,-3.828383283,0.000128988,0.003580689,191,235,789,696,250.2303416,243.1362818,509.5532074,734.0995185,99.64,"UP_pEhEx_DOWN_CDC5"
"133","EHI_169350A",1281.891877,-4.126798284,1.082254549,-3.8131494,0.000137207,0.003763395,133,100,1248,3834,174.2441646,103.4622476,805.9853015,4043.875796,99.62,"UP_pEhEx_DOWN_CDC5"
"134","EHI_015320A",10262.37929,1.10348163,0.289620653,3.810093032,0.000138915,0.003781792,11518,12490,9253,6695,15089.80668,12922.43472,5975.786855,7061.488903,99.62,"DOWN_pEhEx_UP_CDC5"
"135","EHI_087410A",92.34238302,-1.75102863,0.460108419,-3.805687001,0.000141411,0.003821243,28,46,203,146,36.68298202,47.59263389,131.1017758,153.9921404,99.62,"UP_pEhEx_DOWN_CDC5"
"136","EHI_112800A",131.1570675,-1.665085999,0.440566902,-3.779416911,0.000157196,0.004216552,55,52,250,225,72.05585754,53.80036874,161.4553889,237.3166547,99.58,"UP_pEhEx_DOWN_CDC5"
"137","EHI_024240A",279.3805295,-1.867704731,0.495598365,-3.768585336,0.000164175,0.004371618,54,163,468,546,70.74575104,168.6434636,302.2444881,575.8884154,99.56,"UP_pEhEx_DOWN_CDC5"
"138","EHI_097930A",56.39142763,-2.219753014,0.590546676,-3.758810445,0.000170723,0.004513028,17,17,103,113,22.27181051,17.58858209,66.51962024,119.1856977,99.55,"UP_pEhEx_DOWN_CDC5"
"139","EHI_016370A",2266.86665,1.112576476,0.298119067,3.731986979,0.000189975,0.004915106,2600,2701,2381,1260,3406.276902,2794.515307,1537.701124,1328.973266,99.51,"DOWN_pEhEx_UP_CDC5"
"140","EHI_044830A",39629.8693,1.061573118,0.284344713,3.73340199,0.000188911,0.004915106,42177,50178,36062,26602,55256.36188,51915.28659,23289.61694,28058.21177,99.51,"DOWN_pEhEx_UP_CDC5"
"141","EHI_108690A",2266.86665,1.112576476,0.298119067,3.731986979,0.000189975,0.004915106,2600,2701,2381,1260,3406.276902,2794.515307,1537.701124,1328.973266,99.51,"DOWN_pEhEx_UP_CDC5"
"142","EHI_025230A",637.7577247,-1.326585716,0.356235099,-3.723905135,0.000196165,0.005004257,260,373,1089,1063,340.6276902,385.9141835,703.2996742,1121.189351,99.5,"UP_pEhEx_DOWN_CDC5"
"143","EHI_160740A",637.7577247,-1.326585716,0.356235099,-3.723905135,0.000196165,0.005004257,260,373,1089,1063,340.6276902,385.9141835,703.2996742,1121.189351,99.5,"UP_pEhEx_DOWN_CDC5"
"144","EHI_083400A",485.9963526,1.162855827,0.313293182,3.711717631,0.000205858,0.005215058,496,671,488,270,649.8128244,694.2316813,315.1609192,284.7799856,99.48,"DOWN_pEhEx_UP_CDC5"
"145","EHI_040310A",885.9339743,-1.151816713,0.310789025,-3.706104844,0.000210471,0.005276282,463,477,1757,1241,606.5793098,493.514921,1134.708473,1308.933193,99.47,"UP_pEhEx_DOWN_CDC5"
"146","EHI_166800A",36.84606361,2.365351867,0.638375304,3.70526844,0.000211167,0.005276282,54,51,19,11,70.74575104,52.76574627,12.27060956,11.60214756,99.47,"DOWN_pEhEx_UP_CDC5"
"147","EHI_058320A",45.93699885,-2.466139032,0.666359277,-3.700914985,0.000214823,0.005331129,12,12,76,101,15.72127801,12.41546971,49.08243823,106.5288094,99.47,"UP_pEhEx_DOWN_CDC5"
"148","EHI_141890A",74.68919555,-1.824266457,0.498082528,-3.6625787,0.000249689,0.006154497,24,33,152,128,31.44255602,34.1425417,98.16487647,135.006808,99.38,"UP_pEhEx_DOWN_CDC5"
"149","EHI_056380A",370.2491738,-1.400909513,0.383885472,-3.649290255,0.000262966,0.006438251,141,214,624,637,184.7250166,221.4092098,402.9926508,671.869818,99.36,"UP_pEhEx_DOWN_CDC5"
"150","EHI_141940A",12390.18613,-1.195021749,0.328895131,-3.633443115,0.000279664,0.006801432,4985,8249,21731,19399,6530.880906,8534.600803,14034.34823,20460.9146,99.32,"UP_pEhEx_DOWN_CDC5"
"151","EHI_160910A",25.07506224,-3.252210373,0.896861218,-3.626213631,0.000287607,0.006948291,5,3,44,59,6.550532504,3.103867427,28.41614845,62.22970057,99.31,"UP_pEhEx_DOWN_CDC5"
"152","EHI_035650A",88.78502597,-1.651527141,0.459212293,-3.596434951,0.000322608,0.007742597,33,41,187,141,43.23351452,42.41952151,120.7686309,148.7184369,99.23,"UP_pEhEx_DOWN_CDC5"
"153","EHI_156690A",44716.30782,1.019084479,0.283711077,3.591979876,0.000328175,0.007824726,50016,52427,46465,27579,65526.28674,54242.15254,30008.09859,29088.69342,99.22,"DOWN_pEhEx_UP_CDC5"
"154","EHI_141810A",287.9846801,-1.300238029,0.362467349,-3.587186635,0.000334265,0.007918175,137,148,537,448,179.4845906,153.1241264,346.8061754,472.523828,99.21,"UP_pEhEx_DOWN_CDC5"
"155","EHI_067520A",2176.150924,-1.218492767,0.34205279,-3.56229449,0.000367628,0.008542075,924,1358,3611,3562,1210.538407,1405.017322,2332.061638,3756.986329,99.15,"UP_pEhEx_DOWN_CDC5"
"156","EHI_160980A",11727.87487,-1.511925551,0.424030944,-3.565601927,0.000363022,0.008542075,2712,8336,23229,18708,3553.00883,8624.612958,15001.78892,19732.08878,99.15,"UP_pEhEx_DOWN_CDC5"
"157","EHI_166030A",220.0260408,-1.296835942,0.363954323,-3.563183234,0.000366385,0.008542075,93,128,435,327,121.8399046,132.4316769,280.9323767,344.9002048,99.15,"UP_pEhEx_DOWN_CDC5"
"158","EHI_115360A",53.33559768,-2.02971069,0.570424923,-3.558243351,0.000373343,0.008619978,17,19,107,97,22.27181051,19.65782704,69.10290646,102.3098467,99.14,"UP_pEhEx_DOWN_CDC5"
"159","EHI_025360A",268.513876,-1.221212826,0.343819217,-3.551903927,0.000382454,0.008665801,126,152,545,379,165.0734191,157.2626163,351.9727479,399.7467206,99.13,"UP_pEhEx_DOWN_CDC5"
"160","EHI_048990A",67479.06383,1.05909657,0.297987576,3.554163516,0.000379183,0.008665801,77714,77874,61717,45200,101813.6166,80570.19068,39858.16895,47674.27908,99.13,"DOWN_pEhEx_UP_CDC5"
"161","EHI_176820A",825.6809711,-1.57337235,0.442780199,-3.553393654,0.000380295,0.008665801,371,333,1125,1655,486.0495118,344.5292844,726.5492502,1745.595838,99.13,"UP_pEhEx_DOWN_CDC5"
"162","EHI_169280A",651.2832676,-1.150040462,0.325408596,-3.534142847,0.0004091,0.009205574,315,383,1184,978,412.6835477,396.2604082,764.6527219,1031.536392,99.08,"UP_pEhEx_DOWN_CDC5"
"163","EHI_170580A",2986.687054,-1.279313171,0.362133666,-3.532709858,0.000411324,0.009205574,936,2183,6302,4164,1226.259685,2258.580865,4069.967444,4391.940223,99.08,"UP_pEhEx_DOWN_CDC5"
"164","EHI_046600A",72.42614086,-1.881599979,0.537418551,-3.501181669,0.0004632,0.010303375,25,28,126,139,32.75266252,28.96942932,81.37351602,146.6089556,98.97,"UP_pEhEx_DOWN_CDC5"
"165","EHI_031240A",118.4130054,-1.68678296,0.482419531,-3.496506363,0.000471393,0.010422076,42,55,191,226,55.02447303,56.90423617,123.3519171,238.3713954,98.96,"UP_pEhEx_DOWN_CDC5"
"166","EHI_188170A",308.2724914,-1.440563815,0.41305586,-3.487576272,0.00048742,0.010711492,150,131,510,542,196.5159751,135.5355443,329.3689934,571.6694527,98.93,"UP_pEhEx_DOWN_CDC5"
"167","EHI_006170A",169.5597381,-1.650171881,0.473648379,-3.483959737,0.000494054,0.010792265,60,82,250,335,78.60639004,84.83904302,161.4553889,353.3381303,98.92,"UP_pEhEx_DOWN_CDC5"
"168","EHI_014250A",250.4183229,1.583863138,0.455997634,3.473402099,0.000513905,0.011159076,315,326,117,167,412.6835477,337.2869271,75.56112202,176.1416948,98.88,"DOWN_pEhEx_UP_CDC5"
"169","EHI_073540A",34.67944338,2.523110817,0.727149016,3.469867606,0.000520715,0.011173931,28,79,20,7,36.68298202,81.73517559,12.91643111,7.383184813,98.88,"DOWN_pEhEx_UP_CDC5"
"170","EHI_131940A",5295.370655,-1.058147312,0.304919103,-3.470255883,0.000519963,0.011173931,2639,3300,9329,7855,3457.371055,3414.25417,6024.869293,8284.988101,98.88,"UP_pEhEx_DOWN_CDC5"
"171","EHI_096360A",250.2678738,-1.463174124,0.42360008,-3.454140343,0.00055205,0.011777067,106,123,390,458,138.8712891,127.2585645,251.8704067,483.0712349,98.82,"UP_pEhEx_DOWN_CDC5"
"172","EHI_030390A",98.91363879,-1.959584081,0.569134696,-3.443093689,0.0005751,0.012195069,21,51,147,209,27.51223651,52.76574627,94.93576869,220.4408037,98.78,"UP_pEhEx_DOWN_CDC5"
"173","EHI_193350A",392.98231,-1.696385431,0.492909062,-3.441578908,0.00057833,0.012195069,154,163,469,852,201.7564011,168.6434636,302.8903096,898.6390658,98.78,"UP_pEhEx_DOWN_CDC5"
"174","EHI_103370A",49.59262397,-2.602758077,0.761311973,-3.418779909,0.000629026,0.013187852,2,24,134,80,2.620213001,24.83093942,86.54008846,84.379255,98.68,"UP_pEhEx_DOWN_CDC5"
"175","EHI_050740A",344.404284,-1.109440604,0.325277883,-3.410747128,0.000647851,0.013504926,168,209,734,443,220.0978921,216.2360974,474.0330219,467.2501246,98.65,"UP_pEhEx_DOWN_CDC5"
"176","EHI_044770A",6496.758183,-1.103966053,0.323914722,-3.408199686,0.00065393,0.01355419,3029,4139,10867,10162,3968.312591,4282.302427,7018.142846,10718.27487,98.64,"UP_pEhEx_DOWN_CDC5"
"177","EHI_025830A",1285.323707,-1.054377656,0.309782487,-3.403606399,0.000665025,0.013629278,618,832,2317,1872,809.6458174,860.8058999,1496.368545,1974.474567,98.64,"UP_pEhEx_DOWN_CDC5"
"178","EHI_193440A",1532.787163,1.00505164,0.29526456,3.403902047,0.000664306,0.013629278,1652,1864,1701,891,2164.295939,1928.536295,1098.542466,939.7739526,98.64,"DOWN_pEhEx_UP_CDC5"
"179","EHI_159820A",66.61389878,-1.724549593,0.508222404,-3.393297066,0.000690567,0.014073679,21,33,144,106,27.51223651,34.1425417,92.99830402,111.8025129,98.59,"UP_pEhEx_DOWN_CDC5"
"180","EHI_153690A",1164.008975,-1.111293725,0.328102298,-3.387034267,0.000706526,0.014318919,546,732,1996,1796,715.3181494,757.3436523,1289.059825,1894.314275,98.57,"UP_pEhEx_DOWN_CDC5"
"181","EHI_135080A",28857.94057,-1.099399166,0.326439431,-3.367850395,0.000757567,0.015268531,14561,17063,47527,45516,19076.46076,17653.7633,30693.96108,48007.57713,98.47,"UP_pEhEx_DOWN_CDC5"
"182","EHI_148150A",136.4572794,-1.392885373,0.414536363,-3.360104201,0.000779131,0.015616864,49,83,278,205,64.19521853,85.87366549,179.5383925,216.2218409,98.44,"UP_pEhEx_DOWN_CDC5"
"183","EHI_037810A",47.38691963,-1.998133217,0.598106143,-3.340766918,0.000835473,0.01647463,13,20,93,87,17.03138451,20.69244952,60.06140468,91.76243982,98.35,"UP_pEhEx_DOWN_CDC5"
"184","EHI_052110A",47.38691963,-1.998133217,0.598106143,-3.340766918,0.000835473,0.01647463,13,20,93,87,17.03138451,20.69244952,60.06140468,91.76243982,98.35,"UP_pEhEx_DOWN_CDC5"
"185","EHI_174670A",296.8617634,-1.329686088,0.397748191,-3.343034907,0.000828675,0.01647463,149,138,502,498,195.2058686,142.7779017,324.202421,525.2608624,98.35,"UP_pEhEx_DOWN_CDC5"
"186","EHI_014110A",7493.340909,-1.139038398,0.342126508,-3.3292901,0.000870677,0.016805441,2849,5438,13354,11368,3732.493421,5626.277023,8624.301055,11990.29214,98.32,"UP_pEhEx_DOWN_CDC5"
"187","EHI_040400A",265.8767511,-1.297178875,0.389125997,-3.333570324,0.00085739,0.016805441,116,150,446,444,151.9723541,155.1933714,288.0364138,468.3048653,98.32,"UP_pEhEx_DOWN_CDC5"
"188","EHI_081130A",90.34907823,-2.083941219,0.62570345,-3.33055734,0.000866723,0.016805441,11,52,160,180,14.41117151,53.80036874,103.3314489,189.8533238,98.32,"UP_pEhEx_DOWN_CDC5"
"189","EHI_160210A",41.92517491,-2.073557086,0.622455069,-3.331255843,0.000864551,0.016805441,11,17,86,76,14.41117151,17.58858209,55.54065379,80.16029225,98.32,"UP_pEhEx_DOWN_CDC5"
"190","EHI_158270A",4030.666126,0.931494113,0.280680028,3.318704641,0.00090436,0.017363718,3957,5212,4054,2776,5184.091423,5392.452344,2618.160587,2927.960149,98.26,"DOWN_pEhEx_UP_CDC5"
"191","EHI_005070A",91.92460248,-1.558099372,0.469848421,-3.316174543,0.000912588,0.017429955,33,48,174,154,43.23351452,49.66187884,112.3729507,162.4300659,98.26,"UP_pEhEx_DOWN_CDC5"
"192","EHI_182850A",14676.65429,-0.936721231,0.283023323,-3.309696247,0.000933973,0.017745481,7337,10180,27582,19672,9612.251396,10532.4568,17813.05015,20748.85881,98.23,"UP_pEhEx_DOWN_CDC5"
"193","EHI_111570A",5668.818683,-0.969411015,0.293374499,-3.304346557,0.000951981,0.017993915,2785,3882,10322,7911,3648.646604,4016.404451,6666.170098,8344.053579,98.2,"UP_pEhEx_DOWN_CDC5"
"194","EHI_050960A",2882.478184,-1.011213962,0.307587259,-3.287567785,0.001010569,0.018993323,1617,1648,5271,4079,2118.442212,1705.05784,3404.12542,4302.287265,98.1,"UP_pEhEx_DOWN_CDC5"
"195","EHI_129750A",1718.414392,-1.100908616,0.33500338,-3.286261223,0.001015268,0.018993323,891,984,2858,2695,1167.304892,1018.068516,1845.758006,2842.526153,98.1,"UP_pEhEx_DOWN_CDC5"
"196","EHI_013900A",27868.72396,0.936492157,0.285212712,3.283486733,0.001025315,0.019083408,30453,32207,30971,17307,39896.67327,33322.08608,20001.7394,18254.39708,98.09,"DOWN_pEhEx_UP_CDC5"
"197","EHI_069280A",69.2719979,-1.60142442,0.491799704,-3.256253323,0.00112893,0.020811168,28,31,156,102,36.68298202,32.07329675,100.7481627,107.5835501,97.92,"UP_pEhEx_DOWN_CDC5"
"198","EHI_158150A",456.1363147,-1.369781906,0.42068222,-3.256096506,0.001129554,0.020811168,170,276,663,842,222.7181051,285.5558033,428.1796914,888.0916589,97.92,"UP_pEhEx_DOWN_CDC5"
"199","EHI_167620A",34.81214852,2.086225889,0.642321896,3.247944533,0.001162419,0.021309073,37,62,20,13,48.47394053,64.1465935,12.91643111,13.71162894,97.87,"DOWN_pEhEx_UP_CDC5"
"200","EHI_006810A",394.7494013,-1.126428354,0.347322652,-3.243175608,0.001182053,0.021463205,196,231,699,599,256.7808741,238.9977919,451.4292674,631.7896718,97.85,"UP_pEhEx_DOWN_CDC5"
"201","EHI_099340A",1407.555738,-1.045920578,0.32265257,-3.241631011,0.001188478,0.021463205,703,885,2397,2129,921.00487,915.6408911,1548.034269,2245.542924,97.85,"UP_pEhEx_DOWN_CDC5"
"202","EHI_140600A",349.817825,-1.411824086,0.435469923,-3.242070259,0.001186648,0.021463205,92,252,665,558,120.5297981,260.7248639,429.4713345,588.5453037,97.85,"UP_pEhEx_DOWN_CDC5"
"203","EHI_075530A",40.59289418,-2.817226982,0.870097204,-3.237830176,0.001204425,0.021644048,15,1,92,78,19.65159751,1.034622476,59.41558312,82.26977363,97.84,"UP_pEhEx_DOWN_CDC5"
"204","EHI_122900A",731.8423835,1.501719735,0.464508207,3.23292401,0.001225302,0.02189621,889,964,308,537,1164.684679,997.3760667,198.9130392,566.3957492,97.81,"DOWN_pEhEx_UP_CDC5"
"205","EHI_143430A",170475.818,0.935825239,0.289574678,3.231723315,0.001230461,0.02189621,165102,223763,160534,123647,216301.2035,231510.2291,103676.3176,130415.5218,97.81,"DOWN_pEhEx_UP_CDC5"
"206","EHI_035510A",78.88167733,-1.522066022,0.472073712,-3.224212627,0.001263196,0.022348705,33,37,168,119,43.23351452,38.2810316,108.4980214,125.5141418,97.77,"UP_pEhEx_DOWN_CDC5"
"207","EHI_086200A",89.3795149,-1.755030555,0.544517437,-3.223093393,0.001268142,0.022348705,20,53,157,166,26.20213001,54.83499122,101.3939842,175.0869541,97.77,"UP_pEhEx_DOWN_CDC5"
"208","EHI_050640A",20.9789951,2.795701269,0.875775621,3.192257472,0.001411654,0.024758246,28,35,4,8,36.68298202,36.21178665,2.583286223,8.4379255,97.52,"DOWN_pEhEx_UP_CDC5"
"209","EHI_130260A",14306.27565,-1.282199247,0.402083633,-3.188886942,0.001428217,0.024928883,4054,10981,26518,22211,5311.171754,11361.18941,17125.89601,23426.84541,97.51,"UP_pEhEx_DOWN_CDC5"
"210","EHI_194075A",190.4039905,-1.177993431,0.371287108,-3.172729155,0.001510133,0.026233173,80,124,397,258,104.8085201,128.293187,256.3911576,272.1230974,97.38,"UP_pEhEx_DOWN_CDC5"
"211","EHI_041580A",63.04652627,1.751560764,0.552662966,3.169310902,0.001528009,0.026331489,80,86,30,37,104.8085201,88.97753292,19.37464667,39.02540544,97.37,"DOWN_pEhEx_UP_CDC5"
"212","EHI_170050A",566.5944881,-1.073738487,0.338837536,-3.16888884,0.001530229,0.026331489,251,387,1005,842,328.8367317,400.3988981,649.0506635,888.0916589,97.37,"UP_pEhEx_DOWN_CDC5"
"213","EHI_005010A",111.5856323,-1.466404178,0.464625677,-3.15609802,0.001598951,0.027384854,38,66,198,190,49.78404703,68.2850834,127.872668,200.4007306,97.26,"UP_pEhEx_DOWN_CDC5"
"214","EHI_107170A",324.5837435,1.876880397,0.597357561,3.14197144,0.001678144,0.028606867,287,624,355,45,376.0005657,645.6044249,229.2666523,47.46333094,97.14,"DOWN_pEhEx_UP_CDC5"
"215","EHI_151890A",28.27573244,-2.317627322,0.738510691,-3.138244783,0.001699629,0.028838352,9,7,64,50,11.79095851,7.242357331,41.33257956,52.73703438,97.12,"UP_pEhEx_DOWN_CDC5"
"216","EHI_197840A",1090.444562,-1.029304126,0.328502133,-3.13332555,0.001728376,0.029190355,594,634,1876,1627,778.2032614,655.9506497,1211.561238,1716.063099,97.08,"UP_pEhEx_DOWN_CDC5"
"217","EHI_013340A",66.63236217,-1.573207667,0.50430113,-3.119579899,0.001811091,0.030306703,25,33,136,106,32.75266252,34.1425417,87.83173158,111.8025129,96.97,"UP_pEhEx_DOWN_CDC5"
"218","EHI_202700A",263.2465543,1.081968457,0.346691219,3.120841824,0.001803349,0.030306703,289,325,241,173,378.6207787,336.2523046,155.6429949,182.4701389,96.97,"DOWN_pEhEx_UP_CDC5"
"219","EHI_007930A",112.4799347,-1.391642858,0.446620826,-3.115938124,0.001833607,0.030404545,48,59,201,186,62.88511203,61.04272607,129.8101327,196.1817679,96.96,"UP_pEhEx_DOWN_CDC5"
"220","EHI_062500A",82.26522718,-1.568460074,0.503335844,-3.116130297,0.001832413,0.030404545,39,31,157,137,51.09415353,32.07329675,101.3939842,144.4994742,96.96,"UP_pEhEx_DOWN_CDC5"
"221","EHI_152670A",255.4556599,-1.094909562,0.351845466,-3.111904707,0.001858845,0.030683558,111,174,523,340,145.4218216,180.0243108,337.7646736,358.6118338,96.93,"UP_pEhEx_DOWN_CDC5"
"222","EHI_125780A",3211.038815,-1.065823981,0.343593132,-3.101994431,0.001922216,0.031445036,1523,2084,5036,5158,1995.292201,2156.15324,3252.357355,5440.352466,96.86,"UP_pEhEx_DOWN_CDC5"
"223","EHI_169310A",100.610117,1.351934995,0.435684314,3.103015074,0.001915599,0.031445036,116,133,98,47,151.9723541,137.6047893,63.29051246,49.57281231,96.86,"DOWN_pEhEx_UP_CDC5"
"224","EHI_162230A",38.11912016,-2.379344118,0.768457918,-3.096258184,0.001959796,0.031916684,5,17,55,88,6.550532504,17.58858209,35.52018556,92.8171805,96.81,"UP_pEhEx_DOWN_CDC5"
"225","EHI_096790A",404.4043553,-1.298392041,0.420308657,-3.089139419,0.002007372,0.032546194,190,211,576,738,248.9202351,218.3053424,371.9932161,778.3986274,96.75,"UP_pEhEx_DOWN_CDC5"
"226","EHI_127380A",154.1209538,-1.344620341,0.436457432,-3.080759408,0.002064734,0.033204395,72,77,254,264,94.32766805,79.66593064,164.0386751,278.4515415,96.68,"UP_pEhEx_DOWN_CDC5"
"227","EHI_181250A",852.4827075,-0.921878212,0.299257473,-3.080552021,0.002066173,0.033204395,476,536,1669,1094,623.6106943,554.557647,1077.876176,1153.886312,96.68,"UP_pEhEx_DOWN_CDC5"
"228","EHI_188760A",5224.03946,1.14953137,0.37371509,3.07595653,0.002098284,0.033572549,6125,6167,6579,2126,8024.402317,6380.516808,4248.860015,2242.378702,96.64,"DOWN_pEhEx_UP_CDC5"
"229","EHI_052720A",22.55121847,-2.574231534,0.838187897,-3.071186714,0.002132098,0.033964597,6,5,46,45,7.860639004,5.173112379,29.70779156,47.46333094,96.6,"UP_pEhEx_DOWN_CDC5"
"230","EHI_145610A",310.3726387,1.252936842,0.408236305,3.069146047,0.002146716,0.034048785,242,538,238,203,317.0457732,556.626892,153.7055303,214.1123596,96.6,"DOWN_pEhEx_UP_CDC5"
"231","EHI_096340A",1543.561969,-1.002399117,0.327175083,-3.063800301,0.002185447,0.034364276,783,995,2553,2342,1025.81339,1029.449363,1648.782432,2470.20269,96.56,"UP_pEhEx_DOWN_CDC5"
"232","EHI_196580A",59.00826964,-1.628002263,0.531293095,-3.064226278,0.002182338,0.034364276,21,29,118,97,27.51223651,30.0040518,76.20694357,102.3098467,96.56,"UP_pEhEx_DOWN_CDC5"
"233","EHI_156660A",6337.69538,-0.845189992,0.275993912,-3.062350132,0.002196064,0.034383013,3579,4230,12553,7754,4688.871166,4376.453073,8106.997989,8178.459291,96.56,"UP_pEhEx_DOWN_CDC5"
"234","EHI_083140A",37.84731233,-8.464217324,2.765570239,-3.06056856,0.002209172,0.034440421,0,0,27,127,0,0,17.437182,133.9520673,96.56,"UP_pEhEx_DOWN_CDC5"
"235","EHI_068170A",420.3297569,-1.258004531,0.411686753,-3.055732357,0.002245116,0.034851838,206,218,613,749,269.8819391,225.5476997,395.8886136,790.000775,96.51,"UP_pEhEx_DOWN_CDC5"
"236","EHI_115270A",207.764062,1.239358493,0.408242645,3.035837899,0.002398683,0.036921498,246,252,144,147,322.2861992,260.7248639,92.99830402,155.0468811,96.31,"DOWN_pEhEx_UP_CDC5"
"237","EHI_115400A",207.764062,1.239358493,0.408242645,3.035837899,0.002398683,0.036921498,246,252,144,147,322.2861992,260.7248639,92.99830402,155.0468811,96.31,"DOWN_pEhEx_UP_CDC5"
"238","EHI_111050A",1585.242298,-1.105176858,0.365643195,-3.022555523,0.002506501,0.038418973,623,1155,2574,2529,816.1963499,1194.98896,1662.344684,2667.439199,96.16,"UP_pEhEx_DOWN_CDC5"
