logFC	logCPM	PValue	FDR	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_005070A	-1.32058564964595	4.1781529531676	0.0279896177239611	0.8747676826368	50	86	132	174	154	476	7.58467136627702	11.1084153794479	11.9131850491216	15.0591589867891	20.2816318016812	41.2478429710524	12.52	UP_pEhEx_DOWN_CmasM
EHI_005100A	-1.14545649722986	3.43933012727154	0.0646192925114175	0.8747676826368	31	46	101	108	86	268	4.70249624709175	5.94171055179771	9.11539159061576	9.34706419869665	11.3261060710687	23.22357545429	12.52	UP_pEhEx_DOWN_CmasM
EHI_005140A	0.671627093162964	5.338808554197	0.331341055342591	0.8747676826368	269	408	608	355	407	103	40.8055319505703	52.7003892420319	54.8728523474691	30.7241462086788	53.6014554758718	8.92547862608906	12.52	DOWN_pEhEx_UP_CmasM
EHI_005860A	-0.558399980553751	1.79789214231561	0.320944783613143	0.8747676826368	21	23	20	40	27	53	3.18556197383635	2.97085527589886	1.8050280377457	3.46187562914691	3.55587051068437	4.59272201148272	12.52	UP_pEhEx_DOWN_CmasM
EHI_005890A	0.916805138125406	10.7256211758293	0.208458436744214	0.8747676826368	15820	17756	21581	19395	12304	2523	2399.79002029005	2293.50027299392	1947.71550412949	1678.57694568261	1620.42336160965	218.630898773036	12.52	DOWN_pEhEx_UP_CmasM
EHI_005920A	-2.34265229395064	1.69945112407546	0.155918275025634	0.8747676826368	11	0	14	7	4	160	1.66862770058094	0	1.26351962642199	0.605828235100709	0.526795631212499	13.8648211667403	12.52	UP_pEhEx_DOWN_CmasM
EHI_005940A	0.614735011589789	3.33481414343421	0.305568496787526	0.8747676826368	79	124	88	137	38	75	11.9837807587177	16.0167849657156	7.94212336608106	11.8569240298282	5.00455849651874	6.49913492190951	12.52	DOWN_pEhEx_UP_CmasM
EHI_006040A	-1.49531141246649	3.20470957725271	0.228349227296774	0.8747676826368	38	9	79	33	12	407	5.76435023837053	1.16250858622129	7.1298607490955	2.8560473940462	1.5803868936375	35.2686388428956	12.52	UP_pEhEx_DOWN_CmasM
EHI_006150A	0.918719783426526	2.3428875779957	0.11221428356984	0.8747676826368	55	44	57	52	26	25	8.34313850290472	5.6833753104152	5.14432990757523	4.50043831789098	3.42417160288124	2.16637830730317	12.52	DOWN_pEhEx_UP_CmasM
EHI_006160A	-1.18237948857466	3.4057030782059	0.0240978961562296	0.8747676826368	34	49	83	164	82	210	5.15757652906837	6.32921341387148	7.49086635664464	14.1936900795023	10.7993104398562	18.1975777813466	12.52	UP_pEhEx_DOWN_CmasM
EHI_006170A	-1.08214838783995	4.7476938292428	0.0713021410442646	0.8747676826368	58	157	245	250	335	495	8.79821878488134	20.279316448527	22.1115934623848	21.6367226821682	44.1191341140468	42.8942904846028	12.52	UP_pEhEx_DOWN_CmasM
EHI_006700A	-1.48909437105743	2.9684765697734	0.125789126934704	0.8747676826368	18	22	70	41	25	308	2.73048169185973	2.8416876552076	6.31759813210993	3.54842251987558	3.29247269507812	26.6897807459751	12.52	UP_pEhEx_DOWN_CmasM
EHI_006710A	-1.15150142559316	1.86217844077156	0.135537874746009	0.8747676826368	12	13	31	28	18	107	1.82032112790648	1.67917906898631	2.79779345850583	2.42331294040284	2.37058034045625	9.27209915525757	12.52	UP_pEhEx_DOWN_CmasM
EHI_006730A	1.22758176074939	2.868351805098	0.145284500731085	0.8747676826368	71	76	103	81	39	7	10.7702333401134	9.81673917253535	9.29589439439033	7.01029814902249	5.13625740432187	0.606585926044888	12.52	DOWN_pEhEx_UP_CmasM
EHI_006760A	0.804463157942834	0.529591096412709	0.179751914936725	0.8747676826368	11	15	13	15	5	8	1.66862770058094	1.93751431036882	1.1732682245347	1.29820336093009	0.658494539015624	0.693241058337014	12.52	DOWN_pEhEx_UP_CmasM
EHI_006770A	2.18689162394386	2.19190649224893	0.216128530161474	0.8747676826368	53	60	64	0	0	54	8.03975164825364	7.75005724147528	5.77608972078623	0	0	4.67937714377485	12.52	DOWN_pEhEx_UP_CmasM
EHI_006810A	-1.54238562274653	6.51001349922099	0.0324440669406598	0.8747676826368	265	242	752	699	599	3077	40.1987582412682	31.2585642072836	67.8690542192382	60.4962766193422	78.8876457740717	266.637842062874	12.52	UP_pEhEx_DOWN_CmasM
EHI_006850A	-1.12831354602902	2.57198495961957	0.0913707345005645	0.8747676826368	24	20	50	61	105	53	3.64064225581297	2.58335241382509	4.51257009436424	5.27936033444904	13.8283853193281	4.59272201148272	12.52	UP_pEhEx_DOWN_CmasM
EHI_006880A	-0.640287122577818	3.08248779683656	0.266048486644723	0.8747676826368	24	51	100	106	64	145	3.64064225581297	6.58754865525399	9.02514018872848	9.17397041723931	8.42873009939998	12.5649941823584	12.52	UP_pEhEx_DOWN_CmasM
EHI_006900A	-0.502258569943916	4.92304867920089	0.321042582612839	0.8747676826368	103	224	334	354	307	403	15.6244230145307	28.933547034841	30.1439682303531	30.6375993179501	40.4315646955593	34.9220183137271	12.52	UP_pEhEx_DOWN_CmasM
EHI_006920A	0.501437635071303	2.0739108680687	0.344991945605622	0.8747676826368	36	37	43	47	24	31	5.46096338371945	4.77920196557642	3.88081028115325	4.06770386424762	3.16077378727499	2.68630910105593	12.52	DOWN_pEhEx_UP_CmasM
EHI_006940A	-1.15341746914808	4.56066952380365	0.0664241421425746	0.8747676826368	70	103	216	204	186	630	10.6185399127878	13.3042649311992	19.4943028076535	17.6555657086492	24.4959968513812	54.5927333440399	12.52	UP_pEhEx_DOWN_CmasM
EHI_007000A	0.550253527668376	4.52433371358693	0.288666223161139	0.8747676826368	225	205	230	262	152	148	34.1310211482466	26.4793622417072	20.7578224340755	22.6752853709123	20.018233986075	12.8249595792348	12.52	DOWN_pEhEx_UP_CmasM
EHI_007260A	-0.705857991893306	0.918886660168347	0.274273218912022	0.8747676826368	7	6	21	18	25	17	1.06185399127878	0.775005724147528	1.89527943963298	1.55784403311611	3.29247269507812	1.47313724896616	12.52	UP_pEhEx_DOWN_CmasM
EHI_007340A	-0.818786254574067	0.877331528435052	0.179197073704078	0.8747676826368	6	7	18	16	15	33	0.910160563953242	0.904173344838783	1.62452523397113	1.38475025165876	1.97548361704687	2.85961936564018	12.52	UP_pEhEx_DOWN_CmasM
EHI_007350A	0.437467703951796	9.50439075722647	0.339011664239842	0.8747676826368	7632	6185	6088	7372	4974	6432	1157.72423734852	798.90173397541	549.45053468979	638.023678451775	655.070367412743	557.36581090296	12.52	DOWN_pEhEx_UP_CmasM
EHI_007360A	0.562013295392057	4.41080152215616	0.344876483202406	0.8747676826368	205	204	199	277	143	95	31.0971526017358	26.3501946210159	17.9600289755697	23.9734887318423	18.8329438158468	8.23223756775205	12.52	DOWN_pEhEx_UP_CmasM
EHI_007510A	1.58188911116317	11.8244154082791	0.07564813485994	0.8747676826368	37582	39449	61094	37214	15620	1967	5700.94238574846	5095.5334686493	5513.81914690178	3220.75599157683	2057.13693988481	170.450645218613	12.52	DOWN_pEhEx_UP_CmasM
EHI_007620A	1.5404014609199	9.74669685164262	0.0648452307845528	0.8747676826368	9342	9300	13481	8869	3753	653	1417.1199980752	1201.25887242867	1216.67914884249	767.584373872598	494.266000985127	56.5858013867588	12.52	DOWN_pEhEx_UP_CmasM
EHI_007630A	0.73454331532737	3.77868256338519	0.260549731783437	0.8747676826368	171	119	105	188	48	90	25.9395760726674	15.3709468622593	9.4763971981649	16.2708154569905	6.32154757454999	7.79896190629141	12.52	DOWN_pEhEx_UP_CmasM
EHI_007640A	1.27398407891933	1.89993923844351	0.189797325017497	0.8747676826368	17	46	71	15	35	4	2.57878826453419	5.94171055179771	6.40784953399722	1.29820336093009	4.60946177310937	0.346620529168507	12.52	DOWN_pEhEx_UP_CmasM
EHI_007930A	-0.876040446890002	4.12262284134619	0.0799877851336089	0.8747676826368	63	94	162	201	186	288	9.55668592150904	12.1417563449779	14.6207271057401	17.3959250364632	24.4959968513812	24.9566781001325	12.52	UP_pEhEx_DOWN_CmasM
EHI_007950A	0.679884410709389	0.47431880150654	0.226411091192655	0.8747676826368	12	8	17	13	6	9	1.82032112790648	1.03334096553004	1.53427383208384	1.12510957947275	0.790193446818749	0.779896190629141	12.52	DOWN_pEhEx_UP_CmasM
EHI_008000A	1.00212519972724	0.578457275226354	0.141254801697067	0.8747676826368	11	13	20	16	7	3	1.66862770058094	1.67917906898631	1.8050280377457	1.38475025165876	0.921892354621873	0.25996539687638	12.52	DOWN_pEhEx_UP_CmasM
EHI_008020A	1.26613314272453	0.810627181686279	0.126426916958561	0.8747676826368	11	21	24	9	14	2	1.66862770058094	2.71252003451635	2.16603364529483	0.778922016558054	1.84378470924375	0.173310264584254	12.52	DOWN_pEhEx_UP_CmasM
EHI_008030A	-0.925223857793178	4.18942214211319	0.187198230086734	0.8747676826368	81	71	175	140	98	528	12.2871676133688	9.17090106907908	15.7939953302748	12.1165647020142	12.9064929647062	45.753909850243	12.52	UP_pEhEx_DOWN_CmasM
EHI_008040A	-0.830725303314828	2.54196971594644	0.148953258948265	0.8747676826368	21	33	51	53	51	118	3.18556197383635	4.2625314828114	4.60282149625152	4.58698520861965	6.71664429795936	10.225305610471	12.52	UP_pEhEx_DOWN_CmasM
EHI_008110A	-1.22912076874873	1.52396410875047	0.140728601125967	0.8747676826368	8	8	27	17	16	87	1.21354741860432	1.03334096553004	2.43678785095669	1.47129714238744	2.10718252485	7.53899650941503	12.52	UP_pEhEx_DOWN_CmasM
EHI_008120A	-0.940176560653208	3.40905778979851	0.103973984561565	0.8747676826368	56	46	77	129	67	242	8.49483193023026	5.94171055179771	6.94935794532093	11.1645489039988	8.82382682280936	20.9705420146947	12.52	UP_pEhEx_DOWN_CmasM
EHI_008130A	0.842176294003891	2.70840275752857	0.280652628620217	0.8747676826368	82	52	59	64	8	80	12.4388610406943	6.71671627594524	5.3248327113498	5.53900100663505	1.053591262425	6.93241058337014	12.52	DOWN_pEhEx_UP_CmasM
EHI_008200A	-1.28404216437625	6.10858407659467	0.0873910858697831	0.8747676826368	294	219	523	457	357	2376	44.5978676337089	28.2877089313848	47.2014831870499	39.5519290630034	47.0165100857155	205.892594326093	12.52	UP_pEhEx_DOWN_CmasM
EHI_008230A	-0.72999875339167	4.74543032513209	0.182906813821773	0.8747676826368	114	182	213	289	175	594	17.2930507151116	23.5085069658083	19.2235486019917	25.0120514205864	23.0473088655468	51.4731485815233	12.52	UP_pEhEx_DOWN_CmasM
EHI_008390A	0.732894743256784	3.73046490287139	0.263979974973675	0.8747676826368	116	129	163	155	97	38	17.5964375697627	16.6626230691719	14.7109785076274	13.4147680629443	12.7747940569031	3.29289502710082	12.52	DOWN_pEhEx_UP_CmasM
EHI_008610A	1.34432929683748	1.69957459862286	0.0796468281974118	0.8747676826368	19	19	85	31	12	10	2.88217511918527	2.45418479313384	7.67136916041921	2.68295361258885	1.5803868936375	0.866551322921268	12.52	DOWN_pEhEx_UP_CmasM
EHI_008630A	1.15372077549382	4.71281522063553	0.273927658596594	0.8747676826368	138	344	469	174	247	10	20.9336929709246	44.4336615177916	42.3279074851366	15.0591589867891	32.5296302273718	0.866551322921268	12.52	DOWN_pEhEx_UP_CmasM
EHI_008640A	-1.28271097088646	0.877900969870103	0.119290452290654	0.8747676826368	5	5	15	14	7	54	0.758467136627702	0.645838103456273	1.35377102830927	1.21165647020142	0.921892354621873	4.67937714377485	12.52	UP_pEhEx_DOWN_CmasM
EHI_008750A	0.70134028800533	0.619476977025575	0.231584851571625	0.8747676826368	14	14	12	15	7	9	2.12370798255756	1.80834668967757	1.08301682264742	1.29820336093009	0.921892354621873	0.779896190629141	12.52	DOWN_pEhEx_UP_CmasM
EHI_008790A	-0.78772181087853	3.58037420678848	0.219621886803679	0.8747676826368	57	56	110	124	58	302	8.6465253575558	7.23338675871026	9.92765420760132	10.7318144503554	7.63853665258124	26.1698499522223	12.52	UP_pEhEx_DOWN_CmasM
EHI_009020A	0.712133372345124	0.557687708550784	0.298780868309056	0.8747676826368	11	14	14	17	8	4	1.66862770058094	1.80834668967757	1.26351962642199	1.47129714238744	1.053591262425	0.346620529168507	12.52	DOWN_pEhEx_UP_CmasM
EHI_009240A	-0.631377763964789	4.23757845055554	0.198576304212445	0.8747676826368	80	109	195	222	207	249	12.1354741860432	14.0792706553468	17.5990233680205	19.2134097417653	27.2616739152468	21.5771279407396	12.52	UP_pEhEx_DOWN_CmasM
EHI_009450A	-0.768632742517266	2.67102751726841	0.259033828895155	0.8747676826368	34	25	58	57	32	162	5.15757652906837	3.22919051728137	5.23458130946252	4.93317277153434	4.21436504969999	14.0381314313245	12.52	UP_pEhEx_DOWN_CmasM
EHI_009460A	1.24459050820822	0.808166104682883	0.134698936082182	0.8747676826368	8	19	31	12	12	2	1.21354741860432	2.45418479313384	2.79779345850583	1.03856268874407	1.5803868936375	0.173310264584254	12.52	DOWN_pEhEx_UP_CmasM
EHI_009470A	0.457436989632129	6.64656541947051	0.307152994813684	0.8747676826368	884	740	1301	916	732	890	134.096989755778	95.5840393115284	117.417073855357	79.2769519074642	96.4036005118873	77.1230677399929	12.52	DOWN_pEhEx_UP_CmasM
EHI_009490A	-0.763988785773957	3.52805699197699	0.229038724437477	0.8747676826368	48	108	44	174	124	131	7.28128451162594	13.9501030346555	3.97106168304053	15.0591589867891	16.3306645675875	11.3518223302686	12.52	UP_pEhEx_DOWN_CmasM
EHI_009530A	0.432560219046597	10.6719537549818	0.325720794600452	0.8747676826368	13945	11889	21838	16507	13509	11054	2115.36484405466	1535.67384239833	1970.91011441452	1428.6295252582	1779.12054551241	957.88583235717	12.52	DOWN_pEhEx_UP_CmasM
EHI_009540A	1.07394977217902	3.46084824274616	0.205626786004474	0.8747676826368	109	124	127	121	72	11	16.5345835784839	16.0167849657156	11.4619280396852	10.4721737781694	9.48232136182498	0.953206455213395	12.52	DOWN_pEhEx_UP_CmasM
EHI_009590A	0.945421914846925	2.35554461049272	0.294355033317245	0.8747676826368	31	72	60	45	44	5	4.70249624709175	9.30006868977033	5.41508411323709	3.89461008279027	5.79475194333749	0.433275661460634	12.52	DOWN_pEhEx_UP_CmasM
EHI_009620A	-1.68264857810768	6.28344990232311	0.0943861571480765	0.8747676826368	189	122	733	396	255	3316	28.6700577645271	15.7584497243331	66.1542775833797	34.2725687285544	33.5832214897968	287.348418680692	12.52	UP_pEhEx_DOWN_CmasM
EHI_009690A	0.934400293438458	1.63860860236739	0.132850266027219	0.8747676826368	25	30	42	31	18	11	3.79233568313851	3.87502862073764	3.79055887926596	2.68295361258885	2.37058034045625	0.953206455213395	12.52	DOWN_pEhEx_UP_CmasM
EHI_009700A	0.523021246180422	3.20405798318085	0.331939711124982	0.8747676826368	91	84	81	100	43	90	13.8041018866242	10.8500801380654	7.31036355287007	8.65468907286727	5.66305303553436	7.79896190629141	12.52	DOWN_pEhEx_UP_CmasM
EHI_009800A	-0.731653029750861	2.78498133179132	0.238847686370341	0.8747676826368	30	42	56	77	34	159	4.55080281976621	5.4250400690327	5.05407850568795	6.6641105861078	4.47776286530624	13.7781660344482	12.52	UP_pEhEx_DOWN_CmasM
EHI_009810A	-0.745966111418817	7.09305117348171	0.282319694228351	0.8747676826368	289	579	2069	1317	958	3141	43.8394004970812	74.7880523802364	186.730150504792	113.982255089662	126.167553675394	272.18377052957	12.52	UP_pEhEx_DOWN_CmasM
EHI_009820A	1.0009481967763	0.456268912099534	0.289737494073651	0.8747676826368	13	7	20	12	0	14	1.97201455523202	0.904173344838783	1.8050280377457	1.03856268874407	0	1.21317185208978	12.52	DOWN_pEhEx_UP_CmasM
EHI_009840A	-2.63472792829824	4.16535097205866	0.146038650618203	0.8747676826368	21	0	127	31	43	958	3.18556197383635	0	11.4619280396852	2.68295361258885	5.66305303553436	83.0156167358575	12.52	UP_pEhEx_DOWN_CmasM
EHI_009870A	0.693253182083087	9.97062005369262	0.132766597005893	0.8747676826368	8904	8208	14493	10414	7088	5369	1350.67827690661	1060.20783063382	1308.01356755242	901.299320048398	933.481858508548	465.251405276429	12.52	DOWN_pEhEx_UP_CmasM
EHI_009940A	-2.85050887805576	4.77606685513272	0.0125190650540807	0.8747676826368	28	25	136	72	146	1357	4.24741596511513	3.22919051728137	12.2741906566707	6.23137613246444	19.2280405392562	117.591014520416	12.52	UP_pEhEx_DOWN_CmasM
EHI_009950A	-0.626473906507117	1.00181576662212	0.242440623181426	0.8747676826368	10	8	18	25	18	23	1.5169342732554	1.03334096553004	1.62452523397113	2.16367226821682	2.37058034045625	1.99306804271892	12.52	UP_pEhEx_DOWN_CmasM
EHI_010040A	-1.13942988485905	0.631800315661984	0.216404808836571	0.8747676826368	6	2	14	11	5	44	0.910160563953242	0.258335241382509	1.26351962642199	0.9520157980154	0.658494539015624	3.81282582085358	12.52	UP_pEhEx_DOWN_CmasM
EHI_010100A	0.781163497419922	1.69980342103601	0.263137955305275	0.8747676826368	25	14	65	24	25	16	3.79233568313851	1.80834668967757	5.86634112267351	2.07712537748815	3.29247269507812	1.38648211667403	12.52	DOWN_pEhEx_UP_CmasM
EHI_010260A	-0.884865767770607	1.83284005837595	0.267715209783533	0.8747676826368	18	18	22	25	14	103	2.73048169185973	2.32501717244258	1.98553084152026	2.16367226821682	1.84378470924375	8.92547862608906	12.52	UP_pEhEx_DOWN_CmasM
EHI_010350A	-2.55218588057652	4.99381468760755	0.0431713596685482	0.8747676826368	42	34	186	119	43	1685	6.37112394767269	4.39169910350266	16.786760751035	10.2990799967121	5.66305303553436	146.013897912234	12.52	UP_pEhEx_DOWN_CmasM
EHI_010520A	-1.45337619810386	2.18274685380675	0.133674575846544	0.8747676826368	20	11	27	26	13	172	3.03386854651081	1.4208438276038	2.43678785095669	2.25021915894549	1.71208580144062	14.9046827542458	12.52	UP_pEhEx_DOWN_CmasM
EHI_010540A	-1.32972559651442	1.61290409527925	0.0920703461636256	0.8747676826368	4	11	30	25	24	79	0.606773709302161	1.4208438276038	2.70754205661854	2.16367226821682	3.16077378727499	6.84575545107802	12.52	UP_pEhEx_DOWN_CmasM
EHI_010560A	-0.757742205874382	3.15811462296392	0.189304693426708	0.8747676826368	34	47	90	82	73	186	5.15757652906837	6.07087817248897	8.12262616985563	7.09684503975116	9.61402026962811	16.1178546063356	12.52	UP_pEhEx_DOWN_CmasM
EHI_010660A	-1.6836191658698	1.99785571217929	0.0874858504251413	0.8747676826368	14	13	17	27	9	157	2.12370798255756	1.67917906898631	1.53427383208384	2.33676604967416	1.18529017022812	13.6048557698639	12.52	UP_pEhEx_DOWN_CmasM
EHI_010710A	-0.464763751295278	6.09957073479768	0.316937692165218	0.8747676826368	372	471	610	728	529	1213	56.429954965101	60.8379493455809	55.0533551512437	63.0061364504737	69.668722227853	105.11267547035	12.52	UP_pEhEx_DOWN_CmasM
EHI_010950A	-0.799237199957439	0.743326800137187	0.241925682735059	0.8747676826368	2	12	14	17	14	26	0.303386854651081	1.55001144829506	1.26351962642199	1.47129714238744	1.84378470924375	2.2530334395953	12.52	UP_pEhEx_DOWN_CmasM
EHI_011210A	0.598646317771122	14.4116367636622	0.281505609338958	0.8747676826368	193364	246480	194850	287854	149539	85402	29332.0478813758	31837.2351479804	17585.4856577374	24912.8686838114	19694.1229739715	7400.52160801221	12.52	DOWN_pEhEx_UP_CmasM
EHI_011370A	-1.14547606485143	3.6657224914169	0.102564244186738	0.8747676826368	44	52	109	92	81	379	6.67451080232378	6.71671627594524	9.83740280571404	7.96231394703789	10.6676115320531	32.8422951387161	12.52	UP_pEhEx_DOWN_CmasM
EHI_011400A	-1.29196542804951	2.35825660037339	0.338672838922717	0.8747676826368	15	10	54	12	3	223	2.27540140988311	1.29167620691255	4.87357570191338	1.03856268874407	0.395096723409374	19.3240945011443	12.52	UP_pEhEx_DOWN_CmasM
EHI_011530A	0.929191207385877	1.686879674506	0.103497382522028	0.8747676826368	34	25	39	30	17	16	5.15757652906837	3.22919051728137	3.51980467360411	2.59640672186018	2.23888143265312	1.38648211667403	12.52	DOWN_pEhEx_UP_CmasM
EHI_011660A	1.24758758599744	1.30397625957844	0.265314082832152	0.8747676826368	8	30	49	11	23	1	1.21354741860432	3.87502862073764	4.42231869247695	0.9520157980154	3.02907487947187	0.0866551322921268	12.52	DOWN_pEhEx_UP_CmasM
EHI_011800A	-1.4615174649973	2.24867454203975	0.212180030505748	0.8747676826368	16	8	41	17	7	201	2.42709483720865	1.03334096553004	3.70030747737868	1.47129714238744	0.921892354621873	17.4176815907175	12.52	UP_pEhEx_DOWN_CmasM
EHI_011870A	-0.428687879928582	6.10862556774178	0.336313881344342	0.8747676826368	407	434	644	725	642	1033	61.7392249214949	56.0587473800045	58.1219028154114	62.7464957782877	84.5506988096061	89.514751657767	12.52	UP_pEhEx_DOWN_CmasM
EHI_011880A	-1.71268485733074	2.14248982793179	0.0300548957113681	0.8747676826368	6	11	38	41	33	131	0.910160563953242	1.4208438276038	3.42955327171682	3.54842251987558	4.34606395750312	11.3518223302686	12.52	UP_pEhEx_DOWN_CmasM
EHI_011900A	-2.32530499619082	3.46156901671721	0.108631009640799	0.8747676826368	21	7	73	22	9	585	3.18556197383635	0.904173344838783	6.58835233777179	1.9040315960308	1.18529017022812	50.6932523908942	12.52	UP_pEhEx_DOWN_CmasM
