logFC	logCPM	PValue	FDR	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_178570A	0.201393170919648	4.01303162658315	0.866484445117935	1	187	185	8	245	175	38	24.2957311236726	24.2951452474473	2.32566697576947	19.836194132523	21.8172182666994	2.79048586360105	0	DOWN_pEhEx_UP_U2AF84
EHI_178580A	0.148798539150238	3.70275106565884	0.892507726178976	1	134	147	12	203	141	33	17.4097752437012	19.3047910885122	3.4885004636542	16.4357037098048	17.5784444320264	2.42331667102197	0	DOWN_pEhEx_UP_U2AF84
EHI_178590A	0.438895989009865	8.32162516482219	0.632274374518723	1	1314	1271	2637	2288	1906	5331	170.719736344951	166.914214105436	766.59797688801	185.24576398046	237.620674379023	391.475793127822	0	DOWN_pEhEx_UP_U2AF84
EHI_178610A	-0.229638350895584	0.112062200049495	0.860512174338863	1	10	7	0	23	6	2	1.29923695848517	0.919275766119629	0	1.86217332672665	0.748018912001121	0.146867677031634	0	UP_pEhEx_DOWN_U2AF84
EHI_178620A	0.844899449227772	5.10558923522734	0.581350025393504	1	26	41	425	59	99	768	3.37801609206143	5.38432948727212	123.551058087753	4.77687940334227	12.3423120480185	56.3971879801476	0	DOWN_pEhEx_UP_U2AF84
EHI_178640A	1.03778472192967	3.97065355339986	0.786871669192946	1	7	0	213	0	0	416	0.909465870939616	0	61.920883229862	0	0	30.54847682258	0	DOWN_pEhEx_UP_U2AF84
EHI_178660A	-0.261309938114829	3.26883515673008	0.729342485152625	1	62	87	21	123	52	195	8.05526914260803	11.4252845217725	6.10487581139485	9.95857909510339	6.48283057067639	14.3195985105844	0	UP_pEhEx_DOWN_U2AF84
EHI_178670A	-0.335743575505836	4.10647118338893	0.72881988093767	1	173	155	7	252	152	239	22.4767993817934	20.3553919640775	2.03495860379828	20.4029425363094	18.9498124373617	17.5506874052803	0	UP_pEhEx_DOWN_U2AF84
EHI_178680A	-0.320175114979191	4.06606943997237	0.657327317336907	1	93	96	67	189	183	230	12.082903713912	12.6072105067835	19.4774609220693	15.302206902232	22.8145768160342	16.889782858638	0	UP_pEhEx_DOWN_U2AF84
EHI_178700A	0.00642108761290413	0.245871598318832	1	1	9	8	2	10	6	18	1.16931326263665	1.05060087556529	0.581416743942367	0.809640576837674	0.748018912001121	1.32180909328471	0	DOWN_pEhEx_UP_U2AF84
EHI_178720A	0.248697038868175	0.0537088039763352	0.847673322901066	1	9	8	1	12	7	6	1.16931326263665	1.05060087556529	0.290708371971183	0.971568692205208	0.872688730667975	0.440603031094903	0	DOWN_pEhEx_UP_U2AF84
EHI_178730A	-0.0373686317015136	1.61479663997075	1	1	22	20	10	47	33	10	2.85832130866737	2.62650218891323	2.90708371971183	3.80531071113707	4.11410401600617	0.734338385158172	0	UP_pEhEx_DOWN_U2AF84
EHI_178740A	2.51701990771765	6.62691935352809	0.160513197358883	1	82	40	1681	113	64	966	10.6537430595784	5.25300437782645	488.680773283559	9.14893851826571	7.97886839467863	70.9370880062794	0	DOWN_pEhEx_UP_U2AF84
EHI_178750A	-0.300231290063061	5.17541626830901	0.682887958841428	1	303	286	67	479	388	433	39.3668798421005	37.5589813014591	19.4774609220693	38.7817836305246	48.3718896427392	31.7968520773489	0	UP_pEhEx_DOWN_U2AF84
EHI_178810A	0.211067966860547	1.1308096311289	0.884660433806857	1	24	21	1	34	19	5	3.1181687003644	2.75782729835889	0.290708371971183	2.75277796124809	2.36872655467022	0.367169192579086	0	DOWN_pEhEx_UP_U2AF84
EHI_178820A	0.282087442467701	4.28217717993952	0.733656634673223	1	217	202	29	231	178	153	28.1934419991281	26.5276721080236	8.43054278716432	18.7026973249503	22.1912277226999	11.23537729292	0	DOWN_pEhEx_UP_U2AF84
EHI_178830A	0.415081159059808	0.475991249416762	0.623901096690055	1	15	5	5	14	4	18	1.94885543772775	0.656625547228307	1.45354185985592	1.13349680757274	0.498679274667414	1.32180909328471	0	DOWN_pEhEx_UP_U2AF84
EHI_178840A	0.315271700737943	0.942589206729955	0.82723069804028	1	23	19	0	32	9	11	2.98824500451588	2.49517707946757	0	2.59084984588056	1.12202836800168	0.807772223673989	0	DOWN_pEhEx_UP_U2AF84
EHI_178850A	0.192096847939153	3.92493554453476	0.892158120510216	1	140	216	4	227	181	13	18.1893174187923	28.3662236402628	1.16283348788473	18.3788410942152	22.5652371787005	0.954639900705624	0	DOWN_pEhEx_UP_U2AF84
EHI_178860A	1.29421044658978	1.57484560427484	0.279020066424453	1	19	26	21	30	0	32	2.46855022112182	3.41445284558719	6.10487581139485	2.42892173051302	0	2.34988283250615	0	DOWN_pEhEx_UP_U2AF84
EHI_178870A	-0.0725545882089568	1.49870896311806	0.920504873951449	1	18	24	7	42	26	19	2.3386265252733	3.15180262669587	2.03495860379828	3.40049042271823	3.24141528533819	1.39524293180053	0	UP_pEhEx_DOWN_U2AF84
EHI_178880A	0.292004606341627	4.488946039128	0.678795619405496	1	160	191	95	234	122	351	20.7877913357627	25.0830959041213	27.6172953372624	18.9455894980016	15.2097178773561	25.7752773190518	0	DOWN_pEhEx_UP_U2AF84
EHI_178890A	-0.0219275344544099	5.75834416172262	0.978062441838537	1	525	533	76	774	440	619	68.2099403204712	69.9962833345375	22.0938362698099	62.6661806472359	54.8547202134156	45.4555460412909	0	UP_pEhEx_DOWN_U2AF84
EHI_178910A	-0.570087699539345	2.29051999945353	0.410761277418831	1	24	27	16	68	38	87	3.1181687003644	3.54577795503286	4.65133395153893	5.50555592249618	4.73745310934044	6.3887439508761	0	UP_pEhEx_DOWN_U2AF84
EHI_178920A	0.240624973084875	6.01070390347603	0.765556989382345	1	305	347	426	606	480	923	39.6267272337976	45.5698129776445	123.841766459724	49.064218956363	59.8415129600897	67.7794329500993	0	DOWN_pEhEx_UP_U2AF84
EHI_178940A	0.20309918358948	4.30866575980726	0.833010271415003	1	230	219	14	302	112	221	29.8824500451588	28.7601989685998	4.06991720759657	24.4511454204977	13.9630196906876	16.2288783119956	0	DOWN_pEhEx_UP_U2AF84
EHI_178960A	-0.299232714669119	9.93379176197062	0.681999963431414	1	4633	5864	4329	8458	10570	16805	601.936482866177	770.090441789358	1258.47654226325	684.793999889304	1317.75998330864	1234.05565625831	0	UP_pEhEx_DOWN_U2AF84
EHI_178970A	0.41519897170959	5.36496149726711	0.578590760424313	1	433	446	88	502	287	395	56.2569603024077	58.570998812765	25.5823367334641	40.6439569572512	35.780237957387	29.0063662137478	0	DOWN_pEhEx_UP_U2AF84
EHI_178990A	-0.220746047900812	2.22602521248528	0.777011448512624	1	26	31	17	51	34	81	3.37801609206143	4.0710783928155	4.94204232351012	4.12916694187214	4.23877383467302	5.94814091978119	0	UP_pEhEx_DOWN_U2AF84
EHI_179000A	-0.820801332415059	8.99996713986893	0.265803933240833	1	3074	3811	722	7046	6375	8108	399.38544103834	500.479992097415	209.891444563194	570.472750439825	794.770094001192	595.401562686246	0	UP_pEhEx_DOWN_U2AF84
EHI_179010A	-0.115376093684773	0.984634482895379	0.881594822473596	1	17	14	3	32	9	24	2.20870282942478	1.83855153223926	0.87212511591355	2.59084984588056	1.12202836800168	1.76241212437961	0	UP_pEhEx_DOWN_U2AF84
EHI_179020A	-0.0660222064247744	1.688855466074	0.943344672421302	1	21	32	6	51	34	12	2.72839761281885	4.20240350226116	1.7442502318271	4.12916694187214	4.23877383467302	0.881206062189807	0	UP_pEhEx_DOWN_U2AF84
EHI_179030A	0.191368934485231	0.667293403816973	0.881091609413322	1	11	15	3	22	15	3	1.42916065433368	1.96987664168492	0.87212511591355	1.78120926904288	1.8700472800028	0.220301515547452	0	DOWN_pEhEx_UP_U2AF84
EHI_179040A	1.6293110912913	0.849677596703407	0.0649318352277635	1	9	9	18	7	7	12	1.16931326263665	1.18192598501095	5.2327506954813	0.566748403786372	0.872688730667975	0.881206062189807	0	DOWN_pEhEx_UP_U2AF84
EHI_179050A	-0.167632232551375	0.844629044687171	0.889616558734667	1	5	10	9	20	21	10	0.649618479242583	1.31325109445661	2.61637534774065	1.61928115367535	2.61806619200392	0.734338385158172	0	UP_pEhEx_DOWN_U2AF84
EHI_179060A	0.355785679907983	0.932620262135872	0.5979189700747	1	18	14	5	21	9	22	2.3386265252733	1.83855153223926	1.45354185985592	1.70024521135911	1.12202836800168	1.61554444734798	0	DOWN_pEhEx_UP_U2AF84
EHI_179080A	-0.675554158186893	2.70424820923241	0.335077100815723	1	26	47	17	75	73	109	3.37801609206143	6.17228014394608	4.94204232351012	6.07230432628255	9.10089676268031	8.00428839822408	0	UP_pEhEx_DOWN_U2AF84
EHI_179090A	0.67467731118427	-0.108670861657886	0.672322137077132	1	10	9	0	13	4	1	1.29923695848517	1.18192598501095	0	1.05253274988898	0.498679274667414	0.0734338385158172	0	DOWN_pEhEx_UP_U2AF84
EHI_179200A	1.08377637432921	1.39460048372738	0.181198976799007	1	23	18	16	33	11	8	2.98824500451588	2.3638519700219	4.65133395153893	2.67181390356432	1.37136800533539	0.587470708126538	0	DOWN_pEhEx_UP_U2AF84
EHI_179310A	0.871742845344451	5.21420215256112	0.352818239922742	1	169	149	351	282	147	505	21.9571045983993	19.5674413074035	102.038638561885	22.8318642668224	18.3264633440275	37.0840884504877	0	DOWN_pEhEx_UP_U2AF84
EHI_179320A	0.390585947432848	4.08540820677541	0.783680988442365	1	49	25	164	60	14	503	6.36626109657731	3.28312773614153	47.6761730032741	4.85784346102604	1.74537746133595	36.9372207734561	0	DOWN_pEhEx_UP_U2AF84
EHI_179330A	-0.191387042491123	5.19109693521664	0.804963562856104	1	153	206	189	442	353	494	19.878325464823	27.0529725458062	54.9438823025536	35.7861134962252	44.0084459893993	36.2763162268137	0	UP_pEhEx_DOWN_U2AF84
EHI_179350A	1.88248669525325	2.06465477615912	0.178102662470329	1	5	16	57	9	4	53	0.649618479242583	2.10120175113058	16.5703772023574	0.728676519153906	0.498679274667414	3.89199344133831	0	DOWN_pEhEx_UP_U2AF84
EHI_179380A	0.0243776806889454	3.67813774344332	0.99158124737412	1	9	8	124	17	0	492	1.16931326263665	1.05060087556529	36.0478381244267	1.37638898062405	0	36.1294485497821	0	DOWN_pEhEx_UP_U2AF84
EHI_179390A	-1.06939052969733	4.77116142554592	0.262294831550781	1	38	82	127	300	329	607	4.93710044224363	10.7686589745442	36.9199632403403	24.2892173051302	41.0163703413948	44.5743399791011	0	UP_pEhEx_DOWN_U2AF84
EHI_179500A	-0.367985271304156	1.23261849378827	0.613037542306096	1	18	9	7	35	23	20	2.3386265252733	1.18192598501095	2.03495860379828	2.83374201893186	2.86740582933763	1.46867677031634	0	UP_pEhEx_DOWN_U2AF84
EHI_179810A	0.259993954436619	0.875627548285109	0.820117656870578	1	8	5	13	9	2	46	1.03938956678813	0.656625547228307	3.77920883562538	0.728676519153906	0.249339637333707	3.37795657172759	0	DOWN_pEhEx_UP_U2AF84
EHI_179820A	-0.67121070755892	1.02111212773504	0.333830529567055	1	12	14	2	18	22	34	1.5590843501822	1.83855153223926	0.581416743942367	1.45735303830781	2.74273601067078	2.49675050953779	0	UP_pEhEx_DOWN_U2AF84
EHI_179830A	0.0318715708461813	4.36521751023503	0.965680183980676	1	163	135	79	274	84	378	21.1775624233082	17.7288897751643	22.9659613857235	22.1841518053523	10.4722647680157	27.7579909589789	0	DOWN_pEhEx_UP_U2AF84
EHI_179880A	0.426214718122863	0.499098219501723	0.611610062405589	1	13	11	3	18	9	7	1.68900804603072	1.44457620390227	0.87212511591355	1.45735303830781	1.12202836800168	0.514036869610721	0	DOWN_pEhEx_UP_U2AF84
EHI_179910A	-0.0898202195744329	0.782321860409939	0.975122981605065	1	10	4	9	5	1	55	1.29923695848517	0.525300437782645	2.61637534774065	0.404820288418837	0.124669818666854	4.03886111836995	0	UP_pEhEx_DOWN_U2AF84
EHI_179930A	-0.263737218856793	0.396834236200965	0.797637973207515	1	5	9	4	4	8	30	0.649618479242583	1.18192598501095	1.16283348788473	0.323856230735069	0.997358549334829	2.20301515547452	0	UP_pEhEx_DOWN_U2AF84
EHI_179960A	-0.175298058918574	2.82315787254435	0.794039481803608	1	57	48	19	72	70	99	7.40565066336545	6.30360525339174	5.52345906745248	5.82941215323125	8.72688730667975	7.26995001306591	0	UP_pEhEx_DOWN_U2AF84
EHI_179970A	-0.517746084723276	0.981750631617683	0.580405715449727	1	10	8	7	16	7	53	1.29923695848517	1.05060087556529	2.03495860379828	1.29542492294028	0.872688730667975	3.89199344133831	0	UP_pEhEx_DOWN_U2AF84
EHI_179980A	0.093491380528823	8.44801211791258	0.895237048328826	1	2296	2374	1620	3376	2811	5301	298.304805668194	311.765809824	470.947562593317	273.334658740399	350.446860272525	389.272777972347	0	DOWN_pEhEx_UP_U2AF84
EHI_179990A	-2.01964869321244	1.19230053016534	0.163861892011123	1	2	0	8	42	41	17	0.259847391697033	0	2.32566697576947	3.40049042271823	5.111462565341	1.24837525476889	0	UP_pEhEx_DOWN_U2AF84
EHI_180000A	-1.00429285833717	1.94108806873105	0.203155261504315	1	10	17	13	54	53	46	1.29923695848517	2.23252686057624	3.77920883562538	4.37205911492344	6.60750038934324	3.37795657172759	0	UP_pEhEx_DOWN_U2AF84
EHI_180020A	-0.364722759616835	4.02391938466996	0.656883700643887	1	129	147	20	272	174	143	16.7601567644586	19.3047910885122	5.81416743942366	22.0222236899847	21.6925484480325	10.5010389077619	0	UP_pEhEx_DOWN_U2AF84
EHI_180030A	-0.0296056338729966	0.599071695040785	1	1	10	12	3	23	15	3	1.29923695848517	1.57590131334794	0.87212511591355	1.86217332672665	1.8700472800028	0.220301515547452	0	UP_pEhEx_DOWN_U2AF84
EHI_180150A	0.604501060519983	0.346627752760385	0.598826337280721	1	17	9	1	21	4	4	2.20870282942478	1.18192598501095	0.290708371971183	1.70024521135911	0.498679274667414	0.293735354063269	0	DOWN_pEhEx_UP_U2AF84
EHI_180350A	-0.0505853634900535	3.74103741834691	0.959500523125517	1	115	149	14	219	154	44	14.9412250225794	19.5674413074035	4.06991720759657	17.7311286327451	19.1991520746955	3.23108889469596	0	UP_pEhEx_DOWN_U2AF84
EHI_180370A	1.5107076370168	2.57161078334157	0.427135707198715	1	8	2	85	5	2	114	1.03938956678813	0.262650218891323	24.7102116175506	0.404820288418837	0.249339637333707	8.37145759080316	0	DOWN_pEhEx_UP_U2AF84
EHI_180390A	-3.16403705711418	2.76072861519164	0.050134228261536	1	8	19	1	19	266	9	1.03938956678813	2.49517707946757	0.290708371971183	1.53831709599158	33.1621717653831	0.660904546642355	0	UP_pEhEx_DOWN_U2AF84
EHI_180420A	0.488305473935692	1.12459678949111	0.687587617324831	1	15	30	3	26	22	1	1.94885543772775	3.93975328336984	0.87212511591355	2.10506549977795	2.74273601067078	0.0734338385158172	0	DOWN_pEhEx_UP_U2AF84
EHI_180430A	0.91903240621468	4.59126398981425	0.415769680793631	1	59	70	266	154	70	387	7.66549805506248	9.19275766119629	77.3284269443348	12.4684648833002	8.72688730667975	28.4188955056213	0	DOWN_pEhEx_UP_U2AF84
EHI_180770A	0.382295572104737	0.974929858199017	0.694401422633281	1	10	6	14	9	6	41	1.29923695848517	0.787950656673968	4.06991720759657	0.728676519153906	0.748018912001121	3.01078737914851	0	DOWN_pEhEx_UP_U2AF84
EHI_180780A	-0.475210869118792	4.26546250681158	0.699851344240448	1	35	38	132	83	83	670	4.54732935469808	4.99035415893513	38.3735051001962	6.72001678775269	10.3475949493488	49.2006718055975	0	UP_pEhEx_DOWN_U2AF84
EHI_180800A	0.256269040463014	6.0792103577691	0.8553246818114	1	212	120	609	206	58	2184	27.5438235198855	15.7590131334794	177.041398530451	16.6785958828561	7.23084948267751	160.379503318545	0	DOWN_pEhEx_UP_U2AF84
EHI_181140A	0.0300495298080398	5.54484231379016	0.978273015930875	1	461	555	27	782	446	259	59.8948237861661	72.885435742342	7.84912604322195	63.3138931087061	55.6027391254167	19.0193641755967	0	DOWN_pEhEx_UP_U2AF84
EHI_181180A	0.0948281654808572	10.5098562887793	0.890228939266773	1	13968	12706	3556	14732	10639	23297	1814.77418361208	1668.61684061657	1033.75897072953	1192.76249779726	1326.36220079666	1710.78813590299	0	DOWN_pEhEx_UP_U2AF84
EHI_181190A	-0.144264872299072	2.73100681848581	0.854705218768427	1	61	64	6	87	48	98	7.92534544675951	8.40480700452233	1.7442502318271	7.04387301848776	5.98415129600897	7.19651617455009	0	UP_pEhEx_DOWN_U2AF84
EHI_181200A	1.36933512327099	2.27627847626234	0.344535083060947	1	9	8	63	15	4	83	1.16931326263665	1.05060087556529	18.3146274341845	1.21446086525651	0.498679274667414	6.09500859681283	0	DOWN_pEhEx_UP_U2AF84
EHI_181210A	0.440018152584782	2.34947870894458	0.642598361035575	1	51	59	8	70	45	16	6.62610848827435	7.74818145729402	2.32566697576947	5.66748403786372	5.61014184000841	1.17494141625308	0	DOWN_pEhEx_UP_U2AF84
EHI_181220A	0.0320868632309263	2.2734135510186	0.989668771399019	1	51	48	3	72	52	19	6.62610848827435	6.30360525339174	0.87212511591355	5.82941215323125	6.48283057067639	1.39524293180053	0	DOWN_pEhEx_UP_U2AF84
EHI_181230A	0.441321836417436	1.39828358220918	0.485828786116655	1	22	18	11	23	14	34	2.85832130866737	2.3638519700219	3.19779209168302	1.86217332672665	1.74537746133595	2.49675050953779	0	DOWN_pEhEx_UP_U2AF84
EHI_181240A	-0.696179435318597	3.38966675625055	0.470746714143188	1	74	95	4	126	144	135	9.61435349279023	12.4758853973378	1.16283348788473	10.2014712681547	17.9524538880269	9.91356819963532	0	UP_pEhEx_DOWN_U2AF84
EHI_181250A	0.0259249315126021	7.45184433574884	0.977580212305311	1	591	623	1276	1669	1094	3381	76.7849042464733	81.815543184647	370.94388263523	135.129012274208	136.388781621538	248.279808021978	0	DOWN_pEhEx_UP_U2AF84
EHI_181270A	1.09617837374034	2.79042636210752	0.165453136400456	1	33	63	52	58	26	66	4.28748196300105	8.27348189507666	15.1168353425015	4.69591534565851	3.24141528533819	4.84663334204394	0	DOWN_pEhEx_UP_U2AF84
EHI_181520A	0.694515745163099	2.34094541700241	0.467918732187954	1	39	69	13	73	36	10	5.06702413809215	9.06143255175063	3.77920883562538	5.91037621091502	4.48811347200673	0.734338385158172	0	DOWN_pEhEx_UP_U2AF84
EHI_181530A	0.327147389774395	2.39661047573408	0.804958119436663	1	53	68	3	79	54	4	6.88595587997138	8.93010744230497	0.87212511591355	6.39616055701762	6.73217020801009	0.293735354063269	0	DOWN_pEhEx_UP_U2AF84
EHI_181540A	0.222439282232252	3.40480975318216	0.827382594499284	1	143	101	5	133	56	149	18.5790885063379	13.2638360540118	1.45354185985592	10.7682196719411	6.9815098453438	10.9416419388568	0	DOWN_pEhEx_UP_U2AF84
EHI_181560A	0.342310312560348	9.59963809143315	0.777911896970323	1	10129	9494	133	12367	6465	3334	1315.99711524962	1246.80058907711	38.6642134721674	1001.28250137515	805.990377681208	244.828417611735	0	DOWN_pEhEx_UP_U2AF84
EHI_181600A	0.450411068846587	1.04550417942627	0.596293152127008	1	22	19	3	23	16	12	2.85832130866737	2.49517707946757	0.87212511591355	1.86217332672665	1.99471709866966	0.881206062189807	0	DOWN_pEhEx_UP_U2AF84
EHI_181610A	1.05723794148379	3.75033717207816	0.240810086064596	1	151	216	19	139	82	59	19.618478073126	28.3662236402628	5.52345906745248	11.2540040180437	10.222925130682	4.33259647243322	0	DOWN_pEhEx_UP_U2AF84
EHI_181710A	1.77964195897487	4.95885970396218	0.192874118740611	1	79	39	443	74	61	385	10.2639719720328	5.12167926838079	128.783808783234	5.99134026859879	7.60485893867807	28.2720278285896	0	DOWN_pEhEx_UP_U2AF84
EHI_182030A	-0.0427673192955528	3.1363460147189	0.958886335241674	1	73	67	24	124	55	125	9.48442979694171	8.79878233285931	6.9770009273084	10.0395431527872	6.85684002667695	9.17922981447715	0	UP_pEhEx_DOWN_U2AF84
EHI_182040A	1.23646236819941	2.89435541730936	0.406580640612697	1	13	10	96	18	7	145	1.68900804603072	1.31325109445661	27.9080037092336	1.45735303830781	0.872688730667975	10.6479065847935	0	DOWN_pEhEx_UP_U2AF84
EHI_182360A	0.319444363401437	6.2807333023235	0.756942871607254	1	956	926	42	1126	673	434	124.207053231182	121.607051346682	12.2097516227897	91.1655289519221	83.9027879627925	31.8702859158647	0	DOWN_pEhEx_UP_U2AF84
EHI_182470A	0.676908655770137	5.80333229243937	0.619296322062944	1	144	67	613	216	94	1352	18.7090122021864	8.79878233285931	178.204232018335	17.4882364596938	11.7189629546842	99.2825496733849	0	DOWN_pEhEx_UP_U2AF84
EHI_182480A	0.757841606011268	2.84957885444372	0.391118085790661	1	33	29	64	74	38	66	4.28748196300105	3.80842817392418	18.6053358061557	5.99134026859879	4.73745310934044	4.84663334204394	0	DOWN_pEhEx_UP_U2AF84
EHI_182510A	0.41163622528481	0.612290935136485	0.751751741576148	1	7	22	2	12	19	1	0.909465870939616	2.88915240780455	0.581416743942367	0.971568692205208	2.36872655467022	0.0734338385158172	0	DOWN_pEhEx_UP_U2AF84
EHI_182520A	-0.0728508320010255	5.3577779327786	0.944091091420871	1	403	468	18	649	441	244	52.3592494269522	61.4601512205695	5.2327506954813	52.545673436765	54.9793900320824	17.9178565978594	0	UP_pEhEx_DOWN_U2AF84
EHI_182530A	-1.35856706610985	2.21200205399683	0.434990560448322	1	17	0	18	20	7	223	2.20870282942478	0	5.2327506954813	1.61928115367535	0.872688730667975	16.3757459890272	0	UP_pEhEx_DOWN_U2AF84
EHI_182550A	-0.897350160494763	4.03227361384345	0.294815463389677	1	42	73	65	220	261	171	5.4567952256377	9.58673298953328	18.8960441781269	17.8120926904288	32.5388226720488	12.5571863862047	0	UP_pEhEx_DOWN_U2AF84
EHI_182560A	2.18281461692605	3.29847483892318	0.0645002447012767	1	39	28	135	44	11	75	5.06702413809215	3.67710306447852	39.2456302161097	3.56241853808576	1.37136800533539	5.50753788868629	0	DOWN_pEhEx_UP_U2AF84
EHI_182570A	1.22658950783215	0.739530094813857	0.16735333679865	1	7	7	16	12	4	15	0.909465870939616	0.919275766119629	4.65133395153893	0.971568692205208	0.498679274667414	1.10150757773726	0	DOWN_pEhEx_UP_U2AF84
EHI_182580A	1.7291806675435	1.60178471257375	0.11286625127055	1	9	10	38	18	10	17	1.16931326263665	1.31325109445661	11.046918134905	1.45735303830781	1.24669818666854	1.24837525476889	0	DOWN_pEhEx_UP_U2AF84
EHI_182590A	0.13837437902571	11.3661462531703	0.867816941098406	1	28159	29428	2664	27129	25888	28802	3658.52135139838	3864.63532076692	774.447102931232	2196.47392090292	3227.45226564751	2115.04141693257	0	DOWN_pEhEx_UP_U2AF84
EHI_182600A	0.0361212706011165	3.42279548659844	0.96584315783852	1	78	58	49	96	44	242	10.1340482761843	7.61685634784836	14.244710226588	7.77254953764167	5.48547202134156	17.7709889208278	0	DOWN_pEhEx_UP_U2AF84
EHI_182610A	0.0483511860983122	2.17069040116397	0.955282682802749	1	23	31	21	81	27	36	2.98824500451588	4.0710783928155	6.10487581139485	6.55808867238516	3.36608510400505	2.64361818656942	0	DOWN_pEhEx_UP_U2AF84
EHI_182620A	0.203986391248653	1.53744893724312	0.86507280320065	1	15	43	3	38	32	6	1.94885543772775	5.64697970616344	0.87212511591355	3.07663419198316	3.98943419733931	0.440603031094903	0	DOWN_pEhEx_UP_U2AF84
EHI_182630A	0.419371484789663	5.30858074877971	0.549838732283698	1	359	286	176	377	236	561	46.6426068096175	37.5589813014591	51.1646734669283	30.5234497467803	29.4220772053774	41.1963834073735	0	DOWN_pEhEx_UP_U2AF84
EHI_182650A	0.345786295751543	2.35508802436837	0.640016006789984	1	41	53	14	69	38	36	5.32687152978918	6.96023080062005	4.06991720759657	5.58651998017995	4.73745310934044	2.64361818656942	0	DOWN_pEhEx_UP_U2AF84
EHI_182660A	0.979461290167117	1.38829266306027	0.375668164653898	1	9	7	27	11	7	42	1.16931326263665	0.919275766119629	7.84912604322195	0.890604634521441	0.872688730667975	3.08422121766432	0	DOWN_pEhEx_UP_U2AF84
EHI_182670A	-0.21456892114259	9.34657383696426	0.795412502913747	1	5934	6450	651	7878	7137	7759	770.967211165098	847.046955924516	189.25115015324	637.834846432719	889.768495825334	569.773153044226	0	UP_pEhEx_DOWN_U2AF84
EHI_182690A	0.47239614691644	0.660012010609325	0.560016899155079	1	13	14	4	26	7	6	1.68900804603072	1.83855153223926	1.16283348788473	2.10506549977795	0.872688730667975	0.440603031094903	0	DOWN_pEhEx_UP_U2AF84
EHI_182700A	0.398149663759862	4.40693241059146	0.70449179910279	1	220	258	31	317	209	36	28.5832130866737	33.8818782369806	9.01195953110668	25.6656062857543	26.0559921013724	2.64361818656942	0	DOWN_pEhEx_UP_U2AF84
EHI_182710A	0.512079284505518	1.4425240935323	0.559307108407551	1	16	11	19	20	6	51	2.07877913357627	1.44457620390227	5.52345906745248	1.61928115367535	0.748018912001121	3.74512576430668	0	DOWN_pEhEx_UP_U2AF84
EHI_182720A	-0.036261986269479	3.66251387753564	0.963695046261459	1	113	121	21	165	99	165	14.6813776308824	15.890338242925	6.10487581139485	13.3590695178216	12.3423120480185	12.1165833551098	0	UP_pEhEx_DOWN_U2AF84
EHI_182730A	-0.412764673062866	8.19537497703305	0.563599581575672	1	1931	1811	912	3378	2194	6216	250.882656683486	237.829773206093	265.126035237719	273.496586855766	273.525582155077	456.46474021432	0	UP_pEhEx_DOWN_U2AF84
EHI_182750A	1.90620068820895	3.47854451877248	0.203720193930991	1	16	14	167	26	12	140	2.07877913357627	1.83855153223926	48.5482981191876	2.10506549977795	1.49603782400224	10.2807373922144	0	DOWN_pEhEx_UP_U2AF84
EHI_182760A	0.979629891166021	0.833773775112402	0.16839025520102	1	18	20	4	17	10	8	2.3386265252733	2.62650218891323	1.16283348788473	1.37638898062405	1.24669818666854	0.587470708126538	0	DOWN_pEhEx_UP_U2AF84
EHI_182770A	0.323530752947297	1.91360900803717	0.711355470032849	1	37	37	7	61	27	16	4.80717674639511	4.85902904948947	2.03495860379828	4.93880751870981	3.36608510400505	1.17494141625308	0	DOWN_pEhEx_UP_U2AF84
EHI_182780A	0.0174818405561482	2.5756857175317	0.999999999999999	1	57	61	6	118	53	13	7.40565066336545	8.01083167618534	1.7442502318271	9.55375880668455	6.60750038934324	0.954639900705624	0	DOWN_pEhEx_UP_U2AF84
EHI_182790A	2.67745707093122	4.89041908203805	0.138957877891271	1	29	17	508	25	12	278	3.76778717960698	2.23252686057624	147.679852961361	2.02410144209418	1.49603782400224	20.4146071073972	0	DOWN_pEhEx_UP_U2AF84
EHI_182800A	0.959610834052711	5.65339834551952	0.67192111173958	1	73	0	652	66	41	1250	9.48442979694171	0	189.541858525211	5.34362780712865	5.111462565341	91.7922981447715	0	DOWN_pEhEx_UP_U2AF84
EHI_182810A	0.0595752789437428	1.07108574100827	0.923236519201376	1	13	10	10	27	10	27	1.68900804603072	1.31325109445661	2.90708371971183	2.18602955746172	1.24669818666854	1.98271363992707	0	DOWN_pEhEx_UP_U2AF84
EHI_182820A	0.134849780379679	3.80737035709997	0.851549031953412	1	109	85	62	146	96	212	14.1616828474883	11.1626343028812	18.0239190622134	11.82075242183	11.9683025920179	15.5679737653533	0	DOWN_pEhEx_UP_U2AF84
EHI_182850A	-0.708360718472956	10.591979359687	0.427109664019183	1	10512	14123	1014	27582	19672	14414	1365.75789075961	1854.70452070108	294.77828917878	2233.15063903367	2452.50467281434	1058.47534836699	0	UP_pEhEx_DOWN_U2AF84
