logFC	logCPM	PValue	FDR	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_105250A	0.0969786967017409	2.45427057445897	0.940887357524141	1	57	64	1	86	35	53	7.40565066336545	8.40480700452233	0.290708371971183	6.96290896080399	4.36344365333987	3.89199344133831	0	DOWN_pEhEx_UP_U2AF84
EHI_105270A	-0.627406074940618	4.55722575903104	0.381009949161408	1	114	140	75	299	187	508	14.8113013267309	18.3855153223926	21.8031278978387	24.2082532474464	23.3132560907016	37.3043899660352	0	UP_pEhEx_DOWN_U2AF84
EHI_105280A	-1.00822466213106	2.97954948100378	0.171697895626167	1	31	37	22	136	109	82	4.02763457130401	4.85902904948947	6.39558418336603	11.0111118449924	13.589010234687	6.02157475829701	0	UP_pEhEx_DOWN_U2AF84
EHI_105300A	-0.230851960897362	0.659368210248089	0.899207036860227	1	3	3	11	14	6	33	0.38977108754555	0.393975328336984	3.19779209168302	1.13349680757274	0.748018912001121	2.42331667102197	0	UP_pEhEx_DOWN_U2AF84
EHI_105330A	0.0609513638470815	2.39253278570369	0.941816233621592	1	38	44	16	70	34	66	4.93710044224363	5.7783048156091	4.65133395153893	5.66748403786372	4.23877383467302	4.84663334204394	0	DOWN_pEhEx_UP_U2AF84
EHI_105340A	0.439431167690476	0.775464598545572	0.53617758179435	1	12	14	6	20	13	8	1.5590843501822	1.83855153223926	1.7442502318271	1.61928115367535	1.6207076426691	0.587470708126538	0	DOWN_pEhEx_UP_U2AF84
EHI_105350A	2.35121031180513	6.75071513354186	0.248781825307462	1	81	34	1806	64	15	1344	10.5238193637298	4.46505372115249	525.019319779957	5.18169969176111	1.8700472800028	98.6950789652583	0	DOWN_pEhEx_UP_U2AF84
EHI_105360A	0.0853787869065995	1.0503415794866	0.958168378910133	1	14	6	11	8	1	62	1.81893174187923	0.787950656673968	3.19779209168302	0.647712461470139	0.124669818666854	4.55289798798067	0	DOWN_pEhEx_UP_U2AF84
EHI_105770A	0.150497164553261	4.0671648405055	0.841566788095941	1	117	99	83	140	95	324	15.2010724142764	13.0011858351205	24.1287948736082	11.3349680757274	11.8436327733511	23.7925636791248	0	DOWN_pEhEx_UP_U2AF84
EHI_105790A	0.298638845174352	1.69073515791948	0.75352612554022	1	37	29	4	39	30	17	4.80717674639511	3.80842817392418	1.16283348788473	3.15759824966693	3.74009456000561	1.24837525476889	0	DOWN_pEhEx_UP_U2AF84
EHI_105830A	1.14227168450307	2.24358024749433	0.247009528250341	1	22	15	49	23	23	51	2.85832130866737	1.96987664168492	14.244710226588	1.86217332672665	2.86740582933763	3.74512576430668	0	DOWN_pEhEx_UP_U2AF84
EHI_105860A	2.28408383812197	6.53842328578634	0.31064458379232	1	26	16	1572	36	9	1237	3.37801609206143	2.10120175113058	456.9935607387	2.91470607661563	1.12202836800168	90.8376582440659	0	DOWN_pEhEx_UP_U2AF84
EHI_106070A	0.367705021633056	1.11948761860524	0.675174779453621	1	13	8	14	11	8	43	1.68900804603072	1.05060087556529	4.06991720759657	0.890604634521441	0.997358549334829	3.15765505618014	0	DOWN_pEhEx_UP_U2AF84
EHI_106080A	1.26382305512137	0.518108535449738	0.204146624218829	1	3	8	14	11	4	10	0.38977108754555	1.05060087556529	4.06991720759657	0.890604634521441	0.498679274667414	0.734338385158172	0	DOWN_pEhEx_UP_U2AF84
EHI_106090A	-0.00719638014761873	4.99965380317546	0.993832577035966	1	292	244	86	503	285	263	37.9377191877668	32.0433267047414	25.0009199895218	40.724921014935	35.5308983200533	19.3130995296599	0	UP_pEhEx_DOWN_U2AF84
EHI_106100A	0.412646981092445	2.57525372594319	0.606179037160333	1	51	59	18	86	47	27	6.62610848827435	7.74818145729402	5.2327506954813	6.96290896080399	5.85948147734212	1.98271363992707	0	DOWN_pEhEx_UP_U2AF84
EHI_106120A	-0.299728007697886	4.23010079592569	0.672874590533049	1	139	131	50	193	156	358	18.0593937229438	17.2035893373816	14.5354185985592	15.6260631329671	19.4484917120292	26.2893141886626	0	UP_pEhEx_DOWN_U2AF84
EHI_106240A	0.217115151136258	1.42850572062554	0.861977932217954	1	8	10	20	5	5	79	1.03938956678813	1.31325109445661	5.81416743942366	0.404820288418837	0.623349093334268	5.80127324274956	0	DOWN_pEhEx_UP_U2AF84
EHI_106250A	0.740513865008147	1.45253672784206	0.497196740709984	1	9	6	27	14	8	48	1.16931326263665	0.787950656673968	7.84912604322195	1.13349680757274	0.997358549334829	3.52482424875923	0	DOWN_pEhEx_UP_U2AF84
EHI_106260A	0.346489250176677	0.0563084153457683	0.857380750071962	1	11	9	0	15	7	1	1.42916065433368	1.18192598501095	0	1.21446086525651	0.872688730667975	0.0734338385158172	0	DOWN_pEhEx_UP_U2AF84
EHI_106270A	1.35751504098646	3.87733488563472	0.37590862629567	1	24	18	198	27	15	278	3.1181687003644	2.3638519700219	57.5602576502943	2.18602955746172	1.8700472800028	20.4146071073972	0	DOWN_pEhEx_UP_U2AF84
EHI_106280A	0.397001741059601	0.3424443900794	0.759129651186053	1	6	16	2	10	14	3	0.7795421750911	2.10120175113058	0.581416743942367	0.809640576837674	1.74537746133595	0.220301515547452	0	DOWN_pEhEx_UP_U2AF84
EHI_106300A	0.549257904962594	1.66902448138308	0.496875286705465	1	21	33	12	38	27	11	2.72839761281885	4.33372861170682	3.4885004636542	3.07663419198316	3.36608510400505	0.807772223673989	0	DOWN_pEhEx_UP_U2AF84
EHI_106310A	1.71748246201874	2.4768778427251	0.111281915648143	1	21	16	70	25	17	46	2.72839761281885	2.10120175113058	20.3495860379828	2.02410144209418	2.11938691733651	3.37795657172759	0	DOWN_pEhEx_UP_U2AF84
EHI_106330A	0.575632581699944	7.4922352180348	0.439402122705157	1	1421	1314	993	1487	936	2671	184.621571800742	172.561193811599	288.673413367385	120.393553775762	116.690950272175	196.141782675748	0	DOWN_pEhEx_UP_U2AF84
EHI_106350A	0.374653324013349	6.03330652791271	0.682698872866675	1	234	268	536	518	499	904	30.4021448285529	35.1951293314372	155.819687376554	41.9393818801915	62.2102395147599	66.3841900182988	0	DOWN_pEhEx_UP_U2AF84
EHI_106360A	-0.119135755712406	0.804758841295165	0.871121159552229	1	14	16	1	24	20	5	1.81893174187923	2.10120175113058	0.290708371971183	1.94313738441042	2.49339637333707	0.367169192579086	0	UP_pEhEx_DOWN_U2AF84
EHI_106670A	-0.780726954747701	7.57021618708882	0.318648451005655	1	1043	1604	250	3014	2294	2586	135.510414770003	210.645475550841	72.6770929927958	244.025669858875	285.992564021762	189.899906401903	0	UP_pEhEx_DOWN_U2AF84
EHI_106680A	1.06175757242057	1.02247551510285	0.104051984608676	1	14	19	11	19	8	13	1.81893174187923	2.49517707946757	3.19779209168302	1.53831709599158	0.997358549334829	0.954639900705624	0	DOWN_pEhEx_UP_U2AF84
EHI_106690A	0.298547478298354	6.27035429208664	0.677624562678778	1	571	552	372	831	465	1114	74.186430329503	72.4914604140051	108.14351437328	67.2811319352107	57.9714656800869	81.8052961066204	0	DOWN_pEhEx_UP_U2AF84
EHI_107020A	-0.220739384248658	2.08675783863723	0.852248538455406	1	15	56	6	27	83	7	1.94885543772775	7.35420612895703	1.7442502318271	2.18602955746172	10.3475949493488	0.514036869610721	0	UP_pEhEx_DOWN_U2AF84
EHI_107040A	1.51443235155564	6.07402029757113	0.111649588574509	1	349	326	725	521	328	292	45.3433698511323	42.8119856792856	210.763569679108	42.1822740532428	40.891700522728	21.4426808466186	0	DOWN_pEhEx_UP_U2AF84
EHI_107050A	0.496548287760719	8.98338742157222	0.549452312654492	1	2728	2500	3763	4247	2613	8027	354.431842274753	328.312773614153	1093.93560372756	343.85435298296	325.762236176488	589.453421766465	0	DOWN_pEhEx_UP_U2AF84
EHI_107070A	-0.257951687577955	3.22243813198648	0.711058251981387	1	80	63	21	143	83	107	10.3938956678813	8.27348189507666	6.10487581139485	11.5778602487787	10.3475949493488	7.85742072119244	0	UP_pEhEx_DOWN_U2AF84
EHI_107090A	0.687348448191864	1.88568923317642	0.582880104305588	1	48	47	1	47	30	6	6.2363374007288	6.17228014394608	0.290708371971183	3.80531071113707	3.74009456000561	0.440603031094903	0	DOWN_pEhEx_UP_U2AF84
EHI_107100A	-0.497530593611184	3.48804139926824	0.485577393372749	1	58	67	38	170	120	134	7.53557435921396	8.79878233285931	11.046918134905	13.7638898062405	14.9603782400224	9.84013436111951	0	UP_pEhEx_DOWN_U2AF84
EHI_107120A	0.777758102857038	3.04807996846455	0.330958400882268	1	89	95	22	106	53	36	11.563208930518	12.4758853973378	6.39558418336603	8.58219011447934	6.60750038934324	2.64361818656942	0	DOWN_pEhEx_UP_U2AF84
EHI_107130A	0.584967756439209	3.99838951222703	0.628288142500419	1	49	100	129	119	217	17	6.36626109657731	13.1325109445661	37.5013799842826	9.63472286436832	27.0533506507072	1.24837525476889	0	DOWN_pEhEx_UP_U2AF84
EHI_107140A	-1.36865517584504	0.0581965448719584	0.0859470131479554	1	4	5	0	12	8	21	0.519694783394066	0.656625547228307	0	0.971568692205208	0.997358549334829	1.54211060883216	0	UP_pEhEx_DOWN_U2AF84
EHI_107150A	1.20005215144873	2.18990310067919	0.352003603236722	1	8	8	57	17	14	66	1.03938956678813	1.05060087556529	16.5703772023574	1.37638898062405	1.74537746133595	4.84663334204394	0	DOWN_pEhEx_UP_U2AF84
EHI_107170A	1.818562190647	4.74046973391134	0.245105254276518	1	502	435	5	355	45	10	65.2216953159553	57.1264226088627	1.45354185985592	28.7422404777374	5.61014184000841	0.734338385158172	0	DOWN_pEhEx_UP_U2AF84
EHI_107180A	2.29598624236923	2.59459810780846	0.0881356398087523	1	11	10	93	18	12	41	1.42916065433368	1.31325109445661	27.03587859332	1.45735303830781	1.49603782400224	3.01078737914851	0	DOWN_pEhEx_UP_U2AF84
EHI_107210A	0.178313364257179	7.5382142607624	0.85316746374239	1	2265	1986	124	2527	1715	1419	294.27717109689	260.811667359083	36.0478381244267	204.59617376688	213.808739013654	104.202616853945	0	DOWN_pEhEx_UP_U2AF84
EHI_107240A	-0.309424760766812	2.56856900278484	0.742166009734073	1	39	40	17	46	16	179	5.06702413809215	5.25300437782645	4.94204232351012	3.7243466534533	1.99471709866966	13.1446570943313	0	UP_pEhEx_DOWN_U2AF84
EHI_107250A	-0.152685665858692	5.43372838942557	0.878486052823806	1	177	126	285	297	218	1151	22.9964941651874	16.5469637901533	82.8518860117872	24.0463251320789	27.1780204693741	84.5223481317056	0	UP_pEhEx_DOWN_U2AF84
EHI_107260A	-0.0966524816225869	0.716176306094272	1	1	4	9	9	18	8	25	0.519694783394066	1.18192598501095	2.61637534774065	1.45735303830781	0.997358549334829	1.83584596289543	0	UP_pEhEx_DOWN_U2AF84
EHI_107270A	-0.684715014335696	4.70152371924095	0.403217596116571	1	176	223	24	483	203	422	22.8665704693389	29.2854994063825	6.9770009273084	39.1056398612596	25.3079731893713	30.9890798536749	0	UP_pEhEx_DOWN_U2AF84
EHI_107280A	0.235829906119383	1.59370312353833	0.736382099667248	1	13	20	17	31	23	31	1.68900804603072	2.62650218891323	4.94204232351012	2.50988578819679	2.86740582933763	2.27644899399033	0	DOWN_pEhEx_UP_U2AF84
EHI_107290A	-0.397006913620109	10.2074136421562	0.565750254085036	1	7111	8991	3291	11824	14707	16891	923.887401178801	1180.74405902594	956.721252157164	957.319018052865	1833.51902313342	1240.37096637067	0	UP_pEhEx_DOWN_U2AF84
EHI_107300A	1.01534431027783	3.72397216427897	0.302519997674405	1	100	55	111	106	19	202	12.9923695848517	7.22288101951137	32.2686292888013	8.58219011447934	2.36872655467022	14.8336353801951	0	DOWN_pEhEx_UP_U2AF84
EHI_107320A	0.258854088577169	1.61866440106259	0.744745186118998	1	31	28	5	41	19	29	4.02763457130401	3.67710306447852	1.45354185985592	3.31952636503446	2.36872655467022	2.1295813169587	0	DOWN_pEhEx_UP_U2AF84
EHI_107330A	0.0184604687281267	1.5469902230021	0.985095143812159	1	7	4	24	12	16	69	0.909465870939616	0.525300437782645	6.9770009273084	0.971568692205208	1.99471709866966	5.06693485759139	0	DOWN_pEhEx_UP_U2AF84
EHI_107340A	0.480528900335496	2.09795159431575	0.707462283251918	1	56	47	2	48	47	6	7.27572696751693	6.17228014394608	0.581416743942367	3.88627476882083	5.85948147734212	0.440603031094903	0	DOWN_pEhEx_UP_U2AF84
EHI_107550A	0.0142669837942127	2.16157734492737	1	1	40	52	2	57	39	44	5.19694783394066	6.82890569117439	0.581416743942367	4.61495128797474	4.86212292800729	3.23108889469596	0	DOWN_pEhEx_UP_U2AF84
EHI_107660A	-0.400933113920682	3.58210068615088	0.593688658318789	1	47	75	50	138	106	213	6.10641370488028	9.8493832084246	14.5354185985592	11.1730399603599	13.2150007786865	15.6414076038691	0	UP_pEhEx_DOWN_U2AF84
EHI_107780A	0.603160291585238	2.38732145574342	0.455110762528621	1	52	53	15	80	31	22	6.75603218412286	6.96023080062005	4.36062557956775	6.47712461470139	3.86476437867246	1.61554444734798	0	DOWN_pEhEx_UP_U2AF84
EHI_107790A	0.752779332364731	2.44236024480539	0.675086817241757	1	8	5	63	5	2	151	1.03938956678813	0.656625547228307	18.3146274341845	0.404820288418837	0.249339637333707	11.0885096158884	0	DOWN_pEhEx_UP_U2AF84
EHI_107920A	0.187569532903162	-0.0040423779292269	0.933784622636302	1	7	7	2	14	8	1	0.909465870939616	0.919275766119629	0.581416743942367	1.13349680757274	0.997358549334829	0.0734338385158172	0	DOWN_pEhEx_UP_U2AF84
EHI_107930A	0.91825338769141	3.76068067782691	0.559132559486659	1	24	15	164	21	13	333	3.1181687003644	1.96987664168492	47.6761730032741	1.70024521135911	1.6207076426691	24.4534682257671	0	DOWN_pEhEx_UP_U2AF84
EHI_108500A	1.58213043841824	13.1504161467508	0.127310491069275	1	32524	28798	113127	41958	31408	86410	4225.63828377715	3781.90050181616	32886.9659959841	3397.08993229551	3915.62966468854	6345.41798615177	0	DOWN_pEhEx_UP_U2AF84
EHI_108610A	0.763229767075941	8.30034248338506	0.455363260682658	1	1102	1041	3130	2075	1233	5162	143.175912825065	136.709438932933	909.917204269804	168.000419693817	153.71788641623	379.065474418649	0	DOWN_pEhEx_UP_U2AF84
EHI_108620A	0.352172261304977	3.10246915128589	0.801993512495901	1	109	103	1	145	76	11	14.1616828474883	13.5264862729031	0.290708371971183	11.7397883641463	9.47490621868087	0.807772223673989	0	DOWN_pEhEx_UP_U2AF84
EHI_108630A	-0.603350942446141	1.55012985525228	0.375560971772341	1	19	18	5	33	35	38	2.46855022112182	2.3638519700219	1.45354185985592	2.67181390356432	4.36344365333987	2.79048586360105	0	UP_pEhEx_DOWN_U2AF84
EHI_108640A	-0.0275926499964823	2.6426737392995	0.995168933787282	1	21	4	51	8	4	233	2.72839761281885	0.525300437782645	14.8261269705303	0.647712461470139	0.498679274667414	17.1100843741854	0	UP_pEhEx_DOWN_U2AF84
EHI_108650A	1.21435683515552	1.31997610508791	0.36575907828221	1	13	1	28	14	3	36	1.68900804603072	0.131325109445661	8.13983441519313	1.13349680757274	0.374009456000561	2.64361818656942	0	DOWN_pEhEx_UP_U2AF84
EHI_108660A	-0.363123560722317	1.06365804551963	0.787684273414078	1	8	8	10	4	9	65	1.03938956678813	1.05060087556529	2.90708371971183	0.323856230735069	1.12202836800168	4.77319950352812	0	UP_pEhEx_DOWN_U2AF84
EHI_108670A	-1.19844179712514	1.15619224216791	0.0834731095994755	1	13	9	2	40	26	26	1.68900804603072	1.18192598501095	0.581416743942367	3.23856230735069	3.24141528533819	1.90927980141125	0	UP_pEhEx_DOWN_U2AF84
EHI_108690A	0.525669598466675	7.5506449877366	0.49187032611894	1	2179	1927	436	2381	1260	1508	283.103733253918	253.063485901789	126.748850179436	192.77542134505	157.083971520236	110.738228481852	0	DOWN_pEhEx_UP_U2AF84
EHI_108700A	-0.0905325186732007	0.21878868655488	1	1	10	4	3	14	9	9	1.29923695848517	0.525300437782645	0.87212511591355	1.13349680757274	1.12202836800168	0.660904546642355	0	UP_pEhEx_DOWN_U2AF84
EHI_108710A	-0.381601130819654	8.79361651020425	0.598861633029766	1	3850	3201	808	5953	3412	8146	500.206229016789	420.371675335562	234.892364552716	481.979035391467	425.373421291304	598.192048549847	0	UP_pEhEx_DOWN_U2AF84
EHI_108730A	-0.0804131653773288	0.450568226321476	1	1	7	8	5	14	8	18	0.909465870939616	1.05060087556529	1.45354185985592	1.13349680757274	0.997358549334829	1.32180909328471	0	UP_pEhEx_DOWN_U2AF84
EHI_108760A	0.029998274389369	3.96213214034873	0.973861363207328	1	158	122	34	181	126	208	20.5279439440656	16.0216633523707	9.88408464702023	14.6544944407619	15.7083971520236	15.27423841129	0	DOWN_pEhEx_UP_U2AF84
EHI_109000A	0.644273880050302	1.01793511893672	0.5756376335191	1	15	26	4	21	20	1	1.94885543772775	3.41445284558719	1.16283348788473	1.70024521135911	2.49339637333707	0.0734338385158172	0	DOWN_pEhEx_UP_U2AF84
EHI_109120A	-0.0721448938101514	3.45168852839888	0.969547658666504	1	130	109	0	196	136	1	16.8900804603072	14.3144369295771	0	15.8689553060184	16.9550953386921	0.0734338385158172	0	UP_pEhEx_DOWN_U2AF84
EHI_109570A	0.64206593782346	1.06998576291602	0.443005228935347	1	5	16	15	20	14	14	0.649618479242583	2.10120175113058	4.36062557956775	1.61928115367535	1.74537746133595	1.02807373922144	0	DOWN_pEhEx_UP_U2AF84
EHI_109680A	-0.582197751403783	4.24885382830547	0.603917879177613	1	66	58	100	120	45	710	8.57496392600209	7.61685634784836	29.0708371971183	9.71568692205208	5.61014184000841	52.1380253462302	0	UP_pEhEx_DOWN_U2AF84
EHI_109830A	0.1496455213969	0.610826472977377	0.957084754995754	1	14	14	1	25	9	8	1.81893174187923	1.83855153223926	0.290708371971183	2.02410144209418	1.12202836800168	0.587470708126538	0	DOWN_pEhEx_UP_U2AF84
EHI_109840A	0.965539701129749	2.32261052597181	0.420225356075999	1	16	8	56	21	14	86	2.07877913357627	1.05060087556529	16.2796688303863	1.70024521135911	1.74537746133595	6.31531011236028	0	DOWN_pEhEx_UP_U2AF84
EHI_109850A	-0.101144502077136	3.00056997793586	0.893109254239923	1	51	76	20	98	94	62	6.62610848827435	9.98070831787026	5.81416743942366	7.9344776530092	11.7189629546842	4.55289798798067	0	UP_pEhEx_DOWN_U2AF84
EHI_109860A	0.859927125396779	3.47753824586624	0.434588775467389	1	153	147	10	160	71	20	19.878325464823	19.3047910885122	2.90708371971183	12.9542492294028	8.8515571253466	1.46867677031634	0	DOWN_pEhEx_UP_U2AF84
EHI_109870A	-0.123392063678816	2.18714047565587	0.927948108600894	1	11	15	32	54	33	68	1.42916065433368	1.96987664168492	9.30266790307786	4.37205911492344	4.11410401600617	4.99350101907557	0	UP_pEhEx_DOWN_U2AF84
EHI_109880A	-0.839187447052297	1.81125373724948	0.273090529600366	1	10	18	12	39	41	58	1.29923695848517	2.3638519700219	3.4885004636542	3.15759824966693	5.111462565341	4.2591626339174	0	UP_pEhEx_DOWN_U2AF84
EHI_109890A	0.519476402772268	1.50110271227717	0.631837024303141	1	35	32	1	37	14	23	4.54732935469808	4.20240350226116	0.290708371971183	2.99567013429939	1.74537746133595	1.6889782858638	0	DOWN_pEhEx_UP_U2AF84
EHI_109900A	0.0355893367516598	5.79049254365168	0.967498837723299	1	230	197	385	501	416	965	29.8824500451588	25.8710465607953	111.922723208906	40.5629928995675	51.8626445654111	70.8636541677636	0	DOWN_pEhEx_UP_U2AF84
EHI_109920A	0.0839797164493029	10.4567615171557	0.933024340583883	1	17097	14805	593	19984	13126	11418	2221.30542792209	1944.26824534302	172.390064578912	1617.98572875241	1636.41603982112	838.467568173601	0	DOWN_pEhEx_UP_U2AF84
EHI_109930A	-0.121252182396844	2.11424474151085	0.957876078745764	1	11	7	33	0	3	170	1.42916065433368	0.919275766119629	9.59337627504905	0	0.374009456000561	12.4837525476889	0	UP_pEhEx_DOWN_U2AF84
EHI_109960A	0.683146883000717	0.0546140612542342	0.453592483912946	1	11	7	2	9	8	3	1.42916065433368	0.919275766119629	0.581416743942367	0.728676519153906	0.997358549334829	0.220301515547452	0	DOWN_pEhEx_UP_U2AF84
EHI_109980A	0.299429904547796	0.191911460758876	0.798608384757826	1	11	7	2	10	11	5	1.42916065433368	0.919275766119629	0.581416743942367	0.809640576837674	1.37136800533539	0.367169192579086	0	DOWN_pEhEx_UP_U2AF84
EHI_109990A	0.606145666168396	4.75700126868383	0.700353583388528	1	56	25	299	55	19	777	7.27572696751693	3.28312773614153	86.9218032193838	4.4530231726072	2.36872655467022	57.05809252679	0	DOWN_pEhEx_UP_U2AF84
EHI_110000A	-0.105379734204853	5.10527989208248	0.921472270639531	1	115	105	242	238	136	954	14.9412250225794	13.7891364917944	70.3514260170264	19.2694457287366	16.9550953386921	70.0558819440896	0	UP_pEhEx_DOWN_U2AF84
EHI_110010A	-0.144184832929445	3.42447270099508	0.904236231496988	1	102	117	4	217	111	23	13.2522169765487	15.3650378051424	1.16283348788473	17.5692005173775	13.8383498720207	1.6889782858638	0	UP_pEhEx_DOWN_U2AF84
EHI_110020A	-0.234098278723596	2.87346938581831	0.775076832686212	1	35	36	36	66	51	153	4.54732935469808	4.72770394004381	10.4655013909626	5.34362780712865	6.35816075200953	11.23537729292	0	UP_pEhEx_DOWN_U2AF84
EHI_110120A	0.583396570370554	8.55736686134832	0.503946900540114	1	1611	1812	3123	2761	2739	4619	209.30707401196	237.961098315538	907.882245666005	223.541763264882	341.470633328512	339.19090010456	0	DOWN_pEhEx_UP_U2AF84
EHI_110150A	0.920246708828301	0.995740981595918	0.315831092276031	1	11	9	16	13	3	30	1.42916065433368	1.18192598501095	4.65133395153893	1.05253274988898	0.374009456000561	2.20301515547452	0	DOWN_pEhEx_UP_U2AF84
EHI_110160A	0.0590698893888235	1.36825381864194	0.999999999999998	1	27	27	0	43	24	6	3.50793978790995	3.54577795503286	0	3.481454480402	2.99207564800449	0.440603031094903	0	DOWN_pEhEx_UP_U2AF84
EHI_110180A	-0.469546764849982	5.33786014660246	0.756990646697626	1	217	526	13	521	779	11	28.1934419991281	69.0770075684179	3.77920883562538	42.1822740532428	97.1177887414789	0.807772223673989	0	UP_pEhEx_DOWN_U2AF84
EHI_110190A	-0.436602735135929	2.27756380008553	0.525989443372002	1	35	30	11	74	50	51	4.54732935469808	3.93975328336984	3.19779209168302	5.99134026859879	6.23349093334268	3.74512576430668	0	UP_pEhEx_DOWN_U2AF84
EHI_110220A	1.4047215669455	0.66568254764563	0.16356701719958	1	7	4	17	11	5	10	0.909465870939616	0.525300437782645	4.94204232351012	0.890604634521441	0.623349093334268	0.734338385158172	0	DOWN_pEhEx_UP_U2AF84
EHI_110250A	-0.311549165543151	2.06755867969429	0.724539853490576	1	36	37	3	52	50	38	4.6772530505466	4.85902904948947	0.87212511591355	4.2101309995559	6.23349093334268	2.79048586360105	0	UP_pEhEx_DOWN_U2AF84
EHI_110280A	0.0616425332574856	7.63364551525764	0.932310529816055	1	1778	1565	589	1889	1383	3500	231.004331218663	205.52379628246	171.227231091027	152.941104964637	172.418359216258	257.01843480536	0	DOWN_pEhEx_UP_U2AF84
EHI_110300A	1.25791685934467	4.14102666388118	0.354187753579737	1	39	20	229	53	48	281	5.06702413809215	2.62650218891323	66.572217181401	4.29109505723967	5.98415129600897	20.6349086229446	0	DOWN_pEhEx_UP_U2AF84
EHI_110320A	-0.569834396294739	5.3870861847326	0.449528282420602	1	322	306	63	469	420	802	41.8354300632223	40.1854834903724	18.3146274341845	37.9721430536869	52.3613238400785	58.8939384896854	0	UP_pEhEx_DOWN_U2AF84
EHI_110340A	-0.118402387744981	11.2893722078981	0.911230062758074	1	26221	27015	844	40259	28086	14365	3406.72922884395	3547.74783167454	245.357865943679	3259.53199829079	3501.47652707725	1054.87709027971	0	UP_pEhEx_DOWN_U2AF84
EHI_110350A	-0.60258996414781	3.16123820762818	0.430378445817884	1	67	66	11	111	116	111	8.70488762185061	8.66745722341365	3.19779209168302	8.98701040289818	14.461698965355	8.15115607525571	0	UP_pEhEx_DOWN_U2AF84
EHI_110360A	-0.68580260860943	6.01403913129593	0.331576246640223	1	451	338	155	862	708	1092	58.595586827681	44.3878869926335	45.0597976555334	69.7910177234075	88.2662316161323	80.1897516592724	0	UP_pEhEx_DOWN_U2AF84
EHI_110370A	1.87086862162478	2.32033453875896	0.289007470061454	1	2	2	78	8	9	61	0.259847391697033	0.262650218891323	22.6752530137523	0.647712461470139	1.12202836800168	4.47946414946485	0	DOWN_pEhEx_UP_U2AF84
EHI_110390A	0.607360141031067	0.991009342128372	0.663438637604765	1	8	3	18	6	1	49	1.03938956678813	0.393975328336984	5.2327506954813	0.485784346102604	0.124669818666854	3.59825808727504	0	DOWN_pEhEx_UP_U2AF84
EHI_110400A	-0.366014675405809	10.7426333840322	0.643452600566685	1	14277	15644	2000	25047	19859	17489	1854.92060562927	2054.45001216793	581.416743942367	2027.90675280532	2475.81792890504	1284.28440180313	0	UP_pEhEx_DOWN_U2AF84
EHI_110420A	-1.06862844967694	1.56618936686295	0.321311814773387	1	25	14	0	35	38	48	3.24809239621291	1.83855153223926	0	2.83374201893186	4.73745310934044	3.52482424875923	0	UP_pEhEx_DOWN_U2AF84
EHI_110430A	0.0948732520161706	0.852893040171426	0.966397597525346	1	16	16	2	31	14	5	2.07877913357627	2.10120175113058	0.581416743942367	2.50988578819679	1.74537746133595	0.367169192579086	0	DOWN_pEhEx_UP_U2AF84
EHI_110460A	0.702787202189327	5.98594042110025	0.351800455915068	1	453	440	407	555	319	810	58.855434219378	57.783048156091	118.318307392272	44.9350520144909	39.7696721547263	59.4814091978119	0	DOWN_pEhEx_UP_U2AF84
EHI_110470A	-0.172695613131879	1.88305617764116	0.845627961981159	1	17	21	17	32	28	66	2.20870282942478	2.75782729835889	4.94204232351012	2.59084984588056	3.4907549226719	4.84663334204394	0	UP_pEhEx_DOWN_U2AF84
EHI_110490A	-0.431436618833437	1.39412518629735	0.595344465045803	1	21	20	2	50	20	24	2.72839761281885	2.62650218891323	0.581416743942367	4.04820288418837	2.49339637333707	1.76241212437961	0	UP_pEhEx_DOWN_U2AF84
EHI_110500A	0.395049693797159	4.4002118957526	0.630270623640434	1	159	114	123	185	74	407	20.6578676399141	14.9710624768054	35.7571297524555	14.978350671497	9.22556658134716	29.8875722759376	0	DOWN_pEhEx_UP_U2AF84
EHI_110510A	-0.132288804819172	3.64572256602835	0.877860611697959	1	109	132	12	225	79	143	14.1616828474883	17.3349144468273	3.4885004636542	18.2169129788477	9.84891567468143	10.5010389077619	0	UP_pEhEx_DOWN_U2AF84
EHI_110520A	-0.145625761447166	7.74588974703309	0.840141087893769	1	1483	1555	736	1918	2275	3225	192.67684094335	204.210545188003	213.961361770791	155.289062637466	283.623837467092	236.824129213511	0	UP_pEhEx_DOWN_U2AF84
EHI_110530A	-0.206733916415697	1.09064529377078	0.86175756742267	1	8	17	7	23	31	6	1.03938956678813	2.23252686057624	2.03495860379828	1.86217332672665	3.86476437867246	0.440603031094903	0	UP_pEhEx_DOWN_U2AF84
EHI_110570A	1.40574364895301	7.0038200607401	0.353533657019319	1	106	103	1828	341	397	1820	13.7719117599428	13.5264862729031	531.414903963323	27.6087436701647	49.4939180107409	133.649586098787	0	DOWN_pEhEx_UP_U2AF84
EHI_110600A	1.31936820564621	0.705542651154153	0.474470259031865	1	0	11	17	0	7	22	0	1.44457620390227	4.94204232351012	0	0.872688730667975	1.61554444734798	0	DOWN_pEhEx_UP_U2AF84
