logFC	logCPM	PValue	FDR	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_098450A	-0.0800289868273767	2.03782550483968	0.932496306072652	1	26	34	46	20	4.11838986512956	3.42495859686364	4.71418720075832	3.15195629875179	0	UP_pEhEx_DOWN_UmasM
EHI_098470A	-0.545832704262029	9.06618350271293	0.827284522071101	1	0	8649	486	7755	0	871.249026596283	49.8064125993162	1222.17105484101	0	UP_pEhEx_DOWN_UmasM
EHI_098490A	-1.00057417417064	5.01455759487556	0.0975838635850104	1	88	285	391	289	13.9391656973616	28.7092117678276	40.0705912064457	45.5457685169634	0	UP_pEhEx_DOWN_UmasM
EHI_098500A	-0.444193786284486	2.41763080205993	0.423671053967561	1	23	49	55	39	3.64319103453769	4.93596974253878	5.63652817481973	6.14631478256599	0	UP_pEhEx_DOWN_UmasM
EHI_098510A	-0.27272350290603	4.90224014819388	0.618558108621901	1	159	283	274	234	25.1855380213693	28.5077436150709	28.0801585436474	36.877888695396	0	UP_pEhEx_DOWN_UmasM
EHI_098520A	1.1701991998127	2.81712340975742	0.159119455682131	1	48	111	68	8	7.60318128946996	11.181482477996	6.96879847068621	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_098540A	0.311447636022829	3.28583338812587	0.587358331124791	1	76	90	78	57	12.0383703749941	9.06606687405082	7.99362177519889	8.9830754514426	0	DOWN_pEhEx_UP_UmasM
EHI_098550A	-1.12735579624957	4.59689136240628	0.0644319084043642	1	77	177	229	269	12.1967699851914	17.8299315189666	23.4684536733403	42.3938122182116	0	UP_pEhEx_DOWN_UmasM
EHI_098560A	-0.137874046569862	5.38788427238322	0.839616903950543	1	125	589	393	298	19.7999512746614	59.3323709868437	40.2755558673483	46.9641488514017	0	UP_pEhEx_DOWN_UmasM
EHI_098570A	-0.997545488090677	11.0348914614756	0.106298116830485	1	9097	13495	17275	24245	1440.96125396476	1359.40636072573	1770.38225854565	3820.95902316186	0	UP_pEhEx_DOWN_UmasM
EHI_098580A	-0.0576737554554461	4.28777706068723	0.916614121441874	1	132	168	178	134	20.9087485460424	16.9233248315615	18.2418548203257	21.118107201637	0	UP_pEhEx_DOWN_UmasM
EHI_098620A	0.590438475970348	1.30635641480887	0.384368621276081	1	13	32	15	13	2.05919493256478	3.22349044410696	1.53723495676902	2.04877159418866	0	DOWN_pEhEx_UP_UmasM
EHI_098730A	-0.0451386381478935	2.84976893890196	0.962403645052771	1	50	58	79	38	7.91998050986455	5.84257642994386	8.09610410565016	5.9887169676284	0	UP_pEhEx_DOWN_UmasM
EHI_098750A	-0.0131228791058804	6.80954040959919	0.981461318310414	1	720	1080	1182	658	114.047719342049	108.79280248861	121.134114593399	103.699362228934	0	UP_pEhEx_DOWN_UmasM
EHI_098770A	-0.203712097251707	1.60292239401509	0.778731656642377	1	14	29	25	22	2.21759454276207	2.92128821497193	2.5620582612817	3.46715192862697	0	UP_pEhEx_DOWN_UmasM
EHI_098780A	-0.404624876689265	11.500237351874	0.469446647131835	1	17215	22427	26466	24670	2726.84928954636	2259.16313093709	2712.29735772325	3887.93809451033	0	UP_pEhEx_DOWN_UmasM
EHI_098790A	0.116796632860411	4.2688265388633	0.836710232327732	1	115	212	178	116	18.2159551726885	21.3556241922086	18.2418548203257	18.2813465327604	0	DOWN_pEhEx_UP_UmasM
EHI_098800A	0.161492774598103	6.43626658957522	0.831324254527303	1	223	1458	699	580	35.3231130739959	146.870283359623	71.6351489854362	91.4067326638019	0	DOWN_pEhEx_UP_UmasM
EHI_098810A	0.137309052670185	4.03296619487498	0.801030259380562	1	111	161	164	88	17.5823567318993	16.2181862969131	16.8071021940079	13.8686077145079	0	DOWN_pEhEx_UP_UmasM
EHI_098840A	0.0620025244255497	10.5089670779767	0.908599953626491	1	10286	13374	14177	8873	1629.29839048933	1347.21753748395	1452.89199880762	1398.36541194123	0	DOWN_pEhEx_UP_UmasM
EHI_098850A	0.209623819950818	2.58687220343731	0.736910625518556	1	48	48	68	23	7.60318128946996	4.83523566616044	6.96879847068621	3.62474974356456	0	DOWN_pEhEx_UP_UmasM
EHI_098870A	0.172294971569752	2.21210557725369	0.78964368180259	1	24	54	42	25	3.80159064473498	5.43964012443049	4.30425787895325	3.93994537343974	0	DOWN_pEhEx_UP_UmasM
EHI_098970A	0.0508488305909832	3.56256158145546	0.931154749646119	1	71	122	126	62	11.2463723240077	12.2895573181578	12.9127736368597	9.77106452613055	0	DOWN_pEhEx_UP_UmasM
EHI_099190A	-0.149618534689947	6.88930722788221	0.77632310749532	1	741	1062	1149	832	117.374111156193	106.9795891138	117.752197688507	131.121382028074	0	UP_pEhEx_DOWN_UmasM
EHI_099200A	-0.295614953873631	1.80269598676399	0.646341367076292	1	12	38	36	22	1.90079532236749	3.82789490237701	3.68936389624564	3.46715192862697	0	UP_pEhEx_DOWN_UmasM
EHI_099210A	0.378536882686477	3.3578495664344	0.5335297035727	1	90	84	103	43	14.2559649177562	8.46166241578076	10.5556800364806	6.77670604231635	0	DOWN_pEhEx_UP_UmasM
EHI_099220A	0.904380703392493	3.0456115098194	0.155542503366088	1	58	116	74	22	9.18717739144287	11.6851528598877	7.58369245339382	3.46715192862697	0	DOWN_pEhEx_UP_UmasM
EHI_099230A	1.2006526971578	0.596813834925123	0.131984497963929	1	11	18	11	2	1.7423957121702	1.81321337481016	1.12730563496395	0.315195629875179	0	DOWN_pEhEx_UP_UmasM
EHI_099240A	0.589524681464091	3.03479896162075	0.301751246222195	1	57	100	74	32	9.02877778124558	10.0734076378342	7.58369245339382	5.04313007800287	0	DOWN_pEhEx_UP_UmasM
EHI_099260A	0.128718169985567	0.615432633311291	0.910498314082402	1	8	14	13	7	1.26719688157833	1.41027706929679	1.33227029586648	1.10318470456313	0	DOWN_pEhEx_UP_UmasM
EHI_099270A	0.631947092510324	2.03104464533365	0.32513705271645	1	21	59	38	13	3.32639181414311	5.9433105063222	3.89432855714818	2.04877159418866	0	DOWN_pEhEx_UP_UmasM
EHI_099290A	-0.505895596188665	1.11500366733109	0.451588615771786	1	9	17	17	18	1.42559649177562	1.71247929843182	1.74219961767155	2.83676066887661	0	UP_pEhEx_DOWN_UmasM
EHI_099300A	-0.494503108410514	5.8172134212766	0.347558976071709	1	294	463	573	461	46.5694853980035	46.6398773631725	58.7223753485765	72.6525926862288	0	UP_pEhEx_DOWN_UmasM
EHI_099310A	0.734688093679093	1.40079482241789	0.380164678942055	1	11	41	11	16	1.7423957121702	4.13009713151204	1.12730563496395	2.52156503900143	0	DOWN_pEhEx_UP_UmasM
EHI_099330A	0.874465164068082	5.28233816986008	0.176435707629931	1	421	333	352	117	66.6862358930595	33.544447433988	36.0737803188463	18.438944347698	0	DOWN_pEhEx_UP_UmasM
EHI_099340A	-0.666224180023222	7.88915537928979	0.293002237803672	1	697	2538	2397	2129	110.404528307512	255.663085848233	245.650146091689	335.525748002128	0	UP_pEhEx_DOWN_UmasM
EHI_099350A	0.898799801225958	5.6384371864835	0.148385629242012	1	244	896	346	214	38.649504888139	90.2577324349948	35.4588863361387	33.7259323966442	0	DOWN_pEhEx_UP_UmasM
EHI_099670A	0.8249766566822	0.530236558942652	0.344670949721564	1	15	8	9	5	2.37599415295936	0.805872611026739	0.92234097406141	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_099690A	-0.0157122736351533	2.43823371073709	1	1	44	34	55	30	6.9695828486808	3.42495859686364	5.63652817481973	4.72793444812769	0	UP_pEhEx_DOWN_UmasM
EHI_099700A	-0.467864323355298	6.83721803662876	0.393224729682157	1	661	862	1052	997	104.702142340409	86.8327738381311	107.811411634734	157.125021492777	0	UP_pEhEx_DOWN_UmasM
EHI_099720A	0.388711957888318	4.28402638544772	0.709767573781806	1	25	392	105	143	3.95999025493227	39.4877579403102	10.7606446973831	22.5364875360753	0	DOWN_pEhEx_UP_UmasM
EHI_099730A	-0.121936309050612	10.2870365695367	0.835689463409165	1	9838	8285	11946	8754	1558.33536512095	834.581822794567	1224.25391957085	1379.61127196366	0	UP_pEhEx_DOWN_UmasM
EHI_099740A	0.177805972504497	3.34687274403519	0.758076052323953	1	65	107	97	55	10.2959746628239	10.7785461724826	9.94078605377298	8.66787982156742	0	DOWN_pEhEx_UP_UmasM
EHI_099750A	0.454524434181105	1.57767971491869	0.436135312133915	1	21	30	22	15	3.32639181414311	3.02202229135027	2.25461126992789	2.36396722406384	0	DOWN_pEhEx_UP_UmasM
EHI_099760A	-0.710285412933589	3.86691735432026	0.218659691205809	1	51	135	180	109	8.07838012006184	13.5991003110762	18.4468194812282	17.1781618281973	0	UP_pEhEx_DOWN_UmasM
EHI_099780A	-0.68486874204192	4.0194484047576	0.295771852219685	1	68	136	112	178	10.7711734934158	13.6998343874546	11.478021010542	28.0524110588909	0	UP_pEhEx_DOWN_UmasM
EHI_099790A	0.247558876463392	13.2545335879604	0.714903601622255	1	100180	53103	86126	57397	15868.4729495646	5349.28165791912	8826.39319244589	9045.64178397283	0	DOWN_pEhEx_UP_UmasM
EHI_099800A	-0.200723714829611	3.53801792127037	0.731102862976611	1	53	126	116	79	8.39517934045642	12.6924936236711	11.8879503323471	12.4502273800696	0	UP_pEhEx_DOWN_UmasM
EHI_099810A	0.433373926289879	0.462461625841187	0.566064085557042	1	9	12	12	4	1.42559649177562	1.20880891654011	1.22978796541521	0.630391259750358	0	DOWN_pEhEx_UP_UmasM
EHI_099850A	0.650580720294576	2.51245595149066	0.291871564883953	1	31	83	50	21	4.91038791611602	8.36092833940242	5.12411652256339	3.30955411368938	0	DOWN_pEhEx_UP_UmasM
EHI_099860A	-0.635900285814364	3.97022808585842	0.706691603995807	1	0	239	117	162	0	24.0754442544238	11.9904326627983	25.5308460198895	0	UP_pEhEx_DOWN_UmasM
EHI_099870A	0.267105535946843	1.76827771254639	0.681025351620017	1	24	31	24	21	3.80159064473498	3.12275636772861	2.45957593083043	3.30955411368938	0	DOWN_pEhEx_UP_UmasM
EHI_100080A	0.641711418690983	0.716192928730193	0.374948043536773	1	13	14	13	5	2.05919493256478	1.41027706929679	1.33227029586648	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_100110A	-0.119127004185166	6.47185038101969	0.820424558366407	1	582	770	899	585	92.1885731348233	77.5652388113237	92.1316150756898	92.1947217384899	0	UP_pEhEx_DOWN_UmasM
EHI_100120A	-0.117412188273878	0.422610134257679	1	1	1	18	18	2	0.158399610197291	1.81321337481016	1.84468194812282	0.315195629875179	0	UP_pEhEx_DOWN_UmasM
EHI_100140A	-0.461608413443277	1.7665353254981	0.475703335854936	1	10	36	29	28	1.58399610197291	3.62642674962033	2.97198758308677	4.41273881825251	0	UP_pEhEx_DOWN_UmasM
EHI_100250A	0.52266649311857	0.201263272171396	0.582399591764669	1	8	9	8	4	1.26719688157833	0.906606687405082	0.819858643610142	0.630391259750358	0	DOWN_pEhEx_UP_UmasM
EHI_100260A	0.558314823544971	1.51973920839088	0.369587972002799	1	17	35	24	11	2.69279337335395	3.52569267324198	2.45957593083043	1.73357596431348	0	DOWN_pEhEx_UP_UmasM
EHI_100270A	-0.066213461402363	6.60368066300974	0.90617946943785	1	740	719	937	650	117.215711545995	72.4278009160282	96.0259436328379	102.438579709433	0	UP_pEhEx_DOWN_UmasM
EHI_100280A	-0.325873377954721	2.67510778073124	0.575898309940547	1	27	65	60	48	4.27678947532686	6.54771496459226	6.14893982707607	7.5646951170043	0	UP_pEhEx_DOWN_UmasM
EHI_100290A	0.709092905938755	4.44918743269045	0.209432865056813	1	199	220	175	94	31.5215224292609	22.1614968032353	17.9344078289719	14.8141946041334	0	DOWN_pEhEx_UP_UmasM
EHI_100310A	0.0468014430134177	1.94212753077831	0.999999999999999	1	17	45	31	25	2.69279337335395	4.53303343702541	3.1769522439893	3.93994537343974	0	DOWN_pEhEx_UP_UmasM
EHI_100320A	-0.322311842614695	4.76906327503436	0.5499721400161	1	146	247	268	207	23.1263430888045	24.8813168654506	27.4652645609398	32.622747692081	0	UP_pEhEx_DOWN_UmasM
EHI_100340A	0.0664359604107493	1.98671317395121	0.930087922989436	1	19	45	37	22	3.00959259374853	4.53303343702541	3.79184622669691	3.46715192862697	0	DOWN_pEhEx_UP_UmasM
EHI_100350A	-0.344204349629879	2.59826453103427	0.724160920265441	1	6	91	41	56	0.950397661183746	9.16680095042916	4.20177554850198	8.82547763650501	0	UP_pEhEx_DOWN_UmasM
EHI_100360A	0.291890262871786	1.44026571062473	0.658178182349287	1	20	23	23	13	3.16799220394582	2.31688375670188	2.35709360037916	2.04877159418866	0	DOWN_pEhEx_UP_UmasM
EHI_100370A	-0.629773806176173	1.89962923478467	0.281337881265286	1	18	26	34	32	2.85119298355124	2.6190859858369	3.48439923534311	5.04313007800287	0	UP_pEhEx_DOWN_UmasM
EHI_100380A	0.721472583733446	0.404098532663216	0.400499938366507	1	11	10	8	5	1.7423957121702	1.00734076378342	0.819858643610142	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_100390A	0.645110025821514	2.33493110089319	0.269841022610534	1	29	70	39	22	4.59358869572144	7.05138534648397	3.99681088759944	3.46715192862697	0	DOWN_pEhEx_UP_UmasM
EHI_100400A	0.181217549696538	3.36900535177611	0.761458978259098	1	68	106	113	46	10.7711734934158	10.6778120961043	11.5805033409933	7.24949948712912	0	DOWN_pEhEx_UP_UmasM
EHI_100430A	0.336477925811137	2.67404159620631	0.583914495035805	1	44	67	71	22	6.9695828486808	6.74918311734894	7.27624546204001	3.46715192862697	0	DOWN_pEhEx_UP_UmasM
EHI_100480A	-0.0305141305767786	5.92422976557071	0.956940438514426	1	436	503	570	405	69.0622300460188	50.6692404183062	58.4149283572226	63.8271150497238	0	UP_pEhEx_DOWN_UmasM
EHI_100490A	-1.00852161895589	2.6878958436539	0.0740170391114708	1	21	48	76	56	3.32639181414311	4.83523566616044	7.78865711429635	8.82547763650501	0	UP_pEhEx_DOWN_UmasM
EHI_100810A	1.62067324439416	4.23525879649931	0.147899742398068	1	323	52	141	24	51.163074093725	5.2381719716738	14.4500085936288	3.78234755850215	0	DOWN_pEhEx_UP_UmasM
EHI_101120A	0.274078901060377	3.42487802371688	0.630603223367264	1	68	121	102	54	10.7711734934158	12.1888232417794	10.4531977060293	8.51028200662983	0	DOWN_pEhEx_UP_UmasM
EHI_101130A	-0.251511334692111	1.92082648844446	0.760406846267602	1	17	37	54	13	2.69279337335395	3.72716082599867	5.53404584436846	2.04877159418866	0	UP_pEhEx_DOWN_UmasM
EHI_101230A	-0.560428224971067	5.58274068645363	0.345927945268405	1	166	503	470	416	26.2943352927503	50.6692404183062	48.1666953120959	65.5606910140372	0	UP_pEhEx_DOWN_UmasM
EHI_101240A	-0.304625283906615	6.08848299303084	0.55690489359595	1	371	621	709	490	58.7662553831949	62.5558614309506	72.6599722899489	77.2229293194189	0	UP_pEhEx_DOWN_UmasM
EHI_101250A	0.0448739132345197	3.54276723307929	0.958156055468892	1	47	155	107	73	7.44478167927267	15.6137818386431	10.9656093582857	11.504640490444	0	DOWN_pEhEx_UP_UmasM
EHI_101260A	0.0556783259041027	1.13633900025995	0.999999999999994	1	6	29	23	9	0.950397661183746	2.92128821497193	2.35709360037916	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_101280A	0.358966494650146	5.74625294935423	0.540911116604858	1	463	465	573	221	73.3390195213457	46.8413455159292	58.7223753485765	34.8291171012073	0	DOWN_pEhEx_UP_UmasM
EHI_101390A	-0.187729776232906	1.16327557893919	0.808669833320443	1	5	28	20	14	0.791998050986455	2.82055413859359	2.04964660902536	2.20636940912625	0	UP_pEhEx_DOWN_UmasM
EHI_101430A	-0.20509142829244	1.91810509533126	0.739327864837867	1	19	35	37	24	3.00959259374853	3.52569267324198	3.79184622669691	3.78234755850215	0	UP_pEhEx_DOWN_UmasM
EHI_101530A	1.66003526737812	1.35909909362114	0.136497837242351	1	23	34	1	14	3.64319103453769	3.42495859686364	0.102482330451268	2.20636940912625	0	DOWN_pEhEx_UP_UmasM
EHI_102040A	0.347774199359313	0.934297028680373	0.656151319604342	1	10	21	16	8	1.58399610197291	2.11541560394519	1.63971728722028	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_102170A	-0.0360885115951598	13.8979466810949	0.951376730207609	1	124956	102795	146157	101099	19792.9816918127	10354.9593813117	14978.5099717659	15932.9814923754	0	UP_pEhEx_DOWN_UmasM
EHI_102270A	-0.688140895033934	3.50934491909043	0.511755398408896	1	7	157	131	89	1.10879727138104	15.8152499913998	13.4251852891161	14.0262055294455	0	UP_pEhEx_DOWN_UmasM
EHI_102280A	0.0193834493457035	4.50920474450036	0.976525868036348	1	120	261	235	131	19.0079532236749	26.2915939347474	24.0833476560479	20.6453137568242	0	DOWN_pEhEx_UP_UmasM
EHI_102940A	0.033456188011406	1.62970860112992	0.963458514356311	1	20	26	40	9	3.16799220394582	2.6190859858369	4.09929321805071	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_103250A	-0.675812449733413	2.84250026223728	0.265840513121472	1	43	39	86	52	6.81118323848351	3.92862897875535	8.81348041880903	8.19508637675466	0	UP_pEhEx_DOWN_UmasM
EHI_103260A	-0.436627271796696	3.12384456598032	0.534565294825706	1	30	95	56	88	4.75198830591873	9.56973725594253	5.739010505271	13.8686077145079	0	UP_pEhEx_DOWN_UmasM
EHI_103270A	-0.341057110877329	5.74042634429712	0.524307945591296	1	258	526	523	415	40.8670994309011	52.9861241750081	53.5982588260131	65.4030931990997	0	UP_pEhEx_DOWN_UmasM
EHI_103280A	1.19418681619079	1.95660230504834	0.0487894352524957	1	34	47	16	18	5.38558674670789	4.73450158978209	1.63971728722028	2.83676066887661	0	DOWN_pEhEx_UP_UmasM
EHI_103290A	0.0518135781894417	1.85528652415343	0.962077435509688	1	19	38	38	17	3.00959259374853	3.82789490237701	3.89432855714818	2.67916285393902	0	DOWN_pEhEx_UP_UmasM
EHI_103300A	-0.114825247791025	6.9377408487162	0.8483403911658	1	1002	758	1194	838	158.716409417686	76.3564298947835	122.363902558814	132.0669689177	0	UP_pEhEx_DOWN_UmasM
EHI_103310A	-0.758950426284852	8.37642308040733	0.418189260180809	1	338	4365	3240	3191	53.5390682466843	439.704243391465	332.042750662108	502.894627465848	0	UP_pEhEx_DOWN_UmasM
EHI_103320A	0.490845372733646	2.15451038804428	0.406432009642891	1	39	37	30	25	6.17758479769435	3.72716082599867	3.07446991353803	3.93994537343974	0	DOWN_pEhEx_UP_UmasM
EHI_103340A	0.319899223397374	2.92980267770793	0.613954245240455	1	48	87	87	26	7.60318128946996	8.76386464491579	8.9159627492603	4.09754318837733	0	DOWN_pEhEx_UP_UmasM
EHI_103370A	-0.285740538012631	3.61537454825599	0.744403922826274	1	18	185	134	80	2.85119298355124	18.6358041299933	13.7326322804699	12.6078251950072	0	UP_pEhEx_DOWN_UmasM
EHI_103390A	-0.0736250234283804	2.01802875188736	0.913286021305552	1	13	52	32	29	2.05919493256478	5.2381719716738	3.27943457444057	4.5703366331901	0	UP_pEhEx_DOWN_UmasM
EHI_103410A	-0.139177693956337	6.38198361878466	0.793565762083286	1	571	674	826	569	90.4461774226531	67.8947674790028	84.6504049527472	89.6731566994884	0	UP_pEhEx_DOWN_UmasM
EHI_103420A	0.210126892144493	4.35956182118272	0.699984034428385	1	149	198	190	115	23.6015419193964	19.9453471229118	19.4716427857409	18.1237487178228	0	DOWN_pEhEx_UP_UmasM
EHI_103430A	0.180284889666338	5.38853283375952	0.754830962267678	1	305	399	286	310	48.3118811101737	40.1928964749586	29.3099465090626	48.8553226306528	0	DOWN_pEhEx_UP_UmasM
EHI_103440A	-0.568742288750174	8.19344862906015	0.303936371561743	1	1220	2758	3124	2403	193.247524440695	277.824582651468	320.154800329761	378.707549295028	0	UP_pEhEx_DOWN_UmasM
EHI_103450A	-0.257334029830406	2.09793967264359	0.676593769879664	1	27	31	44	27	4.27678947532686	3.12275636772861	4.50922253985578	4.25514100331492	0	UP_pEhEx_DOWN_UmasM
EHI_103470A	0.0701501364161622	2.01418366601434	0.972485758668857	1	12	57	31	27	1.90079532236749	5.74184235356552	3.1769522439893	4.25514100331492	0	DOWN_pEhEx_UP_UmasM
EHI_103500A	-0.169110434514696	1.05480303549977	0.868917082562578	1	11	17	22	10	1.7423957121702	1.71247929843182	2.25461126992789	1.5759781493759	0	UP_pEhEx_DOWN_UmasM
EHI_103510A	-1.11905539230168	8.32700836745906	0.240387373692944	1	302	3541	2698	3823	47.8366822795819	356.69936445571	276.497327557521	602.496446506405	0	UP_pEhEx_DOWN_UmasM
EHI_103520A	0.175985672300363	5.72876395563195	0.749279850296074	1	399	485	573	256	63.2014444687191	48.8560270434961	58.7223753485765	40.3450406240229	0	DOWN_pEhEx_UP_UmasM
EHI_103540A	-0.589260327751018	0.865344278232037	0.410302490954708	1	6	15	20	11	0.950397661183746	1.51101114567514	2.04964660902536	1.73357596431348	0	UP_pEhEx_DOWN_UmasM
EHI_103550A	0.638422710414513	2.02113736809097	0.322220042445726	1	39	32	36	14	6.17758479769435	3.22349044410696	3.68936389624564	2.20636940912625	0	DOWN_pEhEx_UP_UmasM
EHI_103560A	0.59104897398517	1.29709091511744	0.397406084558762	1	22	19	16	12	3.4847914243404	1.91394745118851	1.63971728722028	1.89117377925107	0	DOWN_pEhEx_UP_UmasM
EHI_103570A	0.984849217716107	1.99143163100878	0.168792415608883	1	37	41	37	7	5.86078557729976	4.13009713151204	3.79184622669691	1.10318470456313	0	DOWN_pEhEx_UP_UmasM
EHI_103580A	0.228260200213329	3.82459371594244	0.731469554443449	1	115	118	82	110	18.2159551726885	11.8866210126444	8.40355109700396	17.3357596431348	0	DOWN_pEhEx_UP_UmasM
EHI_103590A	-0.0626690219472652	4.92326847412301	0.915087081435835	1	215	247	291	201	34.0559161924175	24.8813168654506	29.8223581613189	31.6771608024555	0	UP_pEhEx_DOWN_UmasM
EHI_103600A	0.214592662156165	4.0143845377266	0.701664333312593	1	113	162	170	76	17.8991559522939	16.3189203732915	17.4219961767155	11.9774339352568	0	DOWN_pEhEx_UP_UmasM
EHI_103610A	-0.029534371825094	3.48305027343257	0.96625837124696	1	47	140	111	68	7.44478167927267	14.1027706929679	11.3755386800907	10.7166514157561	0	UP_pEhEx_DOWN_UmasM
EHI_103620A	-0.0917256082628087	1.3088292252398	0.944710926038517	1	14	21	26	12	2.21759454276207	2.11541560394519	2.66454059173296	1.89117377925107	0	UP_pEhEx_DOWN_UmasM
EHI_103650A	0.65906352900399	3.12201800032614	0.392087803093619	1	28	160	78	32	4.43518908552415	16.1174522205348	7.99362177519889	5.04313007800287	0	DOWN_pEhEx_UP_UmasM
EHI_103660A	0.428148242798064	0.897525813735646	0.50809311589397	1	15	14	17	6	2.37599415295936	1.41027706929679	1.74219961767155	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_103680A	-0.17892053529233	3.57541331117264	0.749261592419795	1	65	115	125	76	10.2959746628239	11.5844187835094	12.8102913064085	11.9774339352568	0	UP_pEhEx_DOWN_UmasM
EHI_103690A	-0.307492807258023	5.35465987334533	0.571359996896614	1	239	346	368	332	37.8575068371525	34.8539904269065	37.7134976060666	52.3224745592797	0	UP_pEhEx_DOWN_UmasM
EHI_103700A	-0.568742288750174	8.19344862906015	0.303936371561743	1	1220	2758	3124	2403	193.247524440695	277.824582651468	320.154800329761	378.707549295028	0	UP_pEhEx_DOWN_UmasM
EHI_103720A	0.285456036529041	4.23915395880247	0.617033173989222	1	125	210	198	84	19.7999512746614	21.1541560394519	20.291501429351	13.2382164547575	0	DOWN_pEhEx_UP_UmasM
EHI_103730A	-0.249424879746576	5.25415252102463	0.685168273293607	1	134	476	372	281	21.225547766437	47.949420356091	38.1234269278716	44.2849859974627	0	UP_pEhEx_DOWN_UmasM
EHI_103750A	0.107573105735374	2.02584844122258	0.858287225159808	1	26	38	35	24	4.11838986512956	3.82789490237701	3.58688156579437	3.78234755850215	0	DOWN_pEhEx_UP_UmasM
EHI_103760A	0.492662233179305	0.877576682550057	0.534696515318282	1	10	21	16	6	1.58399610197291	2.11541560394519	1.63971728722028	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_103780A	0.178670313252664	1.7790753094447	0.887290549232524	1	42	3	21	25	6.65278362828622	0.302202229135027	2.15212893947662	3.93994537343974	0	DOWN_pEhEx_UP_UmasM
EHI_103800A	-0.524705781689606	4.4242490667329	0.375878295951538	1	78	222	211	181	12.3551695953887	22.362964955992	21.6237717252175	28.5252045037037	0	UP_pEhEx_DOWN_UmasM
EHI_103810A	-0.116020718649752	4.73191478088067	0.835791212121349	1	142	278	273	170	22.4927446480153	28.0040732331792	27.9776762131961	26.7916285393902	0	UP_pEhEx_DOWN_UmasM
EHI_103830A	-0.055968156183627	3.42279773153126	0.925361300516182	1	53	120	98	72	8.39517934045642	12.0880891654011	10.0432683842242	11.3470426755064	0	UP_pEhEx_DOWN_UmasM
EHI_103840A	0.533830922377495	2.04619451728347	0.441834488886041	1	43	25	34	18	6.81118323848351	2.51835190945856	3.48439923534311	2.83676066887661	0	DOWN_pEhEx_UP_UmasM
EHI_103850A	1.09783138981812	1.80123331679211	0.0805772663041511	1	28	44	27	8	4.43518908552415	4.43229936064707	2.76702292218423	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_103860A	-0.475109600731619	7.54050147854106	0.402083823607511	1	1182	1231	1779	1588	187.228339253198	124.003648021739	182.316065872805	250.265330120892	0	UP_pEhEx_DOWN_UmasM
EHI_103880A	0.112923423266009	2.77981637724984	0.862884351732163	1	35	81	70	35	5.54398635690518	8.15946018664573	7.17376313158875	5.51592352281563	0	DOWN_pEhEx_UP_UmasM
EHI_103890A	-0.78363505198917	3.07474605930507	0.15732796451908	1	37	61	105	63	5.86078557729976	6.14477865907889	10.7606446973831	9.92866234106814	0	UP_pEhEx_DOWN_UmasM
EHI_103900A	2.14289295831517	4.40702994612457	0.0192409332426805	1	376	91	79	47	59.5582534341814	9.16680095042916	8.09610410565016	7.40709730206671	0	DOWN_pEhEx_UP_UmasM
EHI_104350A	-0.0126979952195952	1.27562542795053	1	1	19	14	21	14	3.00959259374853	1.41027706929679	2.15212893947662	2.20636940912625	0	UP_pEhEx_DOWN_UmasM
EHI_104360A	-0.827737611262365	6.86203477266522	0.260298905363886	1	248	1270	1006	1231	39.2831033289281	127.932277000495	103.097224433975	194.002910188173	0	UP_pEhEx_DOWN_UmasM
EHI_104370A	-0.1178349350119	1.00545251058891	0.933001665873538	1	12	15	20	10	1.90079532236749	1.51101114567514	2.04964660902536	1.5759781493759	0	UP_pEhEx_DOWN_UmasM
EHI_104380A	0.599741628045297	5.27803390212409	0.32658582704341	1	380	326	373	146	60.1918518749706	32.8393088993396	38.2259092583229	23.0092809808881	0	DOWN_pEhEx_UP_UmasM
EHI_104390A	-0.293680705081757	9.19174926640959	0.595548391278852	1	3869	4345	5677	4479	612.848091853319	437.689561863898	581.792189971847	705.880613105464	0	UP_pEhEx_DOWN_UmasM
EHI_104400A	0.385548768014878	2.69949425827622	0.516543231275756	1	39	79	68	24	6.17758479769435	7.95799203388905	6.96879847068621	3.78234755850215	0	DOWN_pEhEx_UP_UmasM
EHI_104410A	-0.405471648297533	1.46951263820812	0.63774987142402	1	5	34	27	19	0.791998050986455	3.42495859686364	2.76702292218423	2.9943584838142	0	UP_pEhEx_DOWN_UmasM
EHI_104420A	-0.6073630706071	4.18970090809866	0.327222388884688	1	58	191	191	152	9.18717739144287	19.2402085882634	19.5741251161922	23.9548678705136	0	UP_pEhEx_DOWN_UmasM
