logFC	logCPM	PValue	FDR	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_155430A	-0.0200669633002457	0.562435553545335	1	1	7	13	20	2	1.10879727138104	1.30954299291845	2.04964660902536	0.315195629875179	0	UP_pEhEx_DOWN_UmasM
EHI_155440A	-0.0240051412196769	8.79600175022272	0.966635806050865	1	3486	3266	4362	2848	552.181041147756	328.997493451666	447.02792542843	448.838576942255	0	UP_pEhEx_DOWN_UmasM
EHI_155450A	-0.407824017388123	7.08110740351018	0.445029588102393	1	747	1132	1323	1096	118.324508817376	114.030974460284	135.584123187027	172.727205171598	0	UP_pEhEx_DOWN_UmasM
EHI_155470A	-0.308881083878101	4.6419315058364	0.576527623393228	1	157	192	289	159	24.8687388009747	19.3409426646417	29.6173935004164	25.0580525750767	0	UP_pEhEx_DOWN_UmasM
EHI_155490A	-0.0370697636782522	1.732245895802	1	1	13	39	33	18	2.05919493256478	3.92862897875535	3.38191690489184	2.83676066887661	0	UP_pEhEx_DOWN_UmasM
EHI_155500A	0.342322088648845	1.54479712398617	0.595194737518646	1	18	31	27	12	2.85119298355124	3.12275636772861	2.76702292218423	1.89117377925107	0	DOWN_pEhEx_UP_UmasM
EHI_155520A	0.230932233074835	4.07883253980501	0.705000839030313	1	134	147	189	71	21.225547766437	14.8079092276163	19.3691604552896	11.1894448605689	0	DOWN_pEhEx_UP_UmasM
EHI_155530A	0.366359869181753	6.79736033902554	0.48441110980017	1	738	1321	945	616	116.898912325601	133.06971489579	96.8458022764481	97.0802540015552	0	DOWN_pEhEx_UP_UmasM
EHI_155550A	0.674979357281903	5.59578950321057	0.208430058238067	1	320	671	342	248	50.6878752631331	67.5925652498678	35.0489570143336	39.0842581045222	0	DOWN_pEhEx_UP_UmasM
EHI_155560A	0.316659695163644	1.72860254809045	0.679287739600067	1	33	17	30	15	5.2271871365106	1.71247929843182	3.07446991353803	2.36396722406384	0	DOWN_pEhEx_UP_UmasM
EHI_155570A	-0.465644851576405	4.59080582511081	0.459908793219584	1	78	274	236	198	12.3551695953887	27.6011369276658	24.1858299864992	31.2043673576427	0	UP_pEhEx_DOWN_UmasM
EHI_155580A	1.09596487298666	0.837183171772882	0.0960438023814066	1	14	20	11	5	2.21759454276207	2.01468152756685	1.12730563496395	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_155590A	0.970208101353962	0.869807522435869	0.167008433721381	1	16	17	10	7	2.53439376315665	1.71247929843182	1.02482330451268	1.10318470456313	0	DOWN_pEhEx_UP_UmasM
EHI_155600A	-0.0998823813943721	0.992109500842504	0.897679470386266	1	4	26	14	14	0.633598440789164	2.6190859858369	1.43475262631775	2.20636940912625	0	UP_pEhEx_DOWN_UmasM
EHI_155610A	-0.00506111756177197	0.901021603414784	1	1	8	19	15	11	1.26719688157833	1.91394745118851	1.53723495676902	1.73357596431348	0	UP_pEhEx_DOWN_UmasM
EHI_155630A	0.272696349770422	0.320670754141605	0.902557114555734	1	6	12	6	8	0.950397661183746	1.20880891654011	0.614893982707607	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_155660A	-0.103213567268622	4.23528857147785	0.856441342720886	1	128	155	185	124	20.2751501052532	15.6137818386431	18.9592311334845	19.5421290522611	0	UP_pEhEx_DOWN_UmasM
EHI_155680A	-0.296708596790522	6.13640047606488	0.781759646189444	1	52	1166	550	623	8.23677973025913	117.455933057147	56.3652817481973	98.1834387061183	0	UP_pEhEx_DOWN_UmasM
EHI_155690A	0.467234798769212	0.663488948379708	0.502502523144538	1	8	18	15	4	1.26719688157833	1.81321337481016	1.53723495676902	0.630391259750358	0	DOWN_pEhEx_UP_UmasM
EHI_155700A	-0.596219342623991	4.76459007617119	0.357321271106793	1	78	302	272	235	12.3551695953887	30.4216910662594	27.8751938827448	37.0354865103335	0	UP_pEhEx_DOWN_UmasM
EHI_155710A	0.712217361944042	0.997133790731222	0.285720271437088	1	15	20	16	6	2.37599415295936	2.01468152756685	1.63971728722028	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_155720A	-0.0464309275060434	4.39441387637667	0.945272070893517	1	164	149	209	132	25.9775360723557	15.009377380373	21.418807064315	20.8029115717618	0	UP_pEhEx_DOWN_UmasM
EHI_155730A	0.41936255137288	1.24093850368964	0.516877554832837	1	14	26	21	9	2.21759454276207	2.6190859858369	2.15212893947662	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_155780A	0.405263023208647	5.31133761005174	0.4915697669422	1	372	309	367	192	58.9246549933922	31.1268296009078	37.6110152756153	30.2587804680172	0	DOWN_pEhEx_UP_UmasM
EHI_155900A	-1.65000589916234	3.44999317712487	0.294637030301846	1	0	102	82	153	0	10.2748757905909	8.40355109700396	24.1124656854512	0	UP_pEhEx_DOWN_UmasM
EHI_156090A	-0.00630487375053672	3.02573029512279	1	1	71	46	79	49	11.2463723240077	4.63376751340375	8.09610410565016	7.72229293194189	0	UP_pEhEx_DOWN_UmasM
EHI_156200A	-0.321704675533794	4.71210334986647	0.548047452652405	1	149	224	277	186	23.6015419193964	22.5644331087487	28.3876055350012	29.3131935783917	0	UP_pEhEx_DOWN_UmasM
EHI_156210A	0.5119135949016	1.16725898549772	0.447001475131835	1	13	26	18	9	2.05919493256478	2.6190859858369	1.84468194812282	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_156230A	0.074394754916333	1.54655910631597	0.953997757318648	1	14	32	29	14	2.21759454276207	3.22349044410696	2.97198758308677	2.20636940912625	0	DOWN_pEhEx_UP_UmasM
EHI_156240A	0.719036861598628	5.48648932425	0.249424057732263	1	224	748	394	171	35.4815126841932	75.3490891310001	40.3780381977995	26.9492263543278	0	DOWN_pEhEx_UP_UmasM
EHI_156270A	-0.351558543386399	3.25176656581452	0.545603148786587	1	60	68	94	71	9.50397661183746	6.84991719372728	9.63333906241918	11.1894448605689	0	UP_pEhEx_DOWN_UmasM
EHI_156280A	-0.227541095162831	4.84417657964117	0.71931819307868	1	99	364	321	181	15.6815614095318	36.6672038017166	32.896828074857	28.5252045037037	0	UP_pEhEx_DOWN_UmasM
EHI_156290A	-0.18010146341687	2.88069514383119	0.770526547227099	1	27	89	65	54	4.27678947532686	8.96533279767247	6.66135147933241	8.51028200662983	0	UP_pEhEx_DOWN_UmasM
EHI_156300A	0.0767768967814144	1.54097712963493	0.964159094429292	1	7	42	23	18	1.10879727138104	4.23083120789038	2.35709360037916	2.83676066887661	0	DOWN_pEhEx_UP_UmasM
EHI_156310A	-2.48099256862214	5.73190362656628	0.00849989205125936	1	57	229	266	968	9.02877778124558	23.0681034906404	27.2602999000372	152.554684859587	0	UP_pEhEx_DOWN_UmasM
EHI_156320A	0.618107964064379	2.65588392897782	0.312763639293364	1	47	72	63	19	7.44478167927267	7.25285349924065	6.45638681842987	2.9943584838142	0	DOWN_pEhEx_UP_UmasM
EHI_156330A	0.394873515200848	8.71683312641355	0.502051963895747	1	3968	3246	3561	2295	628.52965326285	326.982811924099	364.939578736965	361.686985281768	0	DOWN_pEhEx_UP_UmasM
EHI_156340A	-0.506211980246579	0.992251611420903	0.416218950882479	1	7	17	16	16	1.10879727138104	1.71247929843182	1.63971728722028	2.52156503900143	0	UP_pEhEx_DOWN_UmasM
EHI_156370A	0.566653952566015	2.37626483758192	0.411255504184174	1	21	83	45	21	3.32639181414311	8.36092833940242	4.61170487030705	3.30955411368938	0	DOWN_pEhEx_UP_UmasM
EHI_156380A	-0.395457780516882	1.63264191766033	0.680237851350371	1	3	43	25	25	0.475198830591873	4.33156528426872	2.5620582612817	3.93994537343974	0	UP_pEhEx_DOWN_UmasM
EHI_156420A	0.355231443557355	2.88123763786483	0.640504879841862	1	27	115	41	53	4.27678947532686	11.5844187835094	4.20177554850198	8.35268419169225	0	DOWN_pEhEx_UP_UmasM
EHI_156430A	1.07748912080076	1.53622637409144	0.296852222427713	1	9	56	6	18	1.42559649177562	5.64110827718717	0.614893982707607	2.83676066887661	0	DOWN_pEhEx_UP_UmasM
EHI_156440A	-0.470027220013204	2.3572913142024	0.467104931843475	1	14	58	51	39	2.21759454276207	5.84257642994386	5.22659885301466	6.14631478256599	0	UP_pEhEx_DOWN_UmasM
EHI_156460A	0.0155369275817501	-0.242978356611158	1	1	1	10	0	8	0.158399610197291	1.00734076378342	0	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_156660A	0.57351112556051	10.6079274211882	0.482436782441277	1	3734	31185	12553	7754	591.464144476684	3141.39217185861	1286.46069415476	1222.01345702607	0	DOWN_pEhEx_UP_UmasM
EHI_156670A	-0.100843516749403	6.50907949530512	0.847069453455932	1	581	827	892	613	92.030173524626	83.3070811648892	91.4142387625309	96.6074605567424	0	UP_pEhEx_DOWN_UmasM
EHI_156690A	0.551240193218369	12.4548068800724	0.417953232114515	1	63048	33356	46465	27579	9986.7786237188	3360.08585167599	4761.84148441816	4346.39013816378	0	DOWN_pEhEx_UP_UmasM
EHI_156710A	0.308028866604127	2.66567600380736	0.663070576403369	1	36	77	76	19	5.70238596710247	7.75652388113236	7.78865711429635	2.9943584838142	0	DOWN_pEhEx_UP_UmasM
EHI_157010A	0.000647284209076573	6.27263336138633	0.999775028070811	1	737	373	787	466	116.740512715403	37.5738104891217	80.6535940651478	73.4405817609167	0	DOWN_pEhEx_UP_UmasM
EHI_157120A	-1.49947888896323	4.17286028605611	0.0196817791467229	1	51	104	164	228	8.07838012006184	10.4763439433476	16.8071021940079	35.9323018057704	0	UP_pEhEx_DOWN_UmasM
EHI_157140A	-0.271706548413165	2.25634694732603	0.652096616123072	1	23	45	52	29	3.64319103453769	4.53303343702541	5.32908118346593	4.5703366331901	0	UP_pEhEx_DOWN_UmasM
EHI_157360A	-0.231382716108068	3.66516885736898	0.776884917632959	1	26	185	98	107	4.11838986512956	18.6358041299933	10.0432683842242	16.8629661983221	0	UP_pEhEx_DOWN_UmasM
EHI_157790A	0.273253516763491	2.15170192063758	0.727026308853918	1	26	50	59	9	4.11838986512956	5.03670381891712	6.0464574966248	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_157890A	0.92758445369499	3.7475576351596	0.186444020678636	1	96	192	133	28	15.2063625789399	19.3409426646417	13.6301499500186	4.41273881825251	0	DOWN_pEhEx_UP_UmasM
EHI_158020A	0.357839353356305	1.87629527592271	0.558013719382411	1	19	46	35	15	3.00959259374853	4.63376751340375	3.58688156579437	2.36396722406384	0	DOWN_pEhEx_UP_UmasM
EHI_158040A	0.4434485646533	3.80604857151611	0.488382171948037	1	95	165	160	43	15.0479629687426	16.6211226024265	16.3971728722029	6.77670604231635	0	DOWN_pEhEx_UP_UmasM
EHI_158050A	-0.162054685596505	6.7370892458872	0.769015692069693	1	769	786	1028	758	121.809300241717	79.1769840333771	105.351835703903	119.459143722693	0	UP_pEhEx_DOWN_UmasM
EHI_158060A	-0.259876393097605	1.93930089338314	0.676656017620289	1	16	39	28	32	2.53439376315665	3.92862897875535	2.8695052526355	5.04313007800287	0	UP_pEhEx_DOWN_UmasM
EHI_158070A	1.25422059112852	2.49688673787928	0.0485528823991228	1	31	101	27	23	4.91038791611602	10.1741417142126	2.76702292218423	3.62474974356456	0	DOWN_pEhEx_UP_UmasM
EHI_158080A	0.382295769382838	2.98523798861606	0.529793463927507	1	61	77	83	30	9.66237622203475	7.75652388113236	8.50603342745523	4.72793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_158100A	-0.0187316382224922	4.36889722511013	0.980265659829654	1	114	223	186	140	18.0575555624912	22.4636990323704	19.0617134639358	22.0636940912625	0	UP_pEhEx_DOWN_UmasM
EHI_158110A	0.109374391804042	1.01541937301136	0.934153145165539	1	14	15	15	12	2.21759454276207	1.51101114567514	1.53723495676902	1.89117377925107	0	DOWN_pEhEx_UP_UmasM
EHI_158120A	0.31697920532497	3.61526478761871	0.585682098663267	1	100	108	128	52	15.8399610197291	10.879280248861	13.1177382977623	8.19508637675466	0	DOWN_pEhEx_UP_UmasM
EHI_158130A	0.586616658547257	1.5702414963403	0.433115108498473	1	32	16	21	14	5.06878752631331	1.61174522205348	2.15212893947662	2.20636940912625	0	DOWN_pEhEx_UP_UmasM
EHI_158150A	-1.07597394572814	6.21228527157894	0.097340373116826	1	196	635	663	842	31.046323598669	63.9661385002474	67.9457850891906	132.69736017745	0	UP_pEhEx_DOWN_UmasM
EHI_158190A	0.520328700630727	0.391848509928418	0.602844181271158	1	6	15	4	9	0.950397661183746	1.51101114567514	0.409929321805071	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_158200A	0.130183612565258	0.550672445797445	0.935229109819833	1	2	21	9	9	0.316799220394582	2.11541560394519	0.92234097406141	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_158220A	0.810501146979457	3.75967395107649	0.247397589750313	1	76	216	135	34	12.0383703749941	21.758560497722	13.8351146109212	5.35832570787804	0	DOWN_pEhEx_UP_UmasM
EHI_158240A	0.379084797879175	4.77766615389402	0.52379466315805	1	133	400	232	149	21.0671481562397	40.293630551337	23.7759006646941	23.4820744257008	0	DOWN_pEhEx_UP_UmasM
EHI_158250A	-0.414265060656162	5.37298697587491	0.48508361190918	1	147	469	433	316	23.2847426990018	47.2442818214426	44.374849085399	49.8009095202783	0	UP_pEhEx_DOWN_UmasM
EHI_158260A	0.131949011943597	0.302420433907409	0.999999999999998	1	6	11	13	3	0.950397661183746	1.10807484016177	1.33227029586648	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_158270A	0.486475691389933	9.00064254790543	0.45173166865086	1	5449	3296	4054	2776	863.119475965038	332.019515743017	415.46336764944	437.491534266749	0	DOWN_pEhEx_UP_UmasM
EHI_158290A	-0.501222115097622	0.258438444030912	0.596357141102066	1	1	13	11	7	0.158399610197291	1.30954299291845	1.12730563496395	1.10318470456313	0	UP_pEhEx_DOWN_UmasM
EHI_158310A	-0.2448330577516	4.12653103439522	0.655003027601951	1	105	148	183	118	16.6319590707155	14.9086433039947	18.754266472582	18.5965421626356	0	UP_pEhEx_DOWN_UmasM
EHI_158320A	-0.234004578159563	3.32899055205049	0.767462018081542	1	20	146	90	76	3.16799220394582	14.707175151238	9.2234097406141	11.9774339352568	0	UP_pEhEx_DOWN_UmasM
EHI_158550A	-0.116779008533627	10.7532493054757	0.83565907510213	1	12733	12857	16830	11843	2016.90223664211	1295.13801999635	1724.77762149484	1866.43092230587	0	UP_pEhEx_DOWN_UmasM
EHI_158570A	-1.63395109522157	9.60588339176708	0.179766137449501	1	299	7067	4325	12142	47.36148344899	711.887717765746	443.236079201733	1913.55266897221	0	UP_pEhEx_DOWN_UmasM
EHI_158590A	-0.232527381672402	3.77714417774689	0.675135318453084	1	65	143	141	93	10.2959746628239	14.404972922103	14.4500085936288	14.6565967891958	0	UP_pEhEx_DOWN_UmasM
EHI_158610A	0.184330803664575	1.40398107853829	0.792954446432233	1	15	27	25	12	2.37599415295936	2.71982006221524	2.5620582612817	1.89117377925107	0	DOWN_pEhEx_UP_UmasM
EHI_158620A	-0.0825910709409292	1.94901758167973	0.936150821232198	1	31	22	37	23	4.91038791611602	2.21614968032353	3.79184622669691	3.62474974356456	0	UP_pEhEx_DOWN_UmasM
EHI_158940A	1.05802005362524	3.18705722105313	0.163421499040422	1	120	51	57	36	19.0079532236749	5.13743789529546	5.84149283572227	5.67352133775322	0	DOWN_pEhEx_UP_UmasM
EHI_159150A	-0.686530964372808	11.3046151249015	0.300553826754152	1	16648	12311	20777	26083	2637.0367105645	1240.13721429377	2129.27537978599	4110.62380701715	0	UP_pEhEx_DOWN_UmasM
EHI_159160A	-1.01058033060765	10.4213391068222	0.093015590814466	1	5394	9577	12067	15410	854.407497404187	964.730249475385	1236.65428155545	2428.58232818825	0	UP_pEhEx_DOWN_UmasM
EHI_159300A	0.0373047958420397	3.46266458532775	0.963071235095891	1	79	93	100	70	12.513569205586	9.36826910318584	10.2482330451268	11.0318470456313	0	DOWN_pEhEx_UP_UmasM
EHI_159330A	1.09769273544223	1.96845188353713	0.0924772585607448	1	41	36	28	11	6.49438401808893	3.62642674962033	2.8695052526355	1.73357596431348	0	DOWN_pEhEx_UP_UmasM
EHI_159480A	-0.537540062503465	13.5102712828337	0.361155581810767	1	71788	76108	103259	108194	11371.1912168431	7666.66908500288	10582.2229600675	17051.1379893576	0	UP_pEhEx_DOWN_UmasM
EHI_159490A	1.10623728869933	2.5633008423896	0.142101220082135	1	74	39	48	14	11.7215711545995	3.92862897875535	4.91915186166085	2.20636940912625	0	DOWN_pEhEx_UP_UmasM
EHI_159500A	0.0112143103935614	0.851018977903048	1	1	8	18	15	10	1.26719688157833	1.81321337481016	1.53723495676902	1.5759781493759	0	DOWN_pEhEx_UP_UmasM
EHI_159520A	0.0419530239567672	5.25618299389414	0.950361292254519	1	355	208	317	269	56.2318616200383	20.9526878866952	32.4868987530519	42.3938122182116	0	DOWN_pEhEx_UP_UmasM
EHI_159570A	-0.0851864478955865	3.07959197796145	0.903234542964253	1	43	90	79	56	6.81118323848351	9.06606687405082	8.09610410565016	8.82547763650501	0	UP_pEhEx_DOWN_UmasM
EHI_159580A	1.41326008974938	-0.0917640717703173	0.135257951167448	1	8	8	4	2	1.26719688157833	0.805872611026739	0.409929321805071	0.315195629875179	0	DOWN_pEhEx_UP_UmasM
EHI_159600A	-0.560293777721828	9.30611631523981	0.394392467580875	1	4528	3035	5502	5993	717.233434973333	305.727921808269	563.857782142876	944.483704920974	0	UP_pEhEx_DOWN_UmasM
EHI_159620A	-0.248009030024327	7.00135958152501	0.686446924650008	1	982	778	1057	1075	155.54841721374	78.3711114223504	108.32382328699	169.417651057909	0	UP_pEhEx_DOWN_UmasM
EHI_159630A	-0.0851864478955865	3.07959197796145	0.903234542964253	1	43	90	79	56	6.81118323848351	9.06606687405082	8.09610410565016	8.82547763650501	0	UP_pEhEx_DOWN_UmasM
EHI_159640A	-0.0179808091004421	3.63739190242251	0.977986202365598	1	82	112	130	71	12.9887680361779	11.2822165543743	13.3227029586648	11.1894448605689	0	UP_pEhEx_DOWN_UmasM
EHI_159670A	-0.44495145395621	5.45584244350198	0.4861699748744	1	325	224	386	388	51.4798733141196	22.5644331087487	39.5581795541894	61.1479521957847	0	UP_pEhEx_DOWN_UmasM
EHI_159680A	-0.317422951173362	3.55956101598557	0.618231826378815	1	42	137	106	94	6.65278362828622	13.8005684638329	10.8631270278344	14.8141946041334	0	UP_pEhEx_DOWN_UmasM
EHI_159690A	-0.291197995717148	3.44534022903741	0.618559748579756	1	46	117	118	72	7.28638206907538	11.7858869362661	12.0929149932496	11.3470426755064	0	UP_pEhEx_DOWN_UmasM
EHI_159700A	0.404966999446591	0.0789040110153704	0.819924013421739	1	3	13	2	8	0.475198830591873	1.30954299291845	0.204964660902536	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_159710A	1.05376322135756	0.89931743063127	0.21840292922775	1	8	30	15	3	1.26719688157833	3.02202229135027	1.53723495676902	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_159720A	-0.751567349651203	1.63474608585124	0.274110483258314	1	10	26	22	32	1.58399610197291	2.6190859858369	2.25461126992789	5.04313007800287	0	UP_pEhEx_DOWN_UmasM
EHI_159730A	-0.131930839917434	0.69792551932501	0.838530360629096	1	6	16	13	10	0.950397661183746	1.61174522205348	1.33227029586648	1.5759781493759	0	UP_pEhEx_DOWN_UmasM
EHI_159740A	-0.47096677611711	1.33800886424248	0.508485359298859	1	7	26	23	19	1.10879727138104	2.6190859858369	2.35709360037916	2.9943584838142	0	UP_pEhEx_DOWN_UmasM
EHI_159750A	0.350747241164936	5.89012412230944	0.55921744856533	1	569	421	550	301	90.1293782022585	42.4090461552822	56.3652817481973	47.4369422962145	0	DOWN_pEhEx_UP_UmasM
EHI_159760A	0.503299609545726	3.86867776054129	0.407687858978001	1	115	154	154	50	18.2159551726885	15.5130477622647	15.7822788894952	7.87989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_159770A	0.294388114722687	0.782317210268846	0.718520886352504	1	14	11	12	9	2.21759454276207	1.10807484016177	1.22978796541521	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_159780A	1.28771689804528	1.71487408524402	0.0519224591281883	1	36	30	16	12	5.70238596710247	3.02202229135027	1.63971728722028	1.89117377925107	0	DOWN_pEhEx_UP_UmasM
EHI_159790A	-0.382569430769693	1.5346420143495	0.558449432219476	1	13	25	35	15	2.05919493256478	2.51835190945856	3.58688156579437	2.36396722406384	0	UP_pEhEx_DOWN_UmasM
EHI_159810A	0.384005382988893	2.50879884066555	0.625270953562514	1	43	55	74	11	6.81118323848351	5.54037420080883	7.58369245339382	1.73357596431348	0	DOWN_pEhEx_UP_UmasM
EHI_159820A	-0.705903628388081	3.69114704287017	0.272085525316361	1	35	135	144	106	5.54398635690518	13.5991003110762	14.7574555849826	16.7053683833845	0	UP_pEhEx_DOWN_UmasM
EHI_159830A	-0.152459613091424	3.27128765562416	0.792856749921581	1	46	104	101	60	7.28638206907538	10.4763439433476	10.350715375578	9.45586889625537	0	UP_pEhEx_DOWN_UmasM
EHI_159840A	0.798560984841347	1.43624602847857	0.200529137197491	1	22	28	22	8	3.4847914243404	2.82055413859359	2.25461126992789	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_159860A	0.501739547475137	6.83757011846786	0.400479331259365	1	1099	929	1105	480	174.081171606823	93.5819569554801	113.242975148651	75.646951170043	0	DOWN_pEhEx_UP_UmasM
EHI_159870A	1.04038995363067	1.67935381792119	0.111233780516566	1	25	40	26	7	3.95999025493227	4.0293630551337	2.66454059173296	1.10318470456313	0	DOWN_pEhEx_UP_UmasM
EHI_159880A	0.35031003674418	1.99163570594355	0.637650090125019	1	39	23	36	18	6.17758479769435	2.31688375670188	3.68936389624564	2.83676066887661	0	DOWN_pEhEx_UP_UmasM
EHI_159890A	0.772516248062636	0.301099261694862	0.302028348145463	1	9	11	9	3	1.42559649177562	1.10807484016177	0.92234097406141	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_159900A	0.17773056890168	1.23831826815738	0.846485979330646	1	24	8	26	8	3.80159064473498	0.805872611026739	2.66454059173296	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_159910A	-1.73190195380401	0.536295834412615	0.0810177021365842	1	0	10	18	12	0	1.00734076378342	1.84468194812282	1.89117377925107	0	UP_pEhEx_DOWN_UmasM
EHI_160210A	-0.758941053416041	3.08735841343213	0.345617659697166	1	13	100	86	76	2.05919493256478	10.0734076378342	8.81348041880903	11.9774339352568	0	UP_pEhEx_DOWN_UmasM
EHI_160670A	-0.645222434938054	6.06392374302025	0.273070490388697	1	343	493	527	690	54.3310662976708	49.6618996545228	54.0081881478181	108.742492306937	0	UP_pEhEx_DOWN_UmasM
