logFC	AveExpr	t	P.Value	adj.P.Val	B	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_160870A	0.0038432539109631	3.04405813293425	0.00982134995943354	0.992458581788162	0.999154291130592	-4.61724287276672	52	81	81	51	8.23677973025913	8.15946018664573	8.30106876655269	8.03748856181707	0.08	DOWN_pEhEx_UP_UmasM
EHI_160880A	0.0462381709062967	1.83493576660869	0.0732900878036406	0.94378052534888	0.999154291130592	-4.61377386991993	14	56	49	15	2.21759454276207	5.64110827718717	5.02163419211212	2.36396722406384	0.08	DOWN_pEhEx_UP_UmasM
EHI_160900A	0.293994099039864	2.15340560889859	0.401646937526381	0.700827262313344	0.999154291130592	-4.61128103121152	14	101	40	25	2.21759454276207	10.1741417142126	4.09929321805071	3.93994537343974	0.08	DOWN_pEhEx_UP_UmasM
EHI_160910A	-0.806233949371225	2.25897252525835	-0.896472579249169	0.4020000229714	0.999154291130592	-4.59887911091229	8	90	44	59	1.26719688157833	9.06606687405082	4.50922253985578	9.29827108131778	0.08	UP_pEhEx_DOWN_UmasM
EHI_160920A	-0.347383291603187	2.10831034703645	-0.77497684626954	0.465621256448943	0.999154291130592	-4.60248035336627	19	46	48	30	3.00959259374853	4.63376751340375	4.91915186166085	4.72793444812769	0.08	UP_pEhEx_DOWN_UmasM
EHI_160930A	0.0882853940729962	8.08779105035813	0.191596236396561	0.853908645102261	0.999154291130592	-4.61510319240211	2100	2322	3212	1356	332.639181414311	233.904525350511	329.173245409472	213.702637055371	0.08	DOWN_pEhEx_UP_UmasM
EHI_160940A	-0.386075610501781	8.63516531444705	-0.884230027557893	0.408105795122542	0.999154291130592	-4.59926604168257	2332	3260	3747	3402	369.387890980082	328.393088993396	384.0012922009	536.14776641768	0.08	UP_pEhEx_DOWN_UmasM
EHI_160950A	0.0816476654841074	0.623936685540893	0.149906967638051	0.885385410804002	0.999154291130592	-4.60777961876753	11	14	17	7	1.7423957121702	1.41027706929679	1.74219961767155	1.10318470456313	0.08	DOWN_pEhEx_UP_UmasM
EHI_160960A	-0.178750650612552	5.18543936081387	-0.408456797213874	0.6960648535854	0.999154291130592	-4.61505422340245	263	278	306	302	41.6590974818875	28.0040732331792	31.359593118088	47.594540111152	0.08	UP_pEhEx_DOWN_UmasM
EHI_160980A	-0.288603007739402	11.2383892070788	-0.490907335629201	0.639637732374139	0.999154291130592	-4.60663709013905	9032	33678	23229	18708	1430.66527930193	3392.52222426982	2380.5620540525	2948.33992185243	0.08	UP_pEhEx_DOWN_UmasM
EHI_160990A	0.0975747671529714	11.2223814682247	0.175671425901178	0.865901739251329	0.999154291130592	-4.6102470473177	22432	16844	24564	13624	3553.22005594563	1696.7647825168	2517.37596520494	2147.11263070972	0.08	DOWN_pEhEx_UP_UmasM
EHI_161020A	-0.23928835432274	3.00739269522063	-0.484962835262547	0.643626279482999	0.999154291130592	-4.61149481127638	32	104	96	49	5.06878752631331	10.4763439433476	9.83830372332171	7.72229293194189	0.08	UP_pEhEx_DOWN_UmasM
EHI_161030A	-0.157163600019736	5.78993747857562	-0.357672175662584	0.731925698425186	0.999154291130592	-4.61572742310921	388	443	449	469	61.4590487565489	44.6251958356057	46.0145663726192	73.9133752057295	0.08	UP_pEhEx_DOWN_UmasM
EHI_161040A	-0.846446051898961	7.25020777184825	-1.78191764652821	0.12126785048262	0.999154291130592	-4.56357713793359	562	1450	1577	1619	89.0205809308775	146.064410748596	161.614635121649	255.150862383957	0.08	UP_pEhEx_DOWN_UmasM
EHI_161060A	0.424738454244624	2.92408529304995	0.88832358855252	0.406056581500629	0.999154291130592	-4.59955225378513	76	64	71	36	12.0383703749941	6.44698088821391	7.27624546204001	5.67352133775322	0.08	DOWN_pEhEx_UP_UmasM
EHI_161070A	0.00347771419562459	8.52937350914035	0.00709512894649488	0.994551888543143	0.999154291130592	-4.6151708869854	1992	4288	4840	1748	315.532023513004	431.947719510332	496.014479384136	275.480980510907	0.08	DOWN_pEhEx_UP_UmasM
EHI_161170A	0.16704565849129	6.09547712603804	0.237244119678373	0.819774399525022	0.999154291130592	-4.61729055018488	952	340	678	385	150.796428907821	34.2495859686364	69.4830200459596	60.675158750972	0.08	DOWN_pEhEx_UP_UmasM
EHI_161180A	-0.129324107997804	10.6250260253762	-0.253664422619868	0.807594635029736	0.999154291130592	-4.61045319323999	12672	11175	16421	10378	2007.23986042007	1125.70330352798	1682.86234834027	1635.5501234223	0.08	UP_pEhEx_DOWN_UmasM
EHI_161190A	0.311770541528873	0.525864089036245	0.524566870592213	0.617300228399428	0.999154291130592	-4.60364596378859	10	16	17	5	1.58399610197291	1.61174522205348	1.74219961767155	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_161200A	-0.598524467896013	14.3956524565909	-0.79569484413168	0.454297361331274	0.999154291130592	-4.59917203592128	195585	97218	190808	230823	30980.5877604371	9793.16543734969	19554.4485087455	36377.2004373392	0.08	UP_pEhEx_DOWN_UmasM
EHI_161640A	0.406732092201731	2.27751749403284	0.83773308267237	0.431919087925132	0.999154291130592	-4.60076350277022	25	75	40	27	3.95999025493227	7.55505572837568	4.09929321805071	4.25514100331492	0.08	DOWN_pEhEx_UP_UmasM
EHI_161650A	-0.523727759735627	3.96009660928299	-1.28642915778246	0.242239745522418	0.999154291130592	-4.58336329438919	68	153	168	128	10.7711734934158	15.4123136858864	17.217031515813	20.1725203120115	0.08	UP_pEhEx_DOWN_UmasM
EHI_161660A	-0.117926022660358	1.8088088464735	-0.163996863140058	0.874718646630972	0.999154291130592	-4.61324256193253	44	16	32	24	6.9695828486808	1.61174522205348	3.27943457444057	3.78234755850215	0.08	UP_pEhEx_DOWN_UmasM
EHI_161860A	-0.433648638368557	2.70051275455114	-0.64250628470019	0.542545327047391	0.999154291130592	-4.60698964652191	17	108	69	52	2.69279337335395	10.879280248861	7.07128080113748	8.19508637675466	0.08	UP_pEhEx_DOWN_UmasM
EHI_161870A	-0.268544703316261	3.58419505866259	-0.570805908453441	0.587322772406008	0.999154291130592	-4.61028750234144	48	152	125	86	7.60318128946996	15.311579609508	12.8102913064085	13.5534120846327	0.08	UP_pEhEx_DOWN_UmasM
EHI_161890A	0.691736547577413	0.170482938570947	1.12138520589703	0.301859967861275	0.999154291130592	-4.59312800660141	8	15	10	4	1.26719688157833	1.51101114567514	1.02482330451268	0.630391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_161900A	0.304299300001087	0.661883380821205	0.575138534855121	0.584557175917027	0.999154291130592	-4.60359028964219	9	19	12	10	1.42559649177562	1.91394745118851	1.22978796541521	1.5759781493759	0.08	DOWN_pEhEx_UP_UmasM
EHI_161930A	-0.121911329925823	4.4169215797254	-0.301636861294896	0.77235459971592	0.999154291130592	-4.61690599715274	147	178	250	122	23.2847426990018	17.9306655953449	25.620582612817	19.2269334223859	0.08	UP_pEhEx_DOWN_UmasM
EHI_161940A	-0.785797352325102	5.72381157301345	-1.61219103273281	0.154267886927693	0.999154291130592	-4.56858644609583	180	565	566	523	28.5119298355124	56.9147531537635	58.0049990354176	82.4236572123593	0.08	UP_pEhEx_DOWN_UmasM
EHI_161960A	0.841781061282921	1.83509001432901	1.50948655511737	0.178186487319725	0.999154291130592	-4.57807928312835	32	45	40	10	5.06878752631331	4.53303343702541	4.09929321805071	1.5759781493759	0.08	DOWN_pEhEx_UP_UmasM
EHI_161970A	-0.545883632307114	4.60993626828125	-1.32307502439904	0.23047774646038	0.999154291130592	-4.5814865802795	104	244	261	206	16.4735594605183	24.5791146363155	26.7478882477809	32.4651498771434	0.08	UP_pEhEx_DOWN_UmasM
EHI_161980A	-0.10430186530948	4.75379057383617	-0.240127284023637	0.817631776156549	0.999154291130592	-4.6179284618697	217	195	275	175	34.3727154128121	19.6431448937768	28.1826408740986	27.5796176140782	0.08	UP_pEhEx_DOWN_UmasM
EHI_162180A	-0.082360292158251	1.3662443157415	-0.168133872108652	0.871591988990531	0.999154291130592	-4.6117022179402	20	19	24	17	3.16799220394582	1.91394745118851	2.45957593083043	2.67916285393902	0.08	UP_pEhEx_DOWN_UmasM
EHI_162190A	0.658598387891147	0.944223127320332	1.28007770583178	0.244330930829461	0.999154291130592	-4.58796176843351	18	20	16	8	2.85119298355124	2.01468152756685	1.63971728722028	1.26078251950072	0.08	DOWN_pEhEx_UP_UmasM
EHI_162200A	-0.118917515291537	5.8440922219244	-0.312959793695874	0.764117877689209	0.999154291130592	-4.61646095919263	372	510	596	372	58.9246549933922	51.3743789529546	61.0794689489556	58.6263871567833	0.08	UP_pEhEx_DOWN_UmasM
EHI_162210A	0.068606514165361	1.47985976042812	0.12740246223001	0.902475285425081	0.999154291130592	-4.61237723666593	14	35	36	12	2.21759454276207	3.52569267324198	3.68936389624564	1.89117377925107	0.08	DOWN_pEhEx_UP_UmasM
EHI_162230A	-2.26033019895502	1.61861947876988	-1.22643308405032	0.262627433886062	0.999154291130592	-4.58985082873245	0	140	55	88	0	14.1027706929679	5.63652817481973	13.8686077145079	0.08	UP_pEhEx_DOWN_UmasM
EHI_162540A	0.378021778197722	1.53357890751677	0.783179642142179	0.46111461500484	0.999154291130592	-4.601554545774	19	35	31	12	3.00959259374853	3.52569267324198	3.1769522439893	1.89117377925107	0.08	DOWN_pEhEx_UP_UmasM
EHI_162550A	0.111756067541848	0.977458442628743	0.19780363517099	0.849244978022887	0.999154291130592	-4.60964496959615	9	27	23	9	1.42559649177562	2.71982006221524	2.35709360037916	1.41838033443831	0.08	DOWN_pEhEx_UP_UmasM
EHI_162560A	-0.395646200780275	2.12947862576893	-0.764327705336195	0.471517213401925	0.999154291130592	-4.60280703331323	16	54	55	28	2.53439376315665	5.43964012443049	5.63652817481973	4.41273881825251	0.08	UP_pEhEx_DOWN_UmasM
EHI_162570A	1.15787992095687	0.337298062178769	1.94681076602007	0.0958152603393098	0.999154291130592	-4.57760811321279	12	18	9	4	1.90079532236749	1.81321337481016	0.92234097406141	0.630391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_163240A	-0.258437489503181	9.50593877947306	-0.581636653066532	0.580423480969972	0.999154291130592	-4.60675404431093	4633	5942	8517	4623	733.865394044049	598.561881840111	872.842008453448	728.574698456476	0.08	UP_pEhEx_DOWN_UmasM
EHI_163260A	-0.437634125054464	6.14284715043497	-0.787458196551154	0.458776033119533	0.999154291130592	-4.6036289985517	233	999	743	557	36.9071091759688	100.633342301964	76.144371525292	87.7819829202374	0.08	UP_pEhEx_DOWN_UmasM
EHI_163470A	0.0649499929589757	0.746953720648958	0.120771536513728	0.907522008356094	0.999154291130592	-4.60868092896454	13	14	18	8	2.05919493256478	1.41027706929679	1.84468194812282	1.26078251950072	0.08	DOWN_pEhEx_UP_UmasM
EHI_163480A	-0.385394571069395	5.09175320438175	-0.821466692903812	0.440482818960478	0.999154291130592	-4.60268367186766	133	417	345	272	21.0671481562397	42.0061098497688	35.3564040056874	42.8666056630244	0.08	UP_pEhEx_DOWN_UmasM
EHI_163490A	0.93708364045093	0.936884097707436	1.04823420080252	0.331958163376336	0.999154291130592	-4.59413357625082	35	14	22	4	5.54398635690518	1.41027706929679	2.25461126992789	0.630391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_163510A	0.238760609111933	4.30406407444674	0.489832418858427	0.640358008473144	0.999154291130592	-4.61297922140493	187	154	220	92	29.6207271068934	15.5130477622647	22.5461126992789	14.4989989742582	0.08	DOWN_pEhEx_UP_UmasM
EHI_163520A	0.53554854090174	1.21481405051951	0.857508282809861	0.421670616772768	0.999154291130592	-4.59916048542974	10	45	20	11	1.58399610197291	4.53303343702541	2.04964660902536	1.73357596431348	0.08	DOWN_pEhEx_UP_UmasM
EHI_163530A	-0.18505283037675	6.48591492365175	-0.483668417301205	0.644496491703012	0.999154291130592	-4.61238977353915	522	847	954	592	82.6845965229859	85.321762692456	97.7681432505095	93.297906443053	0.08	UP_pEhEx_DOWN_UmasM
EHI_163540A	0.324125712273692	5.78001376197672	0.730830680346542	0.49039494350933	0.999154291130592	-4.60575277261198	405	581	642	233	64.1518421299028	58.5264983758169	65.7936561497139	36.7202908804584	0.08	DOWN_pEhEx_UP_UmasM
EHI_163550A	0.47386806881397	0.648192799139609	0.896172131433237	0.402149047196483	0.999154291130592	-4.59750886470602	10	20	14	7	1.58399610197291	2.01468152756685	1.43475262631775	1.10318470456313	0.08	DOWN_pEhEx_UP_UmasM
EHI_163560A	-0.0762463512033552	5.42687004214146	-0.128461340498973	0.901669832812271	0.999154291130592	-4.618985317585	151	728	496	242	23.9183411397909	73.3344076034333	50.8312359038288	38.1386712148967	0.08	UP_pEhEx_DOWN_UmasM
EHI_163570A	0.942332536852281	1.21174119904449	1.84380559561503	0.111020540559629	0.999154291130592	-4.570928588441	24	27	19	8	3.80159064473498	2.71982006221524	1.94716427857409	1.26078251950072	0.08	DOWN_pEhEx_UP_UmasM
EHI_163580A	0.139348764856304	5.21665158976968	0.318531289703935	0.760077055975501	0.999154291130592	-4.61677630412231	186	512	370	209	29.4623274966961	51.5758471057113	37.9184622669691	32.9379433219562	0.08	DOWN_pEhEx_UP_UmasM
EHI_163590A	-0.6380098576526	3.45929495519339	-1.44852496026708	0.193962744835734	0.999154291130592	-4.57674911068398	48	99	106	110	7.60318128946996	9.9726735614559	10.8631270278344	17.3357596431348	0.08	UP_pEhEx_DOWN_UmasM
EHI_163600A	0.483257913590235	1.24241212848135	0.914845989343691	0.392964976176515	0.999154291130592	-4.59768778694453	13	36	23	10	2.05919493256478	3.62642674962033	2.35709360037916	1.5759781493759	0.08	DOWN_pEhEx_UP_UmasM
EHI_163620A	0.0543381141278066	1.60349093886122	0.10287987124321	0.921161672343755	0.999154291130592	-4.61293210567587	27	22	34	15	4.27678947532686	2.21614968032353	3.48439923534311	2.36396722406384	0.08	DOWN_pEhEx_UP_UmasM
EHI_163630A	-1.91655222631834	-0.0648740368436854	-2.05628970087898	0.0819136159093159	0.999154291130592	-4.58178913988499	2	5	11	20	0.316799220394582	0.503670381891712	1.12730563496395	3.15195629875179	0.08	UP_pEhEx_DOWN_UmasM
EHI_163640A	-0.0901130916488379	3.2569085095262	-0.185719847214286	0.858329493702095	0.999154291130592	-4.61689694791249	40	130	89	68	6.33598440789164	13.0954299291845	9.12092741016284	10.7166514157561	0.08	UP_pEhEx_DOWN_UmasM
EHI_163650A	0.0245402194165867	5.88285274941048	0.0643250567850733	0.950645739846613	0.999154291130592	-4.61891445449734	399	555	541	391	63.2014444687191	55.90741238998	55.4429407741359	61.6207456405975	0.08	DOWN_pEhEx_UP_UmasM
EHI_163670A	-0.854525616366365	8.58757750817251	-1.25166710495674	0.253878486870133	0.999154291130592	-4.58648781249618	1009	5217	3643	4428	159.825206689067	525.529676465812	373.343129833969	697.843124543646	0.08	UP_pEhEx_DOWN_UmasM
EHI_163690A	0.275645762103837	8.28178896431953	0.472741914355989	0.651866249846222	0.999154291130592	-4.61060550104083	3622	1995	2860	1760	573.723388134588	200.964482374793	293.099465090626	277.372154290158	0.08	DOWN_pEhEx_UP_UmasM
EHI_163700A	-0.15579711366142	4.12259779115688	-0.389857451206536	0.709106742075678	0.999154291130592	-4.61513224686163	90	188	198	105	14.2559649177562	18.9380063591284	20.291501429351	16.5477705684469	0.08	UP_pEhEx_DOWN_UmasM
EHI_163710A	-0.903557045692496	4.79684091880202	-1.87818078441096	0.105699341119809	0.999154291130592	-4.55631813191574	90	285	318	281	14.2559649177562	28.7092117678276	32.5893810835032	44.2849859974627	0.08	UP_pEhEx_DOWN_UmasM
EHI_163740A	-0.277011019928478	4.15408851060662	-0.738974798288529	0.485759040873706	0.999154291130592	-4.60549697053862	101	161	189	125	15.9983606299264	16.2181862969131	19.3691604552896	19.6997268671987	0.08	UP_pEhEx_DOWN_UmasM
EHI_163750A	-0.812190408537069	12.1464371606772	-1.31687719275282	0.232431009218013	0.999154291130592	-4.58701104723075	29209	25152	40518	55065	4626.69421425267	2533.66348906807	4152.37906522447	8678.12367953837	0.08	UP_pEhEx_DOWN_UmasM
EHI_163760A	0.0414613002203001	2.00422244940507	0.0878783436570065	0.932620569211089	0.999154291130592	-4.6142125633342	19	52	38	25	3.00959259374853	5.2381719716738	3.89432855714818	3.93994537343974	0.08	DOWN_pEhEx_UP_UmasM
EHI_163860A	-0.338352061518105	4.49438231085241	-0.824315179305414	0.438974475508272	0.999154291130592	-4.60253404389138	104	240	224	177	16.4735594605183	24.1761783308022	22.956042021084	27.8948132439533	0.08	UP_pEhEx_DOWN_UmasM
EHI_164070A	0.412284661044845	1.68399049842187	0.796694577898794	0.453755848879329	0.999154291130592	-4.60138776666677	16	51	29	16	2.53439376315665	5.13743789529546	2.97198758308677	2.52156503900143	0.08	DOWN_pEhEx_UP_UmasM
EHI_164310A	0.882157455086485	-0.329397584477289	0.957451661768946	0.372605532171259	0.999154291130592	-4.59564884190561	9	9	11	1	1.42559649177562	0.906606687405082	1.12730563496395	0.15759781493759	0.08	DOWN_pEhEx_UP_UmasM
EHI_164320A	1.06562630674933	0.362844914891322	1.40780679811702	0.20519927951459	0.999154291130592	-4.58720712623671	7	24	5	10	1.10879727138104	2.41761783308022	0.512411652256339	1.5759781493759	0.08	DOWN_pEhEx_UP_UmasM
EHI_164360A	0.470434721495348	0.562065834966074	0.744903240819841	0.482402987712359	0.999154291130592	-4.60033721759666	7	22	9	11	1.10879727138104	2.21614968032353	0.92234097406141	1.73357596431348	0.08	DOWN_pEhEx_UP_UmasM
EHI_164370A	0.442098207287057	0.733196492114961	0.84644319548701	0.4273830900068	0.999154291130592	-4.59870978349416	10	21	12	10	1.58399610197291	2.11541560394519	1.22978796541521	1.5759781493759	0.08	DOWN_pEhEx_UP_UmasM
EHI_164380A	0.253530199128302	1.00795754658961	0.479859622423875	0.647060587951855	0.999154291130592	-4.60652855322639	15	20	23	8	2.37599415295936	2.01468152756685	2.35709360037916	1.26078251950072	0.08	DOWN_pEhEx_UP_UmasM
EHI_164400A	-0.313037789743924	5.22050275863197	-0.678005002763607	0.521177203490963	0.999154291130592	-4.60769762893956	151	462	439	243	23.9183411397909	46.5391432867942	44.9897430681066	38.2962690298343	0.08	UP_pEhEx_DOWN_UmasM
EHI_164420A	0.478324310319546	0.354593953465269	0.81068228197422	0.446226884643043	0.999154291130592	-4.59863977444848	7	18	11	6	1.10879727138104	1.81321337481016	1.12730563496395	0.945586889625537	0.08	DOWN_pEhEx_UP_UmasM
EHI_164430A	-0.143447954238463	4.96100188486322	-0.249019218612825	0.811034498361855	0.999154291130592	-4.61784834055645	305	180	248	266	48.3118811101737	18.1321337481016	25.4156179519144	41.9210187733988	0.08	UP_pEhEx_DOWN_UmasM
EHI_164440A	0.0213053449507023	7.47553417454696	0.0376100643333277	0.971128068107592	0.999154291130592	-4.6169479836288	1832	1090	1485	1311	290.188085881437	109.800143252393	152.186260720133	206.61073538318	0.08	DOWN_pEhEx_UP_UmasM
EHI_164460A	0.216804423252881	0.650197939871646	0.371751377072902	0.72190562279755	0.999154291130592	-4.60617344087973	13	14	18	6	2.05919493256478	1.41027706929679	1.84468194812282	0.945586889625537	0.08	DOWN_pEhEx_UP_UmasM
EHI_164480A	1.82504389703197	1.00100298197977	1.04666274955105	0.332630468498702	0.999154291130592	-4.59432577307043	17	79	89	0	2.69279337335395	7.95799203388905	9.12092741016284	0	0.08	DOWN_pEhEx_UP_UmasM
EHI_164490A	0.198290343780744	3.59747907155592	0.402678209784124	0.700105103593045	0.999154291130592	-4.61432452444574	71	148	158	49	11.2463723240077	14.9086433039947	16.1922082113003	7.72229293194189	0.08	DOWN_pEhEx_UP_UmasM
EHI_164500A	-0.478781957713888	7.5026237892651	-0.923351027447898	0.388834789200085	0.999154291130592	-4.59832236152187	642	2324	2019	1391	101.692549746661	234.105993503268	206.91182518111	219.218560578187	0.08	UP_pEhEx_DOWN_UmasM
EHI_164510A	-0.0485950948046995	9.56401913069416	-0.0998430876583509	0.923479766793323	0.999154291130592	-4.61312826574531	6175	5580	7232	5110	978.117592968272	562.096146191151	741.152213823569	805.324834331083	0.08	UP_pEhEx_DOWN_UmasM
EHI_164520.mRNA	1.92633582603699	-0.76575437770589	1.53305835979819	0.172409874198211	0.999154291130592	-4.59049644892058	11	8	9	0	1.7423957121702	0.805872611026739	0.92234097406141	0	0.08	DOWN_pEhEx_UP_UmasM
EHI_164620A	0.410058476365598	0.664571266243783	0.671359234856606	0.525136267713987	0.999154291130592	-4.6019596235302	7	26	14	8	1.10879727138104	2.6190859858369	1.43475262631775	1.26078251950072	0.08	DOWN_pEhEx_UP_UmasM
EHI_164730A	-0.270056110158248	3.93381748985003	-0.655393674493974	0.534725329968114	0.999154291130592	-4.60812509170545	73	164	146	119	11.5631715444022	16.5203885260482	14.9624202458851	18.7541399775732	0.08	UP_pEhEx_DOWN_UmasM
EHI_164740A	-0.365911393415873	6.87727001024868	-0.943788461720367	0.379044702512862	0.999154291130592	-4.59770440098209	640	1050	1252	879	101.375750526266	105.77078019726	128.307877724987	138.528479330141	0.08	UP_pEhEx_DOWN_UmasM
EHI_164750A	-0.132314054871928	6.79619210204172	-0.326352186540941	0.754418578265912	0.999154291130592	-4.61522117401301	775	907	1202	699	122.7596979029	91.3658072751566	123.183761202424	110.160872641375	0.08	UP_pEhEx_DOWN_UmasM
EHI_164760A	-0.302490202602402	2.28386255359993	-0.669674449270143	0.526142978947212	0.999154291130592	-4.60562879887119	33	36	60	29	5.2271871365106	3.62642674962033	6.14893982707607	4.5703366331901	0.08	UP_pEhEx_DOWN_UmasM
EHI_164770A	0.0602088055706443	0.623936685540893	0.113119778703941	0.913351444742844	0.999154291130592	-4.60795927577175	10	14	12	11	1.58399610197291	1.41027706929679	1.22978796541521	1.73357596431348	0.08	DOWN_pEhEx_UP_UmasM
EHI_164780A	0.0286776183523282	3.60980222007002	0.0551037324553883	0.957711976305197	0.999154291130592	-4.61844943335707	55	171	157	57	8.711978560851	17.2255270606965	16.089725880849	8.9830754514426	0.08	DOWN_pEhEx_UP_UmasM
EHI_164790A	0.500873624242498	0.681768072067507	0.955276972037494	0.373624748567782	0.999154291130592	-4.59626092443995	13	17	14	7	2.05919493256478	1.71247929843182	1.43475262631775	1.10318470456313	0.08	DOWN_pEhEx_UP_UmasM
EHI_164800A	-0.783953439734003	5.80679580416205	-1.54707977846601	0.169056611548831	0.999154291130592	-4.57159885785683	187	612	577	574	29.6207271068934	61.6492547435456	59.1323046703815	90.4611457741764	0.08	UP_pEhEx_DOWN_UmasM
EHI_164810A	-0.173914176281698	4.13738865690323	-0.412972548909373	0.692915000280765	0.999154291130592	-4.61466101162094	83	205	167	129	13.1471676463751	20.6504856575602	17.1145491853617	20.330118126949	0.08	UP_pEhEx_DOWN_UmasM
EHI_164820A	0.791431606204296	0.418156126061913	1.20811058684261	0.269141135149795	0.999154291130592	-4.59104964179417	12	14	6	10	1.90079532236749	1.41027706929679	0.614893982707607	1.5759781493759	0.08	DOWN_pEhEx_UP_UmasM
EHI_164840A	-1.05850566025849	0.696012647212177	-1.21396259319201	0.267045883098086	0.999154291130592	-4.59068384293385	2	25	19	21	0.316799220394582	2.51835190945856	1.94716427857409	3.30955411368938	0.08	UP_pEhEx_DOWN_UmasM
EHI_164850A	0.249647681679921	2.96721306664893	0.561622887373902	0.593209307026244	0.999154291130592	-4.60957883773874	68	67	77	40	10.7711734934158	6.74918311734894	7.89113944474762	6.30391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_164870A	0.107703420756326	12.0427474263424	0.166334451557553	0.872951646802376	0.999154291130592	-4.60924467060007	46994	25210	38367	27051	7443.83128161149	2539.50606549801	3931.93957242379	4263.17849187673	0.08	DOWN_pEhEx_UP_UmasM
EHI_164880A	-0.27565859059128	3.27273711393238	-0.486317460714879	0.642716242161788	0.999154291130592	-4.61195807002661	36	131	142	49	5.70238596710247	13.1961640055629	14.55249092408	7.72229293194189	0.08	UP_pEhEx_DOWN_UmasM
EHI_164890A	1.08238832839179	4.80752823182584	1.52385849617424	0.17464348304225	0.999154291130592	-4.57235297592177	309	337	390	58	48.9454795509629	33.9473837395014	39.9681088759944	9.14067326638019	0.08	DOWN_pEhEx_UP_UmasM
EHI_164900A	-0.191646842179264	5.6359494425813	-0.50035982859556	0.633322115503554	0.999154291130592	-4.61270485312257	324	417	531	329	51.3214737039223	42.0061098497688	54.4181174696232	51.849681114467	0.08	UP_pEhEx_DOWN_UmasM
EHI_164910A	0.208826522139613	3.83696887269592	0.509997358239582	0.626916951089449	0.999154291130592	-4.61216693004272	106	139	154	70	16.7903586809128	14.0020366165896	15.7822788894952	11.0318470456313	0.08	DOWN_pEhEx_UP_UmasM
EHI_164920A	-0.304492812005294	1.68953115000547	-0.543591447995399	0.604865082039208	0.999154291130592	-4.60753168878285	11	44	33	24	1.7423957121702	4.43229936064707	3.38191690489184	3.78234755850215	0.08	UP_pEhEx_DOWN_UmasM
EHI_165070A	0.522449653919467	4.14049816578068	1.1975479794299	0.272958454547627	0.999154291130592	-4.58721209776147	105	265	166	80	16.6319590707155	26.6945302402607	17.0120668549105	12.6078251950072	0.08	DOWN_pEhEx_UP_UmasM
EHI_165110A	0.866593856791254	0.121502886077133	1.41511993567011	0.203138718872579	0.999154291130592	-4.58811009632721	8	15	7	5	1.26719688157833	1.51101114567514	0.717376313158875	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_165150A	0.636799217887285	1.12506147208282	1.04415420311583	0.333705950548478	0.999154291130592	-4.59413302515416	24	18	12	15	3.80159064473498	1.81321337481016	1.22978796541521	2.36396722406384	0.08	DOWN_pEhEx_UP_UmasM
EHI_165160A	0.0960876829346422	1.93478121796876	0.183568852065575	0.859949096622699	0.999154291130592	-4.61345942318124	17	54	30	28	2.69279337335395	5.43964012443049	3.07446991353803	4.41273881825251	0.08	DOWN_pEhEx_UP_UmasM
EHI_165170A	0.783378509449088	0.547353875581807	1.25960441203337	0.251179067936203	0.999154291130592	-4.58975255982946	14	17	15	4	2.21759454276207	1.71247929843182	1.53723495676902	0.630391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_165180A	2.99919019385714	-0.352322769256193	2.08487306053047	0.0786290604293986	0.999154291130592	-4.58527327819079	27	12	8	0	4.27678947532686	1.20880891654011	0.819858643610142	0	0.08	DOWN_pEhEx_UP_UmasM
EHI_165210A	0.356364065242555	0.335611322003031	0.474405907482583	0.650741146336588	0.999154291130592	-4.60345540009553	4	24	10	8	0.633598440789164	2.41761783308022	1.02482330451268	1.26078251950072	0.08	DOWN_pEhEx_UP_UmasM
EHI_165220A	-0.0037869336149302	2.06818900071311	-0.00867650994249239	0.993337631093338	0.999154291130592	-4.61456068568534	22	48	41	26	3.4847914243404	4.83523566616044	4.20177554850198	4.09754318837733	0.08	UP_pEhEx_DOWN_UmasM
EHI_165260A	0.238836948322893	0.863737607190057	0.346899405546736	0.739631376405907	0.999154291130592	-4.60770021631447	6	34	16	11	0.950397661183746	3.42495859686364	1.63971728722028	1.73357596431348	0.08	DOWN_pEhEx_UP_UmasM
EHI_165270A	-0.42518481664972	5.73457388364006	-1.03638475681722	0.337054617999194	0.999154291130592	-4.59411280487406	348	379	546	431	55.1230643486572	38.1782149473918	55.9553524263922	67.9246582381011	0.08	UP_pEhEx_DOWN_UmasM
EHI_165280A	-0.333401139889432	2.51202758096991	-0.723715638294547	0.494469221305624	0.999154291130592	-4.60443851099264	42	38	60	41	6.65278362828622	3.82789490237701	6.14893982707607	6.46151041244117	0.08	UP_pEhEx_DOWN_UmasM
