logFC	AveExpr	t	P.Value	adj.P.Val	B	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_027640A	-0.0413548104285838	6.1938251811608	-0.104515670275955	0.919913347787188	0.999154291130592	-4.61836878431667	398	821	692	491	63.0430448585218	82.7026767066191	70.9177726722773	77.3805271343565	0.08	UP_pEhEx_DOWN_UmasM
EHI_027650A	-0.311653690020003	2.83745162143568	-0.757453981080274	0.475349997439094	0.999154291130592	-4.60381930967422	42	60	68	57	6.65278362828622	6.04404458270054	6.96879847068621	8.9830754514426	0.08	UP_pEhEx_DOWN_UmasM
EHI_027690A	1.17199079819674	0.21425461521047	1.57026962138149	0.163643670270237	0.999154291130592	-4.58526527334852	7	25	10	3	1.10879727138104	2.51835190945856	1.02482330451268	0.472793444812769	0.08	DOWN_pEhEx_UP_UmasM
EHI_027700A	0.06187430969606	4.84702353647753	0.152567759200401	0.883368998619966	0.999154291130592	-4.61888218010143	217	249	311	157	34.3727154128121	25.0827850182073	31.8720047703443	24.7428569452016	0.08	DOWN_pEhEx_UP_UmasM
EHI_027710A	0.0545975976387767	4.06551026305691	0.140986313008927	0.89215235757855	0.999154291130592	-4.61857737646864	106	171	180	92	16.7903586809128	17.2255270606965	18.4468194812282	14.4989989742582	0.08	DOWN_pEhEx_UP_UmasM
EHI_027720A	-0.00699989794632727	3.39538541711863	-0.0139633074339711	0.989278342962574	0.999154291130592	-4.61809242398064	99	70	108	62	15.6815614095318	7.05138534648397	11.0680916887369	9.77106452613055	0.08	UP_pEhEx_DOWN_UmasM
EHI_027730A	-0.17865486208183	2.0560237070722	-0.40058501612774	0.701571235447662	0.999154291130592	-4.61108125062712	21	44	49	24	3.32639181414311	4.43229936064707	5.02163419211212	3.78234755850215	0.08	UP_pEhEx_DOWN_UmasM
EHI_027750A	0.968180483377968	0.105256248369035	1.41244183996187	0.20389112399689	0.999154291130592	-4.58844481747777	12	12	9	3	1.90079532236749	1.20880891654011	0.92234097406141	0.472793444812769	0.08	DOWN_pEhEx_UP_UmasM
EHI_027760A	-0.101690360380185	1.38616072533094	-0.223146457347124	0.830274877538488	0.999154291130592	-4.61135682805531	15	25	23	19	2.37599415295936	2.51835190945856	2.35709360037916	2.9943584838142	0.08	UP_pEhEx_DOWN_UmasM
EHI_027770A	0.16906243627911	1.3970004534254	0.355564231946916	0.733430881656899	0.999154291130592	-4.60993117824801	14	33	26	14	2.21759454276207	3.3242245204853	2.66454059173296	2.20636940912625	0.08	DOWN_pEhEx_UP_UmasM
EHI_027800A	-0.267377433622355	5.30055310966533	-0.608500506546037	0.563516957145248	0.999154291130592	-4.60986094949092	177	456	360	320	28.0367310049205	45.9347388285241	36.8936389624564	50.4313007800286	0.08	UP_pEhEx_DOWN_UmasM
EHI_027810A	0.342994733325565	2.05469800372724	0.719538187958781	0.496871820464457	0.999154291130592	-4.6039676008206	22	60	39	21	3.4847914243404	6.04404458270054	3.99681088759944	3.30955411368938	0.08	DOWN_pEhEx_UP_UmasM
EHI_028010A	-1.93286736156461	-0.977423619179594	-1.56524901802075	0.164801667652067	0.999154291130592	-4.59052664957999	0	8	13	4	0	0.805872611026739	1.33227029586648	0.630391259750358	0.08	UP_pEhEx_DOWN_UmasM
EHI_028530A	0.341071604038053	1.11063553124796	0.715630798538237	0.499126095608187	0.999154291130592	-4.60239624646633	17	21	19	11	2.69279337335395	2.11541560394519	1.94716427857409	1.73357596431348	0.08	DOWN_pEhEx_UP_UmasM
EHI_028880A	-0.556324471336449	6.3550229368896	-0.987067923575056	0.358938227619087	0.999154291130592	-4.59609889302348	257	1117	1057	572	40.7086998207038	112.519963314608	108.32382328699	90.1459501443012	0.08	UP_pEhEx_DOWN_UmasM
EHI_028910A	-0.0881343635372663	4.73784114124996	-0.193862540013688	0.852205205090551	0.999154291130592	-4.6184679540961	225	186	253	184	35.6399122943905	18.7365382063717	25.9280296041708	28.9979979485165	0.08	UP_pEhEx_DOWN_UmasM
EHI_028930A	0.838868296945147	1.53516970502529	1.89650108258218	0.102966533890615	0.999154291130592	-4.56656220949667	24	38	21	13	3.80159064473498	3.82789490237701	2.15212893947662	2.04877159418866	0.08	DOWN_pEhEx_UP_UmasM
EHI_028940A	0.444529203292903	0.693763854184729	0.540481112557036	0.606888535725471	0.999154291130592	-4.60400776364441	10	24	29	3	1.58399610197291	2.41761783308022	2.97198758308677	0.472793444812769	0.08	DOWN_pEhEx_UP_UmasM
EHI_028950A	0.567069287336008	1.46517183021465	0.953369300643324	0.374520586669766	0.999154291130592	-4.5967383183872	24	30	35	8	3.80159064473498	3.02202229135027	3.58688156579437	1.26078251950072	0.08	DOWN_pEhEx_UP_UmasM
EHI_028960A	0.865847775525086	0.25174988917543	1.30864952757216	0.235046506125885	0.999154291130592	-4.58968845268156	11	15	12	3	1.7423957121702	1.51101114567514	1.22978796541521	0.472793444812769	0.08	DOWN_pEhEx_UP_UmasM
EHI_028990A	-1.53698205681494	5.3250115805569	-1.54183707130405	0.170303259898113	0.999154291130592	-4.57177619270847	50	686	450	641	7.91998050986455	69.1035763955429	46.1170487030705	101.020199374995	0.08	UP_pEhEx_DOWN_UmasM
EHI_029010A	0.326987559377703	1.32043639777157	0.47077538836881	0.653197183244053	0.999154291130592	-4.60785942327335	11	43	35	8	1.7423957121702	4.33156528426872	3.58688156579437	1.26078251950072	0.08	DOWN_pEhEx_UP_UmasM
EHI_029020A	-0.353838782865628	5.59117936824636	-0.906128585601561	0.397232518656595	0.999154291130592	-4.59939099922926	252	452	468	391	39.9167017697173	45.5318025230108	47.9617306511933	61.6207456405975	0.08	UP_pEhEx_DOWN_UmasM
EHI_029030A	1.34468747592816	-0.279623634120962	0.938256012776034	0.381676140324729	0.999154291130592	-4.59579226784077	17	9	21	0	2.69279337335395	0.906606687405082	2.15212893947662	0	0.08	DOWN_pEhEx_UP_UmasM
EHI_029040A	-0.15747492481005	-0.170397101046884	-0.230479716638361	0.824807916212909	0.999154291130592	-4.6026890159489	5	8	11	4	0.791998050986455	0.805872611026739	1.12730563496395	0.630391259750358	0.08	UP_pEhEx_DOWN_UmasM
EHI_029050A	0.0248798495325981	4.55144683351155	0.0599397339950534	0.954005621786405	0.999154291130592	-4.61933014013861	124	281	260	128	19.6415516644641	28.3062754623142	26.6454059173296	20.1725203120115	0.08	DOWN_pEhEx_UP_UmasM
EHI_029060A	-0.243653808195972	3.75502336117101	-0.609207337778227	0.563076128219594	0.999154291130592	-4.60938653666331	66	144	140	95	10.4543742730212	14.5057069984813	14.3475262631775	14.971792419071	0.08	UP_pEhEx_DOWN_UmasM
EHI_029090A	-0.0941404151379669	4.7234111163334	-0.192515680281449	0.85321745322148	0.999154291130592	-4.6184779210731	239	171	253	181	37.8575068371525	17.2255270606965	25.9280296041708	28.5252045037037	0.08	UP_pEhEx_DOWN_UmasM
EHI_029100A	0.381785225381321	0.17531717233554	0.632846592302309	0.548453080312011	0.999154291130592	-4.60076207499081	9	11	10	5	1.42559649177562	1.10807484016177	1.02482330451268	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_029200A	-0.495752348220282	1.88308610233234	-1.1550842485847	0.288771054352559	0.999154291130592	-4.5902674931865	18	32	40	29	2.85119298355124	3.22349044410696	4.09929321805071	4.5703366331901	0.08	UP_pEhEx_DOWN_UmasM
EHI_029210A	-0.2211565567633	3.39527548662136	-0.302191582748538	0.77195031896658	0.999154291130592	-4.61574817296682	28	201	90	91	4.43518908552415	20.2475493520468	9.2234097406141	14.3414011593206	0.08	UP_pEhEx_DOWN_UmasM
EHI_029230A	0.578484118164626	1.81142046071052	0.966359347733624	0.368453113209626	0.999154291130592	-4.59647913152117	16	67	23	22	2.53439376315665	6.74918311734894	2.35709360037916	3.46715192862697	0.08	DOWN_pEhEx_UP_UmasM
EHI_029370A	-0.136862277605784	5.80743613469333	-0.336646739762982	0.74699540476509	0.999154291130592	-4.6160922999848	391	456	505	422	61.9342475871408	45.9347388285241	51.7535768778902	66.5062779036628	0.08	UP_pEhEx_DOWN_UmasM
EHI_029530A	-0.374294032592346	9.14874014665086	-0.858050219874968	0.421392271805227	0.999154291130592	-4.59984832022732	2826	5541	5867	4382	447.637298417544	558.167517212395	601.263832757588	690.593625056517	0.08	UP_pEhEx_DOWN_UmasM
EHI_029550A	-0.356801674767461	0.271026046028327	-0.380788375214434	0.715505069420447	0.999154291130592	-4.60407328396093	19	4	12	7	3.00959259374853	0.40293630551337	1.22978796541521	1.10318470456313	0.08	UP_pEhEx_DOWN_UmasM
EHI_029560A	-0.111270177998715	2.95393330495559	-0.161893812212193	0.876309023554199	0.999154291130592	-4.6163595068459	24	136	58	71	3.80159064473498	13.6998343874546	5.94397516617353	11.1894448605689	0.08	UP_pEhEx_DOWN_UmasM
EHI_029570A	-0.422189920223563	3.58541946304732	-1.0395893292528	0.335670188287937	0.999154291130592	-4.59399871476768	58	114	118	101	9.18717739144287	11.483684707131	12.0929149932496	15.9173793086965	0.08	UP_pEhEx_DOWN_UmasM
EHI_029600A	0.415434205235002	4.38386671479058	0.616162971464317	0.558749181055273	0.999154291130592	-4.60952882100116	306	119	185	108	48.470280720371	11.9873550890227	18.9592311334845	17.0205640132597	0.08	DOWN_pEhEx_UP_UmasM
EHI_029610A	0.575495444452365	3.30466302194592	0.857298525257907	0.421778386610461	0.999154291130592	-4.60086987836536	144	63	62	64	22.8095438684099	6.34624681183557	6.3539044879786	10.0862601560057	0.08	DOWN_pEhEx_UP_UmasM
EHI_029620A	-0.230546872166662	6.30137453323603	-0.601495081888291	0.567897201022471	0.999154291130592	-4.60947022312295	450	738	785	574	71.2798245887809	74.3417483672167	80.4486294042452	90.4611457741764	0.08	UP_pEhEx_DOWN_UmasM
EHI_029720A	-0.202872495995612	2.98116740063571	-0.515985809734625	0.622954508393523	0.999154291130592	-4.61073269022015	47	71	81	54	7.44478167927267	7.15211942286231	8.30106876655269	8.51028200662983	0.08	UP_pEhEx_DOWN_UmasM
EHI_030060A	0.404279805628712	1.90709281654948	0.650236867449153	0.537845943853238	0.999154291130592	-4.60553776298768	17	66	45	14	2.69279337335395	6.6484490409706	4.61170487030705	2.20636940912625	0.08	DOWN_pEhEx_UP_UmasM
EHI_030070A	-1.34965200126863	10.6863361817982	-1.66969468364997	0.142228763889074	0.999154291130592	-4.5750012100962	2970	23118	22124	18829	470.446842285954	2328.77037771452	2267.31907890385	2967.40925745987	0.08	UP_pEhEx_DOWN_UmasM
EHI_030080A	-0.0439445381476701	2.79603210462885	-0.10754712554086	0.917600611231762	0.999154291130592	-4.61629615976116	46	63	75	40	7.28638206907538	6.34624681183557	7.68617478384509	6.30391259750358	0.08	UP_pEhEx_DOWN_UmasM
EHI_030150A	1.49175628348717	0.440158481104385	1.72939104963084	0.130679692865013	0.999154291130592	-4.5814078228075	25	12	5	7	3.95999025493227	1.20880891654011	0.512411652256339	1.10318470456313	0.08	DOWN_pEhEx_UP_UmasM
EHI_030170A	-0.354213153923892	4.12951123980018	-0.545060600651376	0.603910624026209	0.999154291130592	-4.61144645933923	52	283	151	161	8.23677973025913	28.5077436150709	15.4748318981414	25.3732482049519	0.08	UP_pEhEx_DOWN_UmasM
EHI_030390A	-0.600803842171795	4.17288566360977	-0.864952985675923	0.417858668396542	0.999154291130592	-4.60094255472417	49	268	147	209	7.76158089966726	26.9967324693958	15.0649025763364	32.9379433219562	0.08	UP_pEhEx_DOWN_UmasM
EHI_030400A	0.103542471383063	2.23158064694781	0.213131256804117	0.837757735764886	0.999154291130592	-4.61399086457913	42	35	45	27	6.65278362828622	3.52569267324198	4.61170487030705	4.25514100331492	0.08	DOWN_pEhEx_UP_UmasM
EHI_030420A	0.191979103005138	3.59770431133201	0.484814607850048	0.643725899100854	0.999154291130592	-4.61251428288294	87	120	124	63	13.7807660871643	12.0880891654011	12.7078089759572	9.92866234106814	0.08	DOWN_pEhEx_UP_UmasM
EHI_030430A	-0.428493937666841	4.84581682488641	-0.940230821651814	0.380735251280631	0.999154291130592	-4.59807313026629	112	341	323	213	17.7407563420966	34.3503200450148	33.1017927357595	33.5683345817066	0.08	UP_pEhEx_DOWN_UmasM
EHI_030460A	0.661050703067803	0.115530623490336	0.825284566690851	0.438462003813109	0.999154291130592	-4.59794572652035	4	21	6	8	0.633598440789164	2.11541560394519	0.614893982707607	1.26078251950072	0.08	DOWN_pEhEx_UP_UmasM
EHI_030470A	0.710684110798754	1.23706203300378	1.11361620942492	0.304946283283104	0.999154291130592	-4.59215288857128	24	25	29	6	3.80159064473498	2.51835190945856	2.97198758308677	0.945586889625537	0.08	DOWN_pEhEx_UP_UmasM
EHI_030480A	-0.369899599155513	4.70720399338068	-0.740383111223056	0.484960382129406	0.999154291130592	-4.60558262545305	95	345	290	188	15.0479629687426	34.7532563505281	29.7198758308677	29.6283892082668	0.08	UP_pEhEx_DOWN_UmasM
EHI_030600A	-1.00601210852983	4.29112112572539	-2.15948085116077	0.070667721943504	0.999154291130592	-4.54492063614254	65	181	222	215	10.2959746628239	18.23286782448	22.7510773601815	33.8835302115817	0.08	UP_pEhEx_DOWN_UmasM
EHI_030710A	-0.18629269235528	11.9654880071164	-0.321817400650229	0.757697556862352	0.999154291130592	-4.60809844611055	34594	25258	37407	30365	5479.67611516508	2544.34130116417	3833.55653519058	4785.45765057991	0.08	UP_pEhEx_DOWN_UmasM
EHI_030720A	-0.189632990736595	4.13435857190952	-0.472729381053998	0.651874727948325	0.999154291130592	-4.61330645129665	123	137	191	113	19.4831520542668	13.8005684638329	19.5741251161922	17.8085530879476	0.08	UP_pEhEx_DOWN_UmasM
EHI_030730A	1.06709040312253	2.02769704004136	2.36955163300682	0.0523808985086036	0.999154291130592	-4.54857827117316	36	60	33	14	5.70238596710247	6.04404458270054	3.38191690489184	2.20636940912625	0.08	DOWN_pEhEx_UP_UmasM
EHI_030750A	0.00297403532144162	7.30109297849562	0.00752509699946711	0.994221737487681	0.999154291130592	-4.61724218726706	933	1676	1498	1023	147.786836314072	168.830312010102	153.518531015999	161.222564681154	0.08	DOWN_pEhEx_UP_UmasM
EHI_030760A	-0.330630098927869	12.2621823144209	-0.660770254627914	0.531483855655306	0.999154291130592	-4.60275911246509	30491	39430	48915	38419	4829.7625145256	3971.94463159804	5012.92319402377	6054.75045208725	0.08	UP_pEhEx_DOWN_UmasM
EHI_030770A	0.275479513448946	1.46835804074512	0.591351229472442	0.57427560035944	0.999154291130592	-4.60601809643458	21	27	28	13	3.32639181414311	2.71982006221524	2.8695052526355	2.04877159418866	0.08	DOWN_pEhEx_UP_UmasM
EHI_030780A	0.166311267026862	1.09197371258341	0.27103344370265	0.794774164603688	0.999154291130592	-4.60962063421858	9	33	26	9	1.42559649177562	3.3242245204853	2.66454059173296	1.41838033443831	0.08	DOWN_pEhEx_UP_UmasM
EHI_030790A	0.118903668635403	9.13369512820063	0.202342304071	0.84583918372075	0.999154291130592	-4.61320922530965	6110	3459	5241	3486	967.821618305448	348.439170192686	537.109893895095	549.385982872437	0.08	DOWN_pEhEx_UP_UmasM
EHI_030800A	-0.191332901027028	12.1982038870898	-0.27247129316192	0.793715879232936	0.999154291130592	-4.60830172795259	49829	24055	39539	39924	7892.89417652081	2423.15820728103	4052.04886371268	6291.93516356832	0.08	UP_pEhEx_DOWN_UmasM
EHI_030810A	-0.445766270498185	6.87392625786222	-0.956905500608177	0.372861301045275	0.999154291130592	-4.59721000731571	460	1382	1314	877	72.8638206907538	139.214493554869	134.661782212966	138.213283700266	0.08	UP_pEhEx_DOWN_UmasM
EHI_030820A	-0.364621001454454	7.19952929084825	-0.650526255905938	0.537670520849132	0.999154291130592	-4.60738360571764	507	2097	1418	1199	80.3086023700265	211.239358165384	145.319944579898	188.95978011017	0.08	UP_pEhEx_DOWN_UmasM
EHI_030830A	-0.297774827388256	5.45023721155212	-0.790953254612181	0.456871844274679	0.999154291130592	-4.60376227874787	233	417	474	306	36.9071091759688	42.0061098497688	48.5766246339009	48.2249313709024	0.08	UP_pEhEx_DOWN_UmasM
EHI_030840A	0.697918253735355	2.01764764497105	1.49866654227463	0.180897541015817	0.999154291130592	-4.57786537492119	25	64	29	21	3.95999025493227	6.44698088821391	2.97198758308677	3.30955411368938	0.08	DOWN_pEhEx_UP_UmasM
EHI_030870A	0.727251062714633	0.445913954159099	1.18196911118843	0.27867253364925	0.999154291130592	-4.59158345138175	10	19	14	4	1.58399610197291	1.91394745118851	1.43475262631775	0.630391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_030880A	0.155212433436968	1.45436463118178	0.228339064641068	0.826402698955728	0.999154291130592	-4.6115781603523	9	52	22	19	1.42559649177562	5.2381719716738	2.25461126992789	2.9943584838142	0.08	DOWN_pEhEx_UP_UmasM
EHI_030890A	0.21762349588693	2.44669563409411	0.527703106216746	0.615240681163468	0.999154291130592	-4.60940802359322	36	59	53	29	5.70238596710247	5.9433105063222	5.43156351391719	4.5703366331901	0.08	DOWN_pEhEx_UP_UmasM
EHI_030900A	-0.49845442784842	0.756578674999712	-0.726287840412855	0.492993708363497	0.999154291130592	-4.60108353651664	4	24	18	15	0.633598440789164	2.41761783308022	1.84468194812282	2.36396722406384	0.08	UP_pEhEx_DOWN_UmasM
EHI_031100A	-0.84957689756915	3.28100631194144	-1.93310626445731	0.0977131314399881	0.999154291130592	-4.55678775880834	55	59	106	98	8.711978560851	5.9433105063222	10.8631270278344	15.4445858638838	0.08	UP_pEhEx_DOWN_UmasM
EHI_031210A	1.33996300863381	1.29990910362411	2.20942226462148	0.0657997935805237	0.999154291130592	-4.56174051957182	25	41	24	5	3.95999025493227	4.13009713151204	2.45957593083043	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_031220A	0.0866209183423383	4.31464033406398	0.206148509673634	0.842985786720207	0.999154291130592	-4.61814409082204	163	161	199	115	25.8191364621584	16.2181862969131	20.3939837598023	18.1237487178228	0.08	DOWN_pEhEx_UP_UmasM
EHI_031230A	0.177016379651084	0.38195793000079	0.292191120771061	0.77925036693002	0.999154291130592	-4.60535451325748	10	12	15	5	1.58399610197291	1.20880891654011	1.53723495676902	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_031240A	-0.772625944185041	4.33195462523327	-1.05309675823429	0.329884758461296	0.999154291130592	-4.59341099019812	46	316	191	226	7.28638206907538	31.8319681355562	19.5741251161922	35.6171061758952	0.08	UP_pEhEx_DOWN_UmasM
EHI_031250A	-0.389106499096663	5.19531165247147	-0.985286844101125	0.359748967054463	0.999154291130592	-4.59623759961842	171	374	402	270	27.0863333437367	37.6745445655001	41.1978968414097	42.5514100331492	0.08	UP_pEhEx_DOWN_UmasM
EHI_031260A	0.493334197365728	2.33096359664709	0.900700935339913	0.39990709973749	0.999154291130592	-4.59879570477811	50	45	58	18	7.91998050986455	4.53303343702541	5.94397516617353	2.83676066887661	0.08	DOWN_pEhEx_UP_UmasM
EHI_031270A	0.477398165373628	1.21951033904411	0.954410865354275	0.374031265701802	0.999154291130592	-4.59660055659014	18	26	24	9	2.85119298355124	2.6190859858369	2.45957593083043	1.41838033443831	0.08	DOWN_pEhEx_UP_UmasM
EHI_031300A	0.422950352120942	0.669043392832181	0.706923255908965	0.5041739783251	0.999154291130592	-4.60124688815653	12	18	19	5	1.90079532236749	1.81321337481016	1.94716427857409	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_031320A	0.226132899416307	-0.0133531231179716	0.286444488492207	0.783456299185106	0.999154291130592	-4.60321016693447	3	18	10	5	0.475198830591873	1.81321337481016	1.02482330451268	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_031330A	-0.0240241854260812	4.06290696413903	-0.0563164489644413	0.956782428672525	0.999154291130592	-4.6190243161236	115	149	207	84	18.2159551726885	15.009377380373	21.2138424034124	13.2382164547575	0.08	UP_pEhEx_DOWN_UmasM
EHI_031350A	-0.244668291937075	1.63608174855747	-0.373788111296265	0.720460941623637	0.999154291130592	-4.6104100655219	9	51	31	23	1.42559649177562	5.13743789529546	3.1769522439893	3.62474974356456	0.08	UP_pEhEx_DOWN_UmasM
EHI_031360A	0.352862962965872	4.81589301879445	0.790732458910206	0.456991975226733	0.999154291130592	-4.60380552379228	192	330	329	116	30.4127251578799	33.242245204853	33.7166867184671	18.2813465327604	0.08	DOWN_pEhEx_UP_UmasM
EHI_031380A	-0.554859470845109	-0.290013763129265	-0.569842289078673	0.587938892813476	0.999154291130592	-4.59992661616611	10	3	13	3	1.58399610197291	0.302202229135027	1.33227029586648	0.472793444812769	0.08	UP_pEhEx_DOWN_UmasM
EHI_031390A	-0.0178286572484248	7.23480829244646	-0.0442303642868325	0.966049431679909	0.999154291130592	-4.6172878852313	1067	1311	1518	939	169.012384080509	132.062374132007	155.568177625025	147.984348226397	0.08	UP_pEhEx_DOWN_UmasM
